,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,EI_nox_p3t3_xue,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,nvpm_ei_n,EI_mass_meem,EI_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_issr,cocip_waypoint,cocip_level,cocip_u_wind,cocip_v_wind,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_potential_vorticity,accf_geopotential,accf_relative_humidity,accf_olr,accf_pcfa,accf_issr,accf_sac,accf_aCCF_CH4,accf_aCCF_O3,accf_aCCF_H2O,accf_aCCF_nCont,accf_aCCF_dCont,accf_aCCF_Cont,accf_aCCF_CO2,accf_aCCF_merged,accf_aCCF_NOx,accf_Fin,accf_nox_impact,accf_co2_impact,accf_warming_contrails
58,58,58,-1.66806952897889,43.527374267578125,11468.1,255.678888668,34610D,216.40648,27.557703,15.917678,234.45333484536533,64248.057680377,0.4044564749015474,0.472639807606484,33.23526702643294,35.085455045137,0.0,5.0333453853170765e-05,21021.3141458927,1.019963744016743,0.2769605585536078,0.637912075392208,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7950208251952434,17.541743812380883,12.097779063399082,34.27278965996088,1480190830939949.2,10.5497582600491,709.86816666802,1338.47841103788,0.00503334538532,0.0180023540371838,0.236319903803242,17.5427275225685,13.1271667758074,13.1265060734197,0.005033345385317,0.4980659308298907,12.044353697965215,7.71581438707183,7.133455324127809,8.102443219301279,311133847841980.4,2.6086238148137406,496742357240381.06,6.44777478439076,505306874661961.44,0.012044353697965216,5.951567634098373e-06,3.16,35.8,2024-06-07 10:21:00,1.0,58,210.21314145892705,27.557703,15.917678,0.043038543,1.6253276e-06,0.3384013214126549,1144.6379919026674,15376.012731204457,0.965430104948104,0.26066206563267463,1.6342283061699665,231.16200772809967,0.5838060166588436,0.0,1.0,224.3221682695828,28.117254249628648,75.9211387484483,1.0380531830181683,216.7118,5.299968155110218e-05,11430.139430625777,1.0,0.0025348194667648726,0.0040827254,151.8422774968966,0.33995344681220285,3.2351559415223624e-06,602112709120.7823,1746975745823.373,0 days 03:39:00,1.0853040520285326e-10,1.638809118563084e-12,1178.2800349441313,1075.4455818969345,1228.170568063288,316.92236919839706,222.82423172579445,450.3341889264236,219.22577696367918,185.0906230618736,240.03372769032433,-2.6339574,-4.1355267,-1.3946942,3.2974129,0.7504186,5.274088,0.6634554,-0.9947181,2.3985195,1.0,11362.394552286762,1.1581581280481612,0.06475688993802636,478003298681.24493,99128830051.48453,1.3867431038791998e-05,10560.706512063749,582.777646710007,0.049460288525525004,0.4044903,3.65,-2.6339574,3.2974129,0.6634554,219.22577696367918,1178.2800349441313,316.92236919839706,15376.012731204457,15376.012731204457,9.5435915e-08,116702.27,0.94320345,-195.69643,0.9273840686342837,0.9273840686342837,1.0,-3.7569042850886015e-13,1.9997161e-12,2.2302655e-16,2.845690001699227e-13,1.1933789054178762e-14,1.1933789054178762e-14,7.48e-16,2.3992766618307856e-14,1.6240256779965856e-12,1270.374441943488,5.546997109948146e-13,6.703015562659765e-14,3.384230257550049e-13
59,59,59,-1.6182478084120362,43.66085815429688,11468.1,254.64999978,34610D,216.40703,28.461529,15.326091,235.0861937171034,64214.82241335057,0.4045477812179697,0.448625439921798,31.38199458649566,33.2206430816636,-24.97479746695509,4.922370601433643e-05,21021.3141458927,0.997403815298152,0.2615166215541305,0.6027580444048218,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7971657490487315,16.609783528070498,11.795746175081389,31.23161104207492,1525880159802557.2,10.169382608921,702.201807744291,1318.46377304248,0.00492237060143,0.0175781352137262,0.224312719960899,16.6103215408318,12.760893987534,12.76026587995766,0.0049223706014336,0.4765906135138543,11.65098190711488,7.288691971773488,6.757206241274965,7.835057559200004,264430092519807.1,2.0834122798634325,464363093625257.8,6.478616528550014,506795441187663.4,0.011650981907114881,5.302967738827289e-06,3.16,35.8,2024-06-07 10:22:00,0.0,59,210.21314145892705,28.461529,15.326091,0.04101896,1.4209213e-06,0.33840046136329893,1145.7606967636973,15504.132384958424,0.9650062413018382,0.26222691366161915,1.6344773333653477,231.16359666226936,0.5708961376344909,0.0,1.0,224.24215348063913,28.117254249628648,76.67115446016132,1.0112019347584524,216.71976,5.167937641000056e-05,11429.76442276992,1.0,0.002357585243545941,0.0038814563,153.34230892032264,0.3399610835620473,1.8248226150500286e-06,405088977039.26825,1630642190801.1497,0 days 03:38:00,1.0130321392934209e-10,1.5296785303330656e-12,1177.2385343231122,1073.7700511748405,1227.3013463814686,312.46610548762175,221.66004371950896,440.25848147990257,218.31327885630267,181.40902519695564,236.81448760556367,-2.1889675,-3.9177241,-0.7474644,2.9128044,0.31908944,5.0978823,0.72383696,-0.51694596,2.0298965,1.0,11361.001455324535,1.1578563943739182,0.0642298418524752,323632566041.8449,66807234078.527985,1.5297127659883007e-05,10870.158582001335,642.830367017482,0.04124418527043963,0.31505993,3.6333333333333333,-2.1889675,2.9128044,0.72383696,218.31327885630267,1177.2385343231122,312.46610548762175,15504.132384958424,15504.132384958424,1.2114985e-07,116677.03,0.92349005,-199.3748,0.6535146913698288,0.6535146913698288,1.0,-3.758878622575537e-13,1.9991665e-12,2.2253967e-16,1.9679012414307828e-13,2.2482007149486823e-14,2.2482007149486823e-14,7.479999999999999e-16,2.5670282393198043e-14,1.6232785836579675e-12,1269.2382308147608,5.090855081096692e-13,6.362441879006132e-14,6.05160020865812e-13
60,60,60,-1.5675957258357016,43.79539489746094,11460.48,254.64999978,34610D,216.45616,29.302975,14.740034,234.17327366618133,64183.44041876408,0.4025356777043283,0.428406790704952,29.813092293594448,31.6887301870402,0.0,4.864011546418216e-05,21046.58850866054,0.9804217489851594,0.2484424357799537,0.5718499210521771,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7939800302896768,15.843724497480768,11.524716039220948,28.695302451234525,1563984543616921.2,9.84189803703197,695.748610118784,1301.50871222257,0.00486401154642,0.0172198900869047,0.214203395352476,15.8443650935201,12.4393009636787,12.438695944071757,0.0048640115464182,0.4585688089972262,11.316672005358958,6.945269776798649,6.451178357573434,7.618730203848702,228265025768517.6,1.7067757010665947,438335985091210.3,6.443300876258373,505406035808240.9,0.011316672005358958,4.7747594689248816e-06,3.16,35.8,2024-06-07 10:23:00,0.0,60,210.46588508660548,29.302975,14.740034,0.039611436,1.2807717e-06,0.3387304266903101,1146.8448800485453,15224.283116378172,0.9628217682360901,0.2701374513293717,1.6309305683166297,231.140946042121,0.5614434884267803,0.0,1.0,224.16241173428378,28.117254249628648,77.65057655312593,0.9931929285185284,216.77664,5.107291446561958e-05,11421.654711723437,1.0,0.0022099522383740577,0.0036101262,155.30115310625186,0.34030679063875446,7.1846895178808e-07,196985425134.6807,304140446832.24365,0 days 01:37:00,1.8894644652163103e-11,2.853091342476629e-13,1176.1945912441072,1072.1959225593573,1226.3923252945403,315.4556677930569,219.22217033340053,427.40295014204094,216.18119031642044,178.51343219008416,233.61563190164713,-1.540897,-3.248118,-0.45283377,2.0359464,0.16847065,4.31912,0.49504933,-0.43317866,1.3963549,1.0,11326.138073579981,1.1502219999138186,0.06651160603746269,159265964150.78085,30375711756.27611,1.54282868953645e-05,8209.95686844047,710.7592034713243,0.02863377010813729,0.28326488,3.6166666666666667,-1.540897,2.0359464,0.49504933,216.18119031642044,1176.1945912441072,315.4556677930569,15224.283116378172,15224.283116378172,1.4956426e-07,116576.41,0.9097999,-203.097,0.5076291946307069,0.5076291946307069,1.0,-3.7651305635463994e-13,1.9961285e-12,2.2318304e-16,1.48866336755977e-13,2.9896875353041785e-14,2.9896875353041785e-14,7.480000000000001e-16,2.6809685409462997e-14,1.6196155632373037e-12,1268.088672650474,4.711272957740105e-13,6.075699378320888e-14,7.684814653261566e-13
61,61,61,-1.5162440708705276,43.92720367948888,11460.48,254.64999978,34610D,216.41615,30.058558,14.11868,231.7232975383035,64153.62732647048,0.40131885242521337,0.431344373676672,30.035762200010524,32.145888797223,0.0,4.7913362706175024e-05,21046.58850866054,0.9708569821173976,0.250298018333421,0.5742205483902528,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7857458267990977,16.07311194571935,11.549697709094728,29.24750644856153,1555688473835049.0,9.87313123488589,696.339954590731,1304.80771469652,0.00479133627062,0.0173072273683396,0.215672186838336,16.0729443986115,12.4613944364577,12.460797397752373,0.0047913362706175,0.4602067805044408,11.34761598670302,6.990733693343436,6.479162450276408,7.628385295833241,233348658391930.75,1.7531739855154005,444268309320633.4,6.326197961774192,499753202449477.75,0.011347615986703022,4.861699720822049e-06,3.16,35.8,2024-06-07 10:24:00,0.0,61,210.46588508660548,30.058558,14.11868,0.03622711,1.2085275e-06,0.33879304957853673,1147.9153664458552,15250.863132253198,0.9222439428244837,0.3866084710964703,1.6276146657639048,231.11973026360212,0.5557504528881343,0.0,1.0,224.1077552918592,28.117254249628648,78.82221214437163,0.9850407569935907,216.74266,5.042426496482635e-05,11421.068893927813,1.0,0.0021619084745410078,0.003177677,157.64442428874327,0.34039158534512115,2.3731276432840396e-07,79571159174.9233,220416784882.917,0 days 01:36:00,1.3693334343104116e-11,2.0676934858087216e-13,1200.4142622036454,1157.9055087106142,1225.492871471739,244.26892583049406,195.40761526283666,282.26960286261453,224.62720223017072,212.23615059664328,230.15241312400946,-1.4018266,-2.249018,-0.17657973,1.8776952,0.053620975,3.4497604,0.4758686,-0.12295875,1.2007425,1.0,11456.117284308355,1.1470919773120407,0.10392817864805555,72353430627.71614,12240454630.280104,1.5476055965852265e-05,4039.271252246991,332.3201599515761,0.023653983010770072,0.05626431,1.6,-1.4018266,1.8776952,0.4758686,224.62720223017072,1200.4142622036454,244.26892583049406,15250.863132253198,15250.863132253198,1.7439335e-07,116549.086,0.90552324,-205.75644,0.32573947733410547,0.32573947733410547,1.0,-3.76721506854969e-13,1.9955708e-12,2.2544534e-16,1.0523493537872485e-13,2.0727422293995838e-14,2.0727422293995838e-14,7.48e-16,2.5334873925638554e-14,1.6188493086972537e-12,1266.9539872271528,4.754298467655033e-13,6.117360415032456e-14,5.364394192401313e-13
62,62,62,-1.4424665584120362,44.05366516113281,11460.48,257.736666444,34610D,216.3501,30.761667,13.553688,230.1251881338579,64123.59156427047,0.4008713582063463,0.438302216230976,30.57750655337308,32.854584287137,0.0,4.806907257706455e-05,21046.58850866054,0.982495539226593,0.2548125546114423,0.58293125415567,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.78044595351383,16.42735407275272,11.63339429949241,30.24649489796348,1540680111114676.8,9.97449454354197,698.235652951137,1311.14183271322,0.00480690725771,0.0174548100251226,0.219151108115488,16.4272921435685,12.555341925811,12.554738431178166,0.0048069072577064,0.4654631753886424,11.447155263726124,7.103059344346681,6.569553206101543,7.684823124522309,245525702691589.75,1.8732384288976207,454991639270320.8,6.251856704517689,496163951557031.2,0.011447155263726125,5.050913667547028e-06,3.16,35.8,2024-06-07 10:25:00,0.0,62,210.46588508660548,30.761667,13.553688,0.0343776,1.1925442e-06,0.3388964804571204,1149.1304099141248,15455.824153118874,0.9006542657790477,0.4345364122073135,1.6263992051168037,231.11194392128556,0.5620524985381651,0.0,1.0,224.13905135302315,28.117254249628648,79.19453842646318,0.9953072203176914,216.67744,5.051527581822311e-05,11420.882730786769,1.0,0.002185833323441102,0.0030220738,158.38907685292637,0.34050402456665324,8.974785202530243e-07,249375437725.33044,792705562982.9327,0 days 03:05:00,4.9246623007090037e-11,7.436240074070596e-13,1189.1866297678082,1132.8895634759633,1224.6184160677744,321.5298057316523,201.23430017475266,423.17964225362596,215.03847439238163,189.1384065606324,227.6024417571597,-1.6193168,-3.1105652,-0.6561873,2.1398702,0.38640517,4.2978835,0.5205534,-0.5853475,1.1873183,1.0,11377.77842618363,1.1377116349133891,0.07215656268378272,207244843724.28476,38627214945.89355,1.3263298422072742e-05,8470.281028475756,538.9387906945975,0.03027878697354972,0.1145428,3.0833333333333335,-1.6193168,2.1398702,0.5205534,215.03847439238163,1189.1866297678082,321.5298057316523,15455.824153118874,15455.824153118874,2.085235e-07,116519.33,0.9140008,-207.98619,0.36064402722771427,0.36064402722771427,1.0000000000000002,-3.769415786312502e-13,1.9949825e-12,2.2809094e-16,1.21499472702184e-13,3.382587014358291e-14,3.382587014358291e-14,7.48e-16,2.7422763149130512e-14,1.6180409991711224e-12,1265.8601591620272,4.870931390216999e-13,6.216037094765e-14,8.895572309924154e-13
63,63,63,-1.3582502092634172,44.17881852489407,11460.48,256.193333112,34610D,216.24956,31.385595,13.086969,229.4041021249558,64093.0140577171,0.4000517765265411,0.431344358006782,30.03897519762721,32.3683517092996,-49.91004111005835,4.9083002776825744e-05,21046.58850866054,1.0165607323993375,0.25032479331356,0.5712506174131295,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7781812757560239,16.18318583167266,11.537392730660311,29.39575134522352,1553461307763330.0,9.86117191029185,695.714459260349,1304.98788136978,0.00490830027768,0.017329651714179,0.215672179003391,16.1841758546498,12.4452691006438,12.444658279446914,0.0049083002776825,0.4584742141616997,11.322066655118478,6.978410770656307,6.455041722890265,7.603067840865546,232464232248448.56,1.7376925613722434,446622009051585.6,6.220334297024201,494641878442748.56,0.011322066655118477,4.8637158994489434e-06,3.16,35.8,2024-06-07 10:26:00,1.0,63,210.46588508660548,31.385595,13.086969,0.039785624,1.3908949e-06,0.3390540421749114,1150.3808947341802,15217.750626569172,0.9002997226792937,0.4352705013478248,1.6241788221240525,231.09770664053602,0.5809730999026723,0.0,1.0,224.24396314485992,28.117254249628648,78.48802297221447,1.0362883571190689,216.5709,5.186914983077647e-05,11421.235988513892,1.0,0.002300825733231022,0.0032492827,156.97604594442893,0.3406525541211537,2.584097805906745e-06,456141522239.5778,655488826036.2771,0 days 03:04:00,4.072206959125828e-11,6.149032508280001e-13,1188.2848604096994,1131.411373424711,1223.7662500286742,329.8421628087711,217.7808316212363,426.5795121815265,211.64384871583894,186.5322033774177,227.51624860869947,-2.1249979,-3.502465,-1.2077025,2.4226108,0.9805226,4.1494017,0.29761282,-1.3098991,0.91966474,1.0,11394.487956531646,1.1288805336259276,0.06549506063483856,402010479177.68567,49589826706.60172,1.0970706700381308e-05,8740.098472544292,458.62594222075546,0.039712478672799055,0.118983544,3.066666666666667,-2.1249979,2.4226108,0.29761282,211.64384871583894,1188.2848604096994,329.8421628087711,15217.750626569172,15217.750626569172,2.5920775e-07,116484.72,0.9332205,-207.44067,0.680724049152966,0.680724049152966,1.0000000000000002,-3.771886610360802e-13,1.9943084e-12,2.3154342e-16,2.1576615381830266e-13,5.836160311386804e-14,5.836160311386804e-14,7.48e-16,3.1339954908617044e-14,1.6171196148251147e-12,1264.7706980745438,4.738525525836611e-13,6.117360192800824e-14,1.5104368936438814e-12
64,64,64,-1.2750169707507553,44.30199574615995,11445.24,254.135555336,34610D,216.27086,31.923603,12.719873,228.9652076680737,64062.97508251947,0.39991005788154677,0.433908138707404,30.23369283011769,32.6115970560332,-24.95404685201145,5.066183302370072e-05,21097.22843440669,1.0488438084024685,0.2519474402509807,0.5735159522999311,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7766541938151603,16.305764942506215,11.569736289393726,29.63701922974773,1549836605269638.5,9.90661826799688,696.212144977402,1306.51429125743,0.00506618330237,0.0173641259724881,0.216954069353702,16.3057985280166,12.4943846697177,12.49375171335456,0.00506618330237,0.4598527592614725,11.35421782052446,7.01166759152655,6.483354756074846,7.624122125696682,236090216785910.56,1.7719341272303268,450319829936710.9,6.219305073681357,495223483236701.06,0.011354217820524459,4.923051475468655e-06,3.16,35.8,2024-06-07 10:27:00,1.0,64,210.97228434406696,31.923603,12.719873,0.056525894,2.2132458e-06,0.3398363627745903,1151.5979024931005,15194.254869643233,0.8996490525854437,0.4366137677422845,1.6277044616544543,231.12030529917556,0.5995470829739857,0.0,1.0,224.38494396935744,28.117254249628648,77.40697026741393,1.0728993152320572,216.58504,5.3676671843486605e-05,11406.536514866293,1.0,0.0024096328002249836,0.0036926323,154.81394053482785,0.341420821044253,4.251289822298304e-06,567351160394.5121,309193982338.08527,0 days 02:33:00,1.920859420610926e-11,2.9004977251224985e-13,1187.4176171727647,1130.1056925205398,1222.9195183644745,336.4464469653619,235.21114029246985,426.69763832027775,208.17413219283958,185.0187405753921,226.44254776023135,-2.0691478,-3.6124616,-0.77525824,2.051618,0.6427339,3.970014,-0.017529624,-1.9207681,0.5098598,1.0,11350.8864223338,1.1094736807671701,0.06876247475394942,515358902954.8525,47820887450.73558,8.722914838033662e-06,8905.286455552496,418.6103178525822,0.03786681482915599,0.106501825,3.05,-2.0691478,2.051618,-0.017529624,208.17413219283958,1187.4176171727647,336.4464469653619,15194.254869643233,15194.254869643233,3.0340533e-07,116299.75,0.9506196,-205.14896,0.9502739623208886,0.9502739623208886,1.0,-3.782848194481477e-13,1.9885632e-12,2.346851e-16,2.9162542145371155e-13,6.464838077871022e-14,6.464838077871022e-14,7.480000000000001e-16,3.226004491788164e-14,1.6102783779053303e-12,1263.6934336699621,4.760003033840195e-13,6.153719935799501e-14,1.6830875144482598e-12
65,65,65,-1.1914806831173337,44.424893653998936,11437.62,253.106666448,34610D,216.2327,32.47345,12.47971,228.4872443040544,64032.74138968935,0.39916093518346063,0.42722583499886,29.71614826538421,32.116263885694,-49.90849867996157,5.144895188564816e-05,21122.59407050092,1.0717833696393466,0.2476345688782017,0.5623729639636021,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7751013742112668,16.058109008801587,11.479061576593455,28.75815578095,1563040262858602.5,9.80096505337962,693.773222126284,1300.30622351936,0.00514489518856,0.0172352590571899,0.21361291749943,16.058131942847,12.3939487529965,12.393311130128462,0.0051448951885648,0.4531610305636803,11.23513547556766,6.891916798325142,6.374868611751494,7.548846690978591,223499196889476.28,1.6445837732136814,441983543468021.44,6.207834316203491,494985965251078.4,0.01123513547556766,4.739604142956632e-06,3.16,35.8,2024-06-07 10:28:00,1.0,65,211.22594070500924,32.47345,12.47971,0.076854095,3.526083e-06,0.34030500034892674,1152.7778982264147,15111.37743654241,0.8991021629798032,0.43773884968670485,1.627630736958258,231.11983318249798,0.6124330073930396,0.0,1.0,224.46997379192644,28.117254249628648,76.16941253708548,1.1000040085700884,216.53738,5.462961132969756e-05,11399.535293731458,1.0,0.0025883895830625648,0.0041713393,152.33882507417096,0.34187316803633677,5.390703275036934e-06,595072750601.1163,282519330098.95374,0 days 02:02:00,1.7551438505419387e-11,2.650267214318328e-13,1196.1818987140596,1156.0108897170187,1222.0859846010528,336.6009075743448,255.11140705851267,436.1065217506193,209.02670924788762,189.4503905698895,225.43652132046606,-2.0258486,-4.099183,-0.2853654,1.9934725,0.3243783,3.7639844,-0.03237613,-2.3794193,0.8929057,1.0,11334.898069305527,1.1007366465886979,0.06573964308844964,554868695696.8978,46241103482.7526,6.882015437772462e-06,7479.54606460096,346.2292592090325,0.03700855334930818,0.04386714,2.533333333333333,-2.0258486,1.9934725,-0.03237613,209.02670924788762,1196.1818987140596,336.6009075743448,15111.37743654241,15111.37743654241,3.1472592e-07,116186.16,0.9612648,-201.07823,1.0000000000000002,1.0000000000000002,1.0000000000000002,-3.789765571320714e-13,1.985107e-12,2.3535967e-16,3.0269567646848054e-13,4.406956818516478e-14,4.406956818516478e-14,7.480000000000001e-16,2.89141848544158e-14,1.6061303286601976e-12,1262.6117749076827,4.625597655825353e-13,6.058950970020633e-14,1.1296594839567732e-12
66,66,66,-1.1080113852896147,44.54704672603284,11422.38,251.563333116,34610D,216.27435,33.02751,12.198678,227.9293654477434,64003.025241423966,0.3998922451845776,0.443979073954808,31.01955134108601,33.5186594166508,49.89372586202545,5.221008120333542e-05,21173.41687225124,1.0843018557540465,0.2584962611757168,0.5857024376349839,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7731343554706419,16.759536278122578,11.699658674632376,30.822169003301298,1532031436761326.5,10.0716571440186,698.805702309398,1314.11350716846,0.00522100812033,0.0175327994852377,0.221989536977404,16.7593297083254,12.6613857167713,12.660724699306655,0.0052210081203335,0.4670543789617196,11.499098779598215,7.164416291011626,6.613998315495441,7.715548476447676,252712076667471.2,1.9370004751979912,464600735379636.9,6.200696174575932,495275551541071.4,0.011499098779598215,5.179354486074405e-06,3.16,35.8,2024-06-07 10:29:00,1.0,66,211.73416872251246,33.02751,12.198678,0.092072174,4.4358844e-06,0.34105811038879963,1153.9220969634885,15114.591589877311,0.8989124171196831,0.43812836743133743,1.633536284654988,231.15759111328362,0.6198374352175741,0.0,1.0,224.55542105004312,28.117254249628648,75.40517181097336,1.1138257196215904,216.5728,5.544344395491095e-05,11384.677414094513,1.0,0.0027186319509414146,0.0044440613,150.8103436219467,0.3426190697612773,6.2217000564266804e-06,678222289530.1575,123386905760.92775,0 days 01:31:00,7.665378818781649e-12,1.157472201636029e-13,1199.2260314591665,1155.5256621762794,1221.2596108940363,320.5837746374371,267.63241856909576,397.01927884726695,210.16155221790467,199.40446002793146,222.44019199183714,-2.6417756,-7.4873285,-0.060599454,1.9345506,0.042372204,3.1833775,-0.7072249,-4.7536764,0.5129013,1.0,11312.174290819448,1.0959286687228746,0.062064960476713185,523307617986.37384,84771132038.7338,5.489278401003649e-06,5706.266423919619,289.3499656166921,0.04697907950452473,0.04794369,2.0166666666666666,-2.6417756,1.9345506,-0.7072249,210.16155221790467,1199.2260314591665,320.5837746374371,15114.591589877311,15114.591589877311,3.168783e-07,115999.05,0.9678488,-197.79886,0.9999999999999998,0.9999999999999998,0.9999999999999998,-3.800824019576445e-13,1.9791044e-12,2.3536354e-16,3.036201709183557e-13,2.5767452678452988e-14,2.5767452678452988e-14,7.480000000000001e-16,2.5893442664333938e-14,1.5990220540631768e-12,1261.532150326606,4.898149199194121e-13,6.296546745153005e-14,6.864125867012337e-13
67,67,67,-1.0242741282393126,44.669199798066735,11437.62,251.563333116,34610D,216.10468,33.754578,11.884601,227.44134624069616,63972.00569008288,0.3992567212600518,0.436337642918348,30.42747260776716,32.9599799408594,-24.937999240251056,5.094102903207628e-05,21122.59407050092,1.0792249718676403,0.253562271731393,0.5739504563053036,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7717817865969292,16.479070615452958,11.595378757209431,29.97345505416715,1544782141538814.5,9.94326608994291,696.264667865772,1307.95409039982,0.00509410290321,0.0174078176812194,0.218168821459174,16.4799899704297,12.5328071246143,12.532168723043544,0.0050941029032076,0.4599982429832421,11.368526318131057,7.034622068166695,6.494663700590458,7.628632873270532,238873091433865.3,1.7935842853697033,455281625300480.2,6.161956991866316,492770424392377.8,0.011368526318131057,4.979320573490743e-06,3.16,35.8,2024-06-07 10:30:00,1.0,67,211.22594070500924,33.754578,11.884601,0.09505535,4.427597e-06,0.34050659638166736,1155.0272709963199,14987.57555519066,0.8982393401228234,0.43950664142389795,1.6278895429092537,231.12149043518633,0.6159207557991484,0.0,1.0,224.49500727255528,28.117254249628648,75.2533020008049,1.10846429670785,216.39925,5.406509672114848e-05,11399.993348999598,1.0,0.0028456699165141687,0.0043611126,150.5066040016098,0.34206669248500093,5.896466511072995e-06,649186827385.6118,112396904534.49843,0 days 01:30:00,6.982627905303987e-12,1.054376813700902e-13,1210.2667380087712,1194.2041528637972,1220.4193450068888,316.8868884400646,297.2673083551879,355.3913473299897,213.81360891097367,206.20436927195334,217.80499896124354,-1.7958778,-2.4288018,-1.2278973,2.1656888,1.6365346,2.706276,0.36981094,0.27747416,0.42332137,1.0,11332.895577457291,1.1043313014099023,0.06149152951661165,512808459483.14545,19524881293.44241,7.744291495748977e-06,5716.141381409302,286.73852331565485,0.03324557777297153,0.044631418,1.5,-1.7958778,2.1656888,0.36981094,213.81360891097367,1210.2667380087712,316.8868884400646,14987.57555519066,14987.57555519066,2.9905544e-07,116111.84,0.96681297,-197.70589,1.0,1.0,1.0,-3.7949530042746705e-13,1.983113e-12,2.3398968e-16,2.9956832912558284e-13,2.5248564241649126e-14,2.5248564241649126e-14,7.48e-16,2.58687891242017e-14,1.6036176274648155e-12,1260.4453078084466,4.772862517327236e-13,6.188175358879445e-14,6.610139404964199e-13
