,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,EI_nox_p3t3_xue,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,nvpm_ei_n,EI_mass_meem,EI_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_issr,cocip_waypoint,cocip_level,cocip_u_wind,cocip_v_wind,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_potential_vorticity,accf_geopotential,accf_relative_humidity,accf_olr,accf_pcfa,accf_issr,accf_sac,accf_aCCF_CH4,accf_aCCF_O3,accf_aCCF_H2O,accf_aCCF_nCont,accf_aCCF_dCont,accf_aCCF_Cont,accf_aCCF_CO2,accf_aCCF_merged,accf_aCCF_NOx,accf_Fin,accf_nox_impact,accf_co2_impact,accf_warming_contrails
30,30,30,-3.380543101917624,39.95983576370498,11506.2,253.106666448,34610D,216.7762,12.636277,19.890356,232.22055204512503,65147.29388550314,0.40233186196990284,0.477411761748698,33.609472595352976,35.5924863427562,25.01174888020984,5.735613950977853e-05,20895.39687473447,1.100673088432907,0.2800789382946081,0.651503976388102,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7867777722717615,17.796320734579133,12.138932004429828,35.49503202118877,1461828399722157.2,10.5758326606057,713.189511299283,1347.84483725598,0.00573561395098,0.01820917401193,0.238705880874349,17.7962431713781,13.1090998810796,13.108348036840855,0.0057356139509778,0.5074608855649806,12.113937368450149,7.873007235894891,7.262897888504464,8.17474833826927,332644058395809.0,2.8651098659609877,511515825846248.5,6.279352740345193,495609329174767.6,0.012113937368450149,6.244024441292475e-06,3.16,35.8,2024-06-07 09:53:00,1.0,30,208.95396874734476,12.636277,19.890356,0.11681539,4.4926455e-06,0.3358006048605639,1094.3787575160247,15180.660679583489,0.9892536284809997,0.1462096390022771,1.61867449696623,231.0623379404028,0.6322649800562526,0.0,1.0,224.55154420331525,28.117254249628648,85.12324817064385,1.1255016972247969,217.12582,6.097952900605669e-05,11463.63837591468,1.0,0.0022994782384321865,0.000806791,170.2464963412877,0.33751758245775426,6.7335557412967974e-06,763465282991.9204,835992364067.1565,0 days 06:07:00,5.1935804052011706e-11,7.842306411853768e-13,1110.1693201835033,769.7954131687338,1251.8079159789017,223.29040556426904,155.36548018487179,339.03656733841524,245.1842967007688,207.25954772419814,296.79813381297214,-3.5325508,-6.30161,-0.14501931,3.6670032,0.123857945,6.5151224,0.13445221,-2.2118576,1.1920772,1.0,11460.718809298074,1.0703694670007602,0.03169099992691459,666803227503.0085,93692961782.32117,8.85626092890612e-06,9468.860803602327,626.7463322799388,0.054051978321097774,0.19862485,6.116666666666666,-3.5325508,3.6670032,0.13445221,245.1842967007688,1110.1693201835033,223.29040556426904,15180.660679583489,15180.660679583489,2.6526024e-07,117417.04,0.99073756,-219.28845,1.0,1.0,1.0,-3.702366581531596e-13,2.0185958e-12,2.3138465e-16,3.1558792961112967e-13,1.457000652632856e-13,1.457000652632856e-13,7.48e-16,4.572006244712049e-14,1.6483590278641782e-12,1298.124694491392,5.719808642862465e-13,6.770691798060976e-14,4.173535490654727e-12
31,31,31,-3.354450572620749,40.09488380561441,11513.82,253.621110892,34610D,216.72743,12.579393,19.42844,233.0168781303936,65113.68441290779,0.40301379364749956,0.469459207186086,32.987457130588425,34.9391094332946,25.00582742768074,5.6691577632680745e-05,20870.30407451307,1.0935700623161126,0.2748954760882369,0.6402305096692925,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7895645964058936,17.469492304446195,12.041970746747472,34.474219658173055,1477164635314022.0,10.4537927027034,710.687309044595,1341.13904658606,0.00566915776327,0.0180644720404649,0.234729603593043,17.4695547166473,12.9939919122598,12.993255304118025,0.005669157763268,0.5003749670881876,12.02364966709704,7.726402103008132,7.13669726712067,8.085627674718882,312868930191332.56,2.6406542282895944,494804356599373.06,6.308225680848241,496691185512295.75,0.01202364966709704,5.956315516187703e-06,3.16,35.8,2024-06-07 09:54:00,1.0,31,208.70304074513072,12.579393,19.42844,0.12983301,4.8948014e-06,0.33547282385533356,1096.3383575099158,15339.924359453507,0.9891804124501269,0.14670416362529373,1.6185765164389836,231.0617073899695,0.6278874992278471,0.0,1.0,224.5206122108293,28.117254249628648,84.4040584699368,1.1189965164391982,217.07375,6.0292479526845665e-05,11471.617970765032,1.0,0.0023104209105349583,0.0009497124,168.8081169398736,0.3371740231276007,6.329421330724582e-06,714057616977.5491,963464609355.1146,0 days 05:36:00,5.985498350615985e-11,9.038102509430139e-13,1109.2065981974372,768.2630892929238,1250.9969369367627,221.83460859033045,159.2329007082975,323.54255084886904,242.7744752679889,206.17352750012833,291.4820001713838,-3.3142507,-5.8413925,-0.45376298,3.4909554,0.6683502,6.4835863,0.17670465,-2.283457,1.1005592,1.0,11509.832783565616,1.0690185209946745,0.030935159381032525,615298238424.3822,90037441646.80386,9.144006727534324e-06,9353.439202712292,647.2071159283186,0.05043664557773596,0.2165429,6.1,-3.3142507,3.4909554,0.17670465,242.7744752679889,1109.2065981974372,221.83460859033045,15339.924359453507,15339.924359453507,2.8755366e-07,117488.45,0.98771757,-224.87042,1.0,1.0,1.0,-3.698728418237054e-13,2.0208611e-12,2.331031e-16,3.1439403290264794e-13,1.7685278444388095e-13,1.7685278444388095e-13,7.480000000000001e-16,5.0740396183169146e-14,1.6509882753206026e-12,1297.1639623323133,5.591513968853826e-13,6.657908033049649e-14,4.9815100784205674e-12
32,32,32,-3.32794189453125,40.23133850097656,11521.44,254.135555336,34610D,216.67358,12.527433,18.991657,233.0972357089556,65080.6969557772,0.4031783658310303,0.459581551893648,32.23046364745635,34.2061442675572,0.0,5.6110847410743854e-05,20845.24140765676,1.0887160325201235,0.2685871970621362,0.6257728171052698,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7899349870917493,17.102925314248747,11.917546479940562,33.28588460374558,1495017658080058.8,10.294125001054,707.481010891813,1333.16213745283,0.00561108474107,0.0178989575734962,0.229790775946824,17.1030721337786,12.8382211647389,12.83750084168804,0.0056110847410743,0.4914265469814332,11.87470143968216,7.547000908145964,6.976703240271638,7.968931797409534,291868198834591.4,2.4001796068775976,479486539546747.8,6.303199587326492,496137079828436.4,0.01187470143968216,5.664987627285081e-06,3.16,35.8,2024-06-07 09:55:00,1.0,32,208.4524140765676,12.527433,18.991657,0.15509044,5.807139e-06,0.3351532373935882,1098.2614228499585,15207.859200021114,0.9891016989623812,0.14723392649023223,1.617077778010812,231.05205809058793,0.6247739774572145,0.0,1.0,224.49012918991366,28.117254249628648,83.39320129537057,1.1145082576197713,217.01537,5.967132715722703e-05,11479.743399352315,1.0,0.002321613269785985,0.0012167599,166.78640259074115,0.33683286604987345,6.061230662172516e-06,672250626966.2618,1089048677046.0106,0 days 05:35:00,6.76568604275201e-11,1.0216185924555537e-12,1136.672676484891,872.4044451237335,1250.179800101632,221.13474692271294,168.34974168265444,308.5720031259053,243.15436021482412,207.79762380506313,286.83479332091287,-3.2719269,-5.46603,-0.6662091,3.4934645,0.8936265,5.5442343,0.2215376,-2.4016004,1.1448545,1.0,11562.055604529958,1.0609871947385427,0.03153155390759235,576431948924.6986,69577711889.1893,9.118466658962132e-06,8510.236759258421,590.1544655619433,0.04968783246631799,0.18741693,5.583333333333333,-3.2719269,3.4934645,0.2215376,243.15436021482412,1136.672676484891,221.13474692271294,15207.859200021114,15207.859200021114,3.1288127e-07,117559.47,0.98620707,-230.6112,1.0,1.0,1.0,-3.695125452731238e-13,2.0231449e-12,2.3505543e-16,3.130776811524286e-13,2.0889187256019913e-13,2.0889187256019913e-13,7.480000000000002e-16,5.590297655680939e-14,1.6536324247662937e-12,1296.1892122102793,5.414713922019515e-13,6.51782233547987e-14,5.760171058151188e-12
33,33,33,-3.301513671875,40.366607666015625,11521.44,254.64999978,34610D,216.66005,12.628166,18.765268,232.8200235801725,65048.466492129744,0.4028199219804011,0.473771545601104,33.32984381125821,35.272888428472,0.0,5.5904224140552654e-05,20845.24140765676,1.0866295702793634,0.2777486984271517,0.6467774787529182,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7890201960298422,17.63705026113525,12.095750660328124,35.08807339018438,1467942367055770.0,10.5176866796669,712.091943227176,1344.99664900232,0.00559042241406,0.0181485916653798,0.236885772800552,17.636444214236,13.0525705337475,13.051840880709458,0.0055904224140552,0.5043410745433736,12.066494216971916,7.8079612487254915,7.206200414912755,8.13365455799467,324432407612337.1,2.769620445955867,504982750268437.94,6.290367766611629,495517651351470.1,0.012066494216971917,6.127053959145855e-06,3.16,35.8,2024-06-07 09:56:00,1.0,33,208.4524140765676,12.628166,18.765268,0.1827487,6.917708e-06,0.3351741670633724,1100.1549491832784,15277.21372247619,0.9891126705098219,0.1471602019464789,1.6161068755934949,231.0458029173591,0.6234953056780815,0.0,1.0,224.47549641301904,28.117254249628648,82.79997679318326,1.1123017487825368,216.99951,5.9432918323066986e-05,11480.040011603409,1.0,0.0023164080421474863,0.0014142757,165.59995358636652,0.3368417190885135,6.123716482868502e-06,734774189605.1663,1138738747317.2495,0 days 05:34:00,7.074384287360672e-11,1.0682320273914615e-12,1135.6850063211823,870.7615708181968,1249.3508064325235,219.81994574158435,172.89418003843195,295.97179155537833,241.26406720898106,210.61707730924638,281.0149848264215,-3.5124662,-5.927536,-1.3147492,3.6841316,1.8864915,5.939721,0.17166567,-2.8219113,1.2437961,1.0,11588.282285361585,1.0580657208498416,0.03259688899199109,622973162912.9935,77847222233.81964,8.92552034564997e-06,8082.509941352903,587.8791746595916,0.05266472780201061,0.19082302,5.566666666666666,-3.5124662,3.6841316,0.17166567,241.26406720898106,1135.6850063211823,219.81994574158435,15277.21372247619,15277.21372247619,3.3160953e-07,117551.42,0.98520213,-236.07957,1.0,1.0,1.0,-3.696086106053412e-13,2.0230007e-12,2.3649906e-16,3.1275730930545274e-13,2.3941059544212197e-13,2.3941059544212197e-13,7.480000000000001e-16,6.078429039960989e-14,1.6533920049239604e-12,1295.2114216089951,5.671228769138594e-13,6.719065961438506e-14,6.805555670153685e-12
34,34,34,-3.274924538352252,40.50249519994704,11521.44,254.135555336,34610D,216.64197,12.767213,18.597733,233.5879904702601,65015.13664831848,0.4035483071721642,0.461357195390096,32.36841863862492,34.29760200814,-25.00111562067275,5.57076360097172e-05,20845.24140765676,1.0853766510607707,0.269736821988541,0.6284448260207206,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7916558090283384,17.148450544180616,11.94319903311411,33.460808512938094,1492389678267881.2,10.3270625888894,708.004712875299,1334.24477620116,0.00557076360097,0.0179190013724577,0.230678597695048,17.14880100407,12.8734069996563,12.872689892533302,0.0055707636009717,0.4928831165632,11.90367068221127,7.5761912140454015,7.004557113015343,7.991336656208937,295039473937120.94,2.4365845951652143,481623361001873.4,6.327402348838777,497305376498325.1,0.01190367068221127,5.708074296492217e-06,3.16,35.8,2024-06-07 09:57:00,1.0,34,208.4524140765676,12.767213,18.597733,0.21164136,8.167682e-06,0.335202139246881,1102.012973017561,15252.365428193301,0.9890161484295438,0.1478075036849973,1.6180801865727599,231.05851275586946,0.6226664916131245,0.0,1.0,224.48175503481608,28.117254249628648,82.14112067274031,1.1110095701132028,216.97871,5.9205872488400165e-05,11480.369439663631,1.0,0.0023155736297476893,0.0016058893,164.28224134548063,0.3368564998454301,5.985013740640395e-06,677754763630.3857,991619069424.2167,0 days 05:03:00,6.160407187608856e-11,9.302214853289374e-13,1134.6705439727932,869.0859191001117,1248.5172347907403,221.01361363502542,175.4879253550148,281.99297707413166,238.5442984615498,212.0510907563171,272.6065060754816,-3.4584227,-5.965275,-1.552561,3.628832,1.5012581,5.777376,0.17040944,-3.1678207,1.5294373,1.0,11595.388543000108,1.0631666054369375,0.03145353791736367,552302977417.5831,75839838207.29405,9.094164822251113e-06,7788.496625857872,608.810572089924,0.052196736591003684,0.19320191,5.55,-3.4584227,3.628832,0.17040944,238.5442984615498,1134.6705439727932,221.01361363502542,15252.365428193301,15252.365428193301,3.4858837e-07,117542.02,0.9844247,-241.85527,1.0,1.0,1.0,-3.6971282870836434e-13,2.0228417e-12,2.3780786e-16,3.1232667199416656e-13,2.716446186064307e-13,2.716446186064307e-13,7.48e-16,6.593962222332168e-14,1.6531288762239252e-12,1294.2270648946285,5.447235659881409e-13,6.543004653597974e-14,7.519511962984509e-12
35,35,35,-3.248207785866498,40.63814842094809,11513.82,253.106666448,34610D,216.67737,13.109794,18.59076,233.65372934315133,64982.76822967986,0.40360986243157865,0.459222826211868,32.203546182551776,34.1345324501572,-25.00518298770879,5.588112739695296e-05,20870.30407451307,1.0850235384638154,0.2683628848545981,0.6249121080561074,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7918139900025206,17.067261987047655,11.91723758858868,33.13457066057424,1497290932155574.5,10.295716968033,707.214306547703,1332.16374179283,0.0055881127397,0.0178746447602227,0.229611413105934,17.0672662250786,12.8456490288914,12.844931239652391,0.0055881127396952,0.4906853250747279,11.866341389390444,7.533795879388123,6.967577856881633,7.9659705248582195,290391683506710.94,2.3828781897829736,478619110565630.3,6.339907161571397,498220493178231.1,0.011866341389390444,5.645662671379193e-06,3.16,35.8,2024-06-07 09:58:00,1.0,35,208.70304074513072,13.109794,18.59076,0.22655714,9.036239e-06,0.3355503297322149,1103.839082415183,15100.887581167655,0.9889955752693849,0.14794509825465146,1.6201930882688664,231.07210646267316,0.6226780495750566,0.0,1.0,224.49459010471367,28.117254249628648,81.92068165730278,1.1100982826411763,217.01384,5.935896384140683e-05,11472.859659171349,1.0,0.0022930649292777616,0.001695206,163.84136331460556,0.3372010640667806,5.9676139173469005e-06,669564774732.1921,1164940335820.4214,0 days 05:02:00,7.237160961507766e-11,1.0928113051876725e-12,1157.8211714433198,963.7734251826824,1247.670799974547,223.75410844070745,175.8890968152923,270.2464762898353,237.15389245760826,213.13303385091254,268.2704214270907,-4.1623926,-7.694002,-2.2192433,4.3880563,2.6217487,5.766656,0.22566341,-4.387678,2.1233134,1.0,11583.511610491054,1.0721559970909207,0.024601925897047093,533133157689.0422,81576033279.64566,9.4890325619792e-06,6221.197867309913,569.8992671845349,0.06329973518318731,0.185189,5.033333333333333,-4.1623926,4.3880563,0.22566341,237.15389245760826,1157.8211714433198,223.75410844070745,15100.887581167655,15100.887581167655,3.501108e-07,117453.164,0.9823204,-245.74582,1.0,1.0,1.0,-3.702749026114972e-13,2.0201575e-12,2.379252e-16,3.1320672621522345e-13,2.9335752592475714e-13,2.9335752592475714e-13,7.48e-16,6.937160230693237e-14,1.6498825349781425e-12,1293.2312807411076,5.394417820412674e-13,6.512734859162809e-14,8.082988328741297e-12
36,36,36,-3.221678300337373,40.77245162705243,11506.2,252.592222004,34610D,216.71245,13.492777,18.609238,233.57499119015668,64950.56468349731,0.40354634185375887,0.46207455804804,32.41885316565708,34.3526756772654,0.0,5.622908389648059e-05,20895.39687473447,1.0880835793091832,0.270157109713809,0.6286555184389784,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7914830673630604,17.176174413045512,11.95309874410123,33.438262359835406,1492728401747533.8,10.3447711602622,708.060246605448,1334.18904063124,0.00562290838965,0.01791575573791,0.23103727902402,17.1763378386327,12.8957595986388,12.895034522660778,0.005622908389648,0.4930375722357921,11.911531203450734,7.581915918449887,7.011301044883323,7.999050688538288,295703713630693.2,2.4431702414853347,482383712450179.4,6.345522120661376,498803541478316.0,0.011911531203450733,5.718972307704704e-06,3.16,35.8,2024-06-07 09:59:00,1.0,36,208.95396874734476,13.492777,18.609238,0.23916093,9.712658e-06,0.33589938685744436,1105.6359587354711,14916.208034008036,0.9890585683305615,0.14752338259374362,1.6219688135583987,231.0835187458957,0.6246468312403738,0.0,1.0,224.51878290720046,28.117254249628648,81.84146128549517,1.112704801861634,217.04906,5.9700969959399476e-05,11465.279269357254,1.0,0.0022766312400767674,0.0017324216,163.68292257099034,0.33754959982542637,6.161214768904124e-06,685030469606.145,869441072129.8811,0 days 05:01:00,5.401379617539318e-11,8.156083222484371e-13,1156.824356616775,962.131070299504,1246.8242600707815,225.67987266806395,188.74410783288522,271.5230655644265,233.9692432465881,213.9830536993599,261.4800466279251,-4.895969,-10.599671,-2.7676542,4.7839365,3.3670506,5.8575263,-0.1120322,-6.627174,1.2549968,1.0,11567.133963251485,1.085921915748713,0.022495963767199933,482449498223.2498,92371742625.08305,1.0191062598679849e-05,5502.8608192914335,599.064127776192,0.07374409525354797,0.19224332,5.016666666666667,-4.895969,4.7839365,-0.1120322,233.9692432465881,1156.824356616775,225.67987266806395,14916.208034008036,14916.208034008036,3.379567e-07,117364.3,0.98258585,-248.86205,1.0,1.0,1.0,-3.7083613389058014e-13,2.0174652e-12,2.3698833e-16,3.1407432701371785e-13,3.107490373799835e-13,3.107490373799835e-13,7.480000000000001e-16,7.211101063653968e-14,1.6466289487600896e-12,1292.2431968422495,5.437842770345986e-13,6.553178348201948e-14,8.615353446672583e-12
37,37,37,-3.19549560546875,40.905120849609375,11506.2,253.36388867,34610D,216.70164,13.960676,18.629236,233.4093664580924,64918.14583033165,0.4035184471245864,0.450879452840698,31.57238221947093,33.541848805199,-25.008656976956463,5.667079918326084e-05,20895.39687473447,1.0981838181330004,0.2631031851622578,0.6120202067078703,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7909415497052952,16.76996811127785,11.811749891488247,32.06998033072118,1513284868650636.2,10.1620966521833,704.348154840937,1325.05147069877,0.00566707991833,0.0177277194514897,0.225439726420349,16.7709244025995,12.7167923114558,12.716071681511137,0.005667079918326,0.4826956399010174,11.72251770288111,7.380117997158883,6.829519987729874,7.866452992033213,273837156869403.2,2.195411103181669,467809297801938.9,6.337874645951889,498434392531587.1,0.01172251770288111,5.420187098842254e-06,3.16,35.8,2024-06-07 10:00:00,1.0,37,208.95396874734476,13.960676,18.629236,0.2467083,1.0136954e-05,0.33591614294831623,1107.40400560849,15442.572689582796,0.9889366189540515,0.14833867901437248,1.6218935793679754,231.08303545324077,0.6303791937673251,0.0,1.0,224.55787521595022,28.117254249628648,81.92936793962251,1.1233040138190673,217.03804,6.018273842241625e-05,11465.23531603019,1.0,0.002297708614310352,0.0016743693,163.85873587924502,0.337569082606572,6.577343006600282e-06,660534642890.9142,841424461455.5312,0 days 05:00:00,5.22732716625788e-11,7.893264021049399e-13,1160.6601604138582,960.447512992842,1245.9828890878207,228.57849242210085,197.03584061293668,268.062316065559,231.10863256420845,214.3955212078173,254.36197617341432,-4.9858956,-6.222892,-3.4219208,5.5072374,4.010781,6.8305836,0.52134216,-1.1279693,1.4054036,1.0,11577.54439358699,1.0914526645188785,0.020529139332231272,464039652061.13983,85820614895.49744,1.1106894105197486e-05,5260.529789865401,663.7921472118691,0.07486111718357978,0.181048,5.0,-4.9858956,5.5072374,0.52134216,231.10863256420845,1160.6601604138582,228.57849242210085,15442.572689582796,15442.572689582796,3.2127815e-07,117353.086,0.9883388,-248.70992,1.0,1.0,1.0,-3.7095006781528337e-13,2.017175e-12,2.357027e-16,3.138075927856096e-13,3.099000292224065e-13,3.099000292224065e-13,7.479999999999999e-16,7.196863169625832e-14,1.6462249483689164e-12,1291.2562595684028,5.220616253413611e-13,6.394408470543007e-14,8.383653336666899e-12
38,38,38,-3.168182373046875,41.04245460639566,11498.58,254.135555336,34610D,216.7484,14.474306,18.663183,232.85720570364103,64886.573448112176,0.40303874989124366,0.459045409686056,32.18360753993322,34.1896149118064,25.006982489488376,5.779666872289654e-05,20920.51984455095,1.114507392466974,0.2681967294994435,0.623245053987609,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.788985372791115,17.095192277865298,11.91075830102006,33.06235608318828,1498375852178179.0,10.2938607165223,706.945496900799,1331.71662040692,0.00577966687229,0.0178678182980712,0.229522704843028,17.0948074559032,12.8455920590935,12.844849669572351,0.0057796668722896,0.4899389908094907,11.856141608837603,7.523975264323636,6.957191940392328,7.958263599814038,289498053972409.5,2.3703725337071195,478724711750108.06,6.320563343524301,497911235575868.6,0.011856141608837604,5.637729814388897e-06,3.16,35.8,2024-06-07 10:01:00,1.0,38,209.20519844550955,14.474306,18.663183,0.25451618,1.0482177e-05,0.3362474662418263,1109.1249037700934,15380.434963149437,0.9888931751276484,0.14862801951838692,1.6225403272421102,231.08718941185126,0.640038873456868,0.0,1.0,224.62940477441873,28.117254249628648,82.2335933666628,1.1401252992408242,217.08563,6.138910032739622e-05,11457.463203316669,1.0,0.002315415928190987,0.0015515009,164.4671867333256,0.33790894432675517,7.490136561538943e-06,711729344544.1469,665124046269.1736,0 days 04:59:00,4.132065509457455e-11,6.239418919280757e-13,1159.5289718857634,958.6194052396389,1245.0953882866045,233.83054738779282,205.09129627519212,267.24077217228023,227.12425439809007,212.11708802640922,246.80707181271723,-6.0639534,-7.885441,-3.69871,6.4373984,3.624455,8.813052,0.3734448,-1.7102942,1.7868528,1.0,11580.519456329568,1.098713728443942,0.021847478444476768,492355874861.01013,110985300875.73059,1.0845020510053547e-05,4323.088879616848,668.4085148726529,0.0917820417633386,0.17485277,4.983333333333333,-6.0639534,6.4373984,0.3734448,227.12425439809007,1159.5289718857634,233.83054738779282,15380.434963149437,15380.434963149437,3.0982306e-07,117267.68,0.996398,-246.87317,1.0000000000000002,1.0000000000000002,1.0000000000000002,-3.7149228911816796e-13,2.0144663e-12,2.348197e-16,3.149378902268583e-13,2.996492332152361e-13,2.996492332152361e-13,7.480000000000001e-16,7.028535827378578e-14,1.6429739432577171e-12,1290.2304499641207,5.365138688891245e-13,6.510218723800422e-14,8.253156301404034e-12
39,39,39,-3.140869140625,41.179229736328125,11506.2,255.164444224,34610D,216.67262,15.01082,18.648233,232.3768647327208,64854.38984057224,0.4023136570843709,0.488784530799308,34.52271313727937,36.4142005100644,24.99761698071577,5.833528006988816e-05,20895.39687473447,1.134741224673128,0.2876892761439947,0.6681435397673876,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.787495457637527,18.207054498643547,12.28579663728094,36.28235539,1450000000000000.0,10.7571369568342,716.604028036827,1356.63117403935,0.00583352800699,0.0183955884242698,0.244392265399654,18.2071002550322,13.2853736321487,13.28459867136459,0.0058335280069888,0.5172591853407551,12.29341876066206,8.078993747445594,7.442161507001136,8.305682478422195,355667182559961.8,3.1494212846223038,527500177966051.5,6.289404512264807,496094585908695.9,0.01229341876066206,6.557229257110477e-06,3.16,35.8,2024-06-07 10:02:00,1.0,39,208.95396874734476,15.01082,18.648233,0.25860807,1.056629e-05,0.3359611338034984,1110.8141905813254,15197.127768538743,0.9888307649711348,0.1490426725693024,1.618626560830016,231.06202945321388,0.6511808727546899,0.0,1.0,224.68535714781933,28.117254249628648,82.79241796185825,1.1608564649677826,217.01065,6.196848762139288e-05,11464.803791019072,1.0,0.002367888381694172,0.0013296981,165.5848359237165,0.3376346473604242,8.724625326116175e-06,867198218863.1079,199415714637.17764,0 days 06:58:00,1.2388648420066625e-11,1.8706859114300603e-13,983.2689601883563,395.39472169901563,1244.2126754576352,221.75738331568908,122.83877426731254,273.29117271896575,226.27513687764426,209.60265652404277,240.04064875791994,-6.016534,-9.354537,-1.7995656,6.0776362,1.9973857,10.459566,0.061102565,-2.269826,1.959712,1.0,11560.686773385287,1.1081373188583827,0.0295028512910322,511174369181.5189,176392167608.98834,1.1745320408663884e-05,6187.188029907138,925.4776362629178,0.08744697368619989,0.18494184,7.466666666666667,-6.016534,6.0776362,0.061102565,226.27513687764426,983.2689601883563,221.75738331568908,15197.127768538743,15197.127768538743,2.9576142e-07,117330.484,1.0051535,-243.00739,1.0,1.0,1.0,-3.711829475864596e-13,2.0166037e-12,2.3373578e-16,3.1308644887518477e-13,2.780744176937479e-13,2.780744176937479e-13,7.48e-16,6.686411103843055e-14,1.6454206488652316e-12,1289.1995261268858,5.932234658128283e-13,6.93198131855825e-14,8.15510842678376e-12
