,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,time,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
30,30,-73.1683349609375,40.06581115722656,10972.8,adbb36,NKS2975,208.34999982,0.4994652766350629,2023-02-06 15:30:00,34610D,220.51544,22.18952,31.229853,245.83171002948944,66069.53689412242,0.3496035163919366,0.6044084349586489,36.26450609751893,37072.15777935105,50.90416690370452,1.4025415544167083e-05,0.2272894085815235,0.1809940235993427,0.3022042174793244,0.69839112171426,0.0127169565785361,0.0005989951434881,0.000126098830426,3.515537523102185e-05,1466931253824538.5,114.5595747620623,44.859194042630925,0.0435174073170227,0.0008881103534086,0.0007252901219503,0.4611741493842062,0.0217222630334086,0.0045729118048765,0.0012748923194259,5.319753739896107e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.8258013936563163,18.53607888967553,12.71695657853611,35.15537523102185,1466931253824538.5,,,,,,,,,,,,,,
31,31,-73.2679443359375,39.98304748535156,10988.04,adbb36,NKS2975,210.92222204,0.5013723924109729,2023-02-06 15:31:00,34610D,220.8792,21.29207,28.885128,243.19137341322292,66033.2723880249,0.3491533189240886,0.5680733811177987,34.08440286706792,35176.44177663736,-50.99964991889004,1.1906025034987576e-05,0.2267441630463499,0.1463960227851228,0.2840366905588993,0.6600468521759401,0.0123521332268192,0.0006037391810279,0.0001260041689736,3.2270111038955626e-05,1510278192985401.5,107.67262865706756,42.162406346563024,0.0409012834404815,0.0008347200702139,0.0006816880573413,0.4210150851706025,0.0205780894727893,0.004294776858229,0.0010999074652167,5.147693037106178e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.8162589917715921,17.58822088831868,12.352133226819236,32.270111038955626,1510278192985401.5,,,,,,,,,,,,,,
32,32,-73.36860988451087,39.89927673339844,10972.8,adbb36,NKS2975,209.893333152,0.5032837730277613,2023-02-06 15:32:00,34610D,221.34338,20.42389,27.16364,241.63271663030807,65999.18798515784,0.3484301030611627,0.5583042525259665,33.49825515155799,34722.447244320705,0.0,1.056672131030992e-05,0.2272894085815235,0.1228544379778439,0.2791521262629832,0.6510337906603377,0.0122494192965478,0.0006064488274614,0.0001263037093169,3.1498525471480777e-05,1521870154907883.5,105.82098802377168,41.43734162247724,0.0401979061818695,0.000820365432283,0.0006699651030311,0.4103341730541781,0.0203149775586682,0.0042309538812871,0.0010551456431415,5.097999475664537e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.8101765779325474,17.361223622160352,12.249419296547856,31.49852547148077,1521870154907883.5,,,,,,,,,,,,,,
33,33,-73.46868100373644,39.81587219238281,10972.8,adbb36,NKS2975,208.34999982,0.5051895425522999,2023-02-06 15:33:00,34610D,221.7939,19.68801,25.075447,239.76817798251068,65965.68973000627,0.3474975624516244,0.5376930048692355,32.261580292154136,33610.42964963406,25.601843491923145,8.927635892485965e-06,0.2272894085815235,0.0981027126114931,0.2688465024346178,0.6304228867785577,0.0120347245036511,0.0006105316189491,0.000126529686954,2.983634658099635e-05,1546841998886130.0,101.91433214291492,39.90757482139467,0.0387138963505849,0.0007900795173588,0.000645231605843,0.388259230868496,0.019696714845628,0.0040820476550096,0.0009625676908473,4.990356734634108e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.8031080009349898,16.805214824817032,12.034724503651136,29.836346580996352,1546841998886130.0,,,,,,,,,,,,,,
34,34,-73.56719970703125,39.73345223119704,10980.42,adbb36,NKS2975,207.321110932,0.5070862541860388,2023-02-06 15:34:00,34610D,222.24863,19.18488,22.94021,237.2312600786863,65933.42814971412,0.3460617940821708,0.5193052324535503,31.158313947213017,32672.61505295034,0.0,7.648678847910453e-06,0.2270166532634303,0.079318341204551,0.2596526162267751,0.6125342321839546,0.0118340475990267,0.000615425320718,0.0001269833754275,2.8465047206853335e-05,1567443797052743.8,98.42911375924592,38.542834352702506,0.0373899767366556,0.0007630607497276,0.0006231662789442,0.3687289703567364,0.0191756153539958,0.0039565878776475,0.0008869228773933,4.883890592318103e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7937972674606885,16.33630752647517,11.834047599026702,28.46504720685333,1567443797052743.8,,,,,,,,,,,,,,
35,35,-73.66485595703125,39.65133408368644,10980.42,adbb36,NKS2975,206.806666488,0.5089794084890413,2023-02-06 15:35:00,34610D,222.71463,18.764872,21.05515,234.79043701517392,65902.26983576691,0.3449031351338655,0.5190208095301643,31.141248571809857,32883.72190627476,51.43075197521944,6.699362247532542e-06,0.2270166532634303,0.0655658519555089,0.2595104047650821,0.6153420548606414,0.0118175288966058,0.0006196940417351,0.0001279536632032,2.875239070146712e-05,1563126874875030.2,98.37520423834734,38.5217244833288,0.0373694982861718,0.0007626428221667,0.0006228249714361,0.36801260487375,0.0192980461921442,0.0039846368314853,0.0008953853458681,4.867772255975964e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7848076527912637,16.44186095313738,11.817528896605891,28.752390701467125,1563126874875030.2,,,,,,,,,,,,,,
36,36,-73.76153564453125,39.56977456302966,10995.66,adbb36,NKS2975,206.292222044,0.5108660386402514,2023-02-06 15:36:00,34610D,223.14421,18.5182,19.04531,232.3145892478498,65871.1285871951,0.3434214562782053,0.5015570676881415,30.093424061288488,31977.959942718106,0.0,5.791467694685272e-06,0.226471937733117,0.053617303327597,0.2507785338440707,0.5987596050065512,0.0116232065473468,0.0006251773243911,0.0001285474285089,2.7476092037754374e-05,1582301424186380.8,95.06512660961032,37.22556556381386,0.0361121088735461,0.0007369818137458,0.0006018684812257,0.3497820835812544,0.0188137263364055,0.0038684322781084,0.0008268496892391,4.761686775082147e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7757841586715514,15.988979971359052,11.62320654734688,27.476092037754373,1582301424186380.8,,,,,,,,,,,,,,
37,37,-73.8592529296875,39.4869581319518,10995.66,adbb36,NKS2975,206.292222044,0.5127602229120324,2023-02-06 15:37:00,34610D,223.56697,18.298395,17.568695,229.9932204570164,65841.03516313381,0.3425118317963425,0.5124295197310798,30.745771183864782,32913.50569683036,77.45545865547561,5.411982216182712e-06,0.226471937733117,0.0475597856037151,0.2562147598655399,0.6145448908955211,0.0117224052704711,0.0006290945149012,0.0001298689006821,2.882821090477367e-05,1561987785515750.8,97.12589116982883,38.03251895444075,0.0368949254206377,0.0007529576616456,0.0006149154236772,0.3604143901704371,0.019341996008179,0.0039929195042745,0.0008863455761183,4.8024519045458936e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7673056570113466,16.45675284841518,11.722405270471166,28.828210904773663,1561987785515750.8,,,,,,,,,,,,,,
38,38,-73.95518427309781,39.40534973144531,11018.52,adbb36,NKS2975,206.292222044,0.5146431359543255,2023-02-06 15:38:00,34610D,223.94817,18.25976,15.870608,227.7514863870111,65810.28939194995,0.3413219744451524,0.5020782750303268,30.124696501819606,32452.930311742824,25.86382881971989,4.983520833959922e-06,0.2256570324021789,0.0416409147708524,0.2510391375151634,0.6067229557882494,0.0116016059109092,0.0006349714875128,0.0001308254729887,2.8259663774874636e-05,1570529387327322.8,95.16391624924812,37.264249572750856,0.0361496358021835,0.0007377476694323,0.0006024939300363,0.3494948569998578,0.0191283233486348,0.0039410776684925,0.0008513137944615,4.731172114042429e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7591798846615844,16.226465155871413,11.601605910909257,28.25966377487463,1570529387327322.8,,,,,,,,,,,,,,
39,39,-74.05155347741169,39.32304382324219,11026.14,adbb36,NKS2975,205.263333156,0.5165290488628302,2023-02-06 15:39:00,34610D,224.32372,18.162203,14.562088,225.9528030344827,65780.16469544813,0.3400538780422928,0.4829214969288781,28.97528981573269,31346.27901838381,0.0,4.772848974504458e-06,0.2253860460760245,0.0380428592559939,0.241460748464439,0.5868302224597031,0.011391768247074,0.0006392751986316,0.000131042084885,2.664035064861961e-05,1594857234932812.5,91.53294052789956,35.84243350206134,0.0347703477788792,0.0007095989342628,0.0005795057963146,0.3300797864726308,0.018523184152362,0.003796982387601,0.0007719118808364,4.621145059689632e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7525534754406379,15.673139509191904,11.39176824707402,26.64035064861961,1594857234932812.5,,,,,,,,,,,,,,
40,40,-74.14708676545519,39.241241455078125,11026.14,adbb36,NKS2975,202.691110936,0.5184081888951325,2023-02-06 15:40:00,34610D,224.6918,18.035488,13.458492,223.6209150697549,65751.1894056324,0.3387640759115602,0.4753844745789854,28.523068474739127,31060.56715474125,-25.949259374361397,4.680286799742981e-06,0.2253860460760245,0.0356667514547611,0.2376922372894927,0.579826052101309,0.0113002885098403,0.000642743428729,0.0001315111933031,2.6196513664565457e-05,1595208058522351.2,90.1043733117009,35.2830357032523,0.0342276821696869,0.0006985241259119,0.0005704613694947,0.3223189029504831,0.0183330148293261,0.0037511027717798,0.0007472049530538,4.550022868468869e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7441766092691,15.530283577370623,11.300288509840316,26.196513664565455,1595208058522351.2,,,,,,,,,,,,,,
41,41,-74.24035113790762,39.161224365234375,11018.52,adbb36,NKS2975,200.118888716,0.5202703645959926,2023-02-06 15:41:00,34610D,225.06078,17.852282,12.464841,221.5207864894865,65722.66633715766,0.3374827170906048,0.4667866944759916,28.0072016685595,30671.4973756059,-25.990982460640005,4.598938223119633e-06,0.2256570324021789,0.033549228079005,0.2333933472379958,0.5709269110745167,0.0111990845691575,0.0006454414744225,0.0001317510841533,2.5745317603989564e-05,1573911489423232.5,88.47475007097945,34.644908464008104,0.0336086420022714,0.0006858906531075,0.0005601440333711,0.3136550200316487,0.0180770095394048,0.0036899791839332,0.000721054302156,4.408085649273933e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7365831928100262,15.335748687802951,11.199084569157565,25.74531760398956,1573911489423232.8,,,,,,,,,,,,,,
42,42,-74.33325726052988,39.08125305175781,11010.9,adbb36,NKS2975,199.089999828,0.5221292938516171,2023-02-06 15:42:00,34610D,225.41492,17.74553,11.549891,219.18056240166248,65694.6591354891,0.3365675513724804,0.4708217248660754,28.24930349196452,31182.1573233017,26.02956786376897,4.608467967941921e-06,0.2259283445408237,0.0322447045512352,0.2354108624330377,0.5772028769462345,0.011231585632473,0.0006480043240044,0.0001324956684392,2.6143457225006456e-05,1592703781047545.0,89.23954973111591,34.94438841956011,0.0338991641903574,0.0006918196773542,0.0005649860698392,0.3172844712277191,0.0183056708129067,0.0037429103491118,0.0007385344574784,4.499277248361151e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7282288932941471,15.591078661650853,11.231585632473037,26.143457225006458,1592703781047545.0,,,,,,,,,,,,,,
43,43,-74.425745425017,39.00123596191406,11018.52,adbb36,NKS2975,198.06111094,0.5239864423660362,2023-02-06 15:43:00,34610D,225.72955,17.731468,10.5564785,216.70064737782275,65666.40983199714,0.3356452324986156,0.492170334659721,29.53022007958326,32878.739971916686,78.19182455140022,4.610896325305996e-06,0.2256570324021789,0.0310204676158699,0.2460851673298605,0.6057760245403367,0.0114430259295564,0.000651792412304,0.0001342590597936,2.854490462266371e-05,1566244054389942.2,93.28596523140352,36.528882238444496,0.0354362640954999,0.0007231890631734,0.0005906044015916,0.3379150740761784,0.019247573381542,0.0039646995833846,0.0008429373156579,4.625153162447377e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.719487446925282,16.439369985958344,11.443025929556402,28.54490462266371,1566244054389942.2,,,,,,,,,,,,,,
44,44,-74.51727825662363,38.92195129394531,11041.38,adbb36,NKS2975,196.517777608,0.5258339159616153,2023-02-06 15:44:00,34610D,226.0107,17.804932,9.498465,215.12455190144664,65636.87961191755,0.3347465164991402,0.4738490157823189,28.43094094693914,31801.34794851132,0.0,4.621795566956551e-06,0.2248450492966137,0.0299494549011524,0.2369245078911594,0.5871505968302528,0.011240796879632,0.0006568860208,0.0001346632912406,2.7039188651811827e-05,1588865268336841.0,89.81334245138073,35.169073951363714,0.0341171291363269,0.0006962679415576,0.0005686188189387,0.3195864322813563,0.0186758876662363,0.0038286040809839,0.0007687495758128,4.5172934616727336e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7138101372631771,15.90067397425566,11.24079687963204,27.039188651811823,1588865268336841.0,,,,,,,,,,,,,,
45,45,-74.60772705078125,38.84337344412076,11041.38,adbb36,NKS2975,195.48888872,0.5276725789746803,2023-02-06 15:45:00,34610D,226.31117,17.801361,8.636611,213.6781953198529,65608.44867097061,0.333949299584121,0.4697351062280411,28.184106373682468,31663.05438829304,0.0,4.66032981302589e-06,0.2248450492966137,0.029127539604788,0.2348675531140205,0.5841227157321036,0.0111903207644146,0.0006597723965783,0.0001351480534782,2.6792559502204316e-05,1592570516117175.8,89.03359203446291,34.86373958424522,0.0338209276484189,0.000690223013233,0.0005636821274736,0.3153891907798906,0.0185950954075846,0.0038090271154282,0.0007551243470333,4.488517683383687e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7085400661242276,15.83152719414652,11.190320764414665,26.792559502204316,1592570516117175.8,,,,,,,,,,,,,,
46,46,-74.69757080078125,38.76511913234904,11041.38,adbb36,NKS2975,193.945555388,0.5295051442926015,2023-02-06 15:46:00,34610D,226.60121,17.792717,7.8031845,212.1322932166372,65580.26456459693,0.3331799510040293,0.472643771017068,28.358626261024085,32017.356371891303,26.16358320570193,4.687382606908516e-06,0.2248450492966137,0.0282950611149427,0.236321885508534,0.5896780721114292,0.0112139685318239,0.0006625668289934,0.0001359171672622,2.7273352788514525e-05,1585347289423430.2,89.58490035857508,35.0796206848868,0.0340303515132289,0.0006944969696577,0.0005671725252204,0.3180127424968815,0.0187894850763763,0.0038544241488462,0.0007734348186145,4.495827127468664e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7029636879886703,16.00867818594565,11.21396853182399,27.27335278851453,1585347289423430.2,,,,,,,,,,,,,,
47,47,-74.78607177734375,38.68779586533368,11049.0,adbb36,NKS2975,192.9166665,0.5313269180383781,2023-02-06 15:47:00,34610D,226.86603,17.853477,6.9399133,210.559477890265,65551.9059383359,0.3323291578009573,0.4677298259406346,28.06378955643808,31839.64190826185,0.0,4.711103036013095e-06,0.2245750380622449,0.0275182660333603,0.2338649129703173,0.5859250117906346,0.0111536858345052,0.0006659411880573,0.0001364759849141,2.699817459228468e-05,1589481445513250.5,88.65351120878789,34.71490768131391,0.0336765474677256,0.0006872764789331,0.0005612757911287,0.3130146920381809,0.0186888333586053,0.0038300333201377,0.0007576710901658,4.460687279074686e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6973443608367433,15.919820954130929,11.15368583450529,26.998174592284684,1589481445513250.5,,,,,,,,,,,,,,
48,48,-74.8751698369565,38.609710693359375,11049.0,adbb36,NKS2975,193.945555388,0.5331512251382244,2023-02-06 15:48:00,34610D,227.12898,17.913261,6.122055,209.1971903739822,65523.84214877946,0.3314073646271586,0.488676012614997,29.320560756899823,33389.25950070915,52.44402485963464,4.728889288878117e-06,0.2245750380622449,0.0267686205506077,0.2443380063074985,0.6140258490003087,0.011367592738699,0.0006684917586458,0.0001379841422018,2.9327637784166028e-05,1554484615921836.8,92.62365143104654,36.26953365628509,0.0351846729082797,0.0007180545491485,0.0005864112151379,0.3333041935547185,0.0196005532248632,0.0040457724249181,0.0008599027855069,4.55783606268023e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6924314310107497,16.694629750354576,11.367592738699042,29.327637784166026,1554484615921836.8,,,,,,,,,,,,,,
49,49,-74.96405029296875,38.53156655521716,11064.24,adbb36,NKS2975,194.459999832,0.5349725129541967,2023-02-06 15:49:00,34610D,227.35092,18.018723,5.2577276,208.5024534617372,65494.521588022566,0.3307881423764074,0.4941421571212008,29.64852942727205,33811.94301646216,0.0,4.724478067515494e-06,0.2240359879549159,0.0259834480680635,0.2470710785606004,0.6242470565392448,0.0114192212686578,0.0006722957232641,0.0001391202879208,3.012090989979641e-05,1542566844846039.8,93.6597044607524,36.67523090153553,0.0355782353127264,0.0007260864349536,0.0005929705885454,0.3385631178203328,0.0199325795350264,0.0041247119503517,0.0008930406835403,4.573483849295201e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6897949300845917,16.90597150823108,11.41922126865784,30.120909899796413,1542566844846039.8,,,,,,,,,,,,,,
50,50,-75.0521240234375,38.45368466134799,11064.24,adbb36,NKS2975,191.887777612,0.5367892007247045,2023-02-06 15:50:00,34610D,227.58054,18.102285,4.482302,208.93786947024512,65464.873058595294,0.3311398024391662,0.4884113454522988,29.304680727137928,33385.61842060943,0.0,4.724472022198426e-06,0.2240359879549159,0.0252837822955453,0.2442056727261494,0.6195653862553027,0.0113619779843538,0.0006745389610933,0.0001394238084903,2.9560708858179452e-05,1550983058701115.8,92.5734864170287,36.24989005946962,0.0351656168725655,0.0007176656504605,0.0005860936145427,0.3329591372602586,0.0197671488928562,0.0040857701935705,0.0008662671351568,4.545106334843602e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6908866626874987,16.692809210304716,11.361977984353814,29.560708858179456,1550983058701116.0,,,,,,,,,,,,,,
51,51,-75.13908054517663,38.37668725999735,11064.24,adbb36,NKS2975,190.34444428,0.5385942887312227,2023-02-06 15:51:00,34610D,227.7919,18.200663,3.7270951,208.9981755579185,65435.56837786816,0.3313571620109711,0.4688098561125208,28.12859136675125,32057.53009883256,-26.298235944531797,4.718495063714999e-06,0.2240359879549159,0.0246264188411473,0.2344049280562604,0.5967819774317642,0.0111564589869107,0.0006766086280779,0.0001390522035843,2.756993008397111e-05,1580891642686469.5,88.8582201275672,34.7950675206713,0.0337543096401014,0.0006888634620428,0.000562571827335,0.3138154759427332,0.0190320476144241,0.0039113426132692,0.0007755032973419,4.446825501223983e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6907654267582186,16.02876504941628,11.156458986910788,27.569930083971112,1580891642686469.5,,,,,,,,,,,,,,
52,52,-75.22560931266622,38.29994201660156,11056.62,adbb36,NKS2975,190.34444428,0.540392926385275,2023-02-06 15:52:00,34610D,228.00911,18.258532,3.0398834,208.22826840020937,65407.4397865014,0.3308479045997026,0.4787639847604066,28.7258390856244,32808.74604651957,52.6391317022884,4.711409487086041e-06,0.2243053510781405,0.0239937796167471,0.2393819923802033,0.6104461877119627,0.0112589472185385,0.0006779085438353,0.0001398027504605,2.866023239037741e-05,1564511420773793.5,90.74492567148748,35.53386294891739,0.0344710069027492,0.0007034899367908,0.0005745167817124,0.3234227060732782,0.0194734917449849,0.004015951313457,0.0008232892238025,4.49419033207696e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6878928082766689,16.404373023259783,11.2589472185386,28.660232390377413,1564511420773793.5,,,,,,,,,,,,,,
53,53,-75.3079953400985,38.21785102456303,11071.86,adbb36,NKS2975,199.604444272,0.5422774203977824,2023-02-06 15:53:00,34610D,228.16159,18.417883,2.269253,207.01796924084977,65378.71394741578,0.3274567030908007,0.5343200723360613,32.059204340163674,36452.45548694641,26.33766299330718,4.679457661255783e-06,0.2237669483036539,0.0233490912689077,0.2671600361680306,0.6838657308774468,0.0118168316730951,0.0006810732201385,0.0001429173590851,3.464177816261515e-05,1474647310100646.8,101.27502651057704,39.65723576878247,0.0384710452081964,0.0007851233715958,0.0006411840868032,0.3788382212610741,0.0218346655350364,0.0045818168186688,0.0011105878448218,4.727601944418934e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.683666037152756,18.226227743473206,11.816831673095102,34.64177816261515,1474647310100646.8,,,,,,,,,,,,,,
54,54,-75.38143655528194,38.1275396831965,11079.48,adbb36,NKS2975,199.604444272,0.5443079899075624,2023-02-06 15:54:00,34610D,228.32277,18.577143,1.5964856,209.50556027426924,65346.65474307562,0.3259572309815183,0.5710567995959427,34.263407975756564,38319.85273404538,26.355932690435324,4.661267302195935e-06,0.2234982317359047,0.0227925148865081,0.2855283997979713,0.735339921989599,0.0121841712249965,0.0006834995174805,0.0001450279105429,3.628235539e-05,1450000000000000.0,108.23810579541498,42.38383566601088,0.0411160895709078,0.000839103868794,0.0006852681595151,0.417471229528529,0.0234190228186676,0.0049691504668039,0.0012431571450489,4.9681941564847016e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6916368605370965,19.15992636702269,12.184171224996511,36.28235539,1450000000000000.0,,,,,,,,,,,,,,
55,55,-75.45451062790892,38.03778076171875,11087.1,adbb36,NKS2975,197.546666496,0.5463267332657291,2023-02-06 15:55:00,34610D,228.47826,18.718523,0.95280844,213.75911602670848,65312.391335099855,0.3316153125167773,0.5365353958249902,32.192123749499416,35899.447733155255,0.0,4.643796335867267e-06,0.2232298378636845,0.0222677860089695,0.2682676979124951,0.6961894083391773,0.0118696287210421,0.0006858768476625,0.0001443191922653,3.462138352403753e-05,1474953710173147.2,101.69491892466864,39.821657078130784,0.0386305484993992,0.000788378540804,0.0006438424749899,0.3821085566484001,0.0220798323568682,0.004645941296834,0.0011145358627846,4.748189236267725e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7054388973679994,17.949723866577628,11.86962872104211,34.621383524037526,1474953710173147.2,,,,,,,,,,,,,,
56,56,-75.53082673445994,37.95078083620233,11087.1,adbb36,NKS2975,194.974444276,0.5482876068353806,2023-02-06 15:56:00,34610D,228.64458,18.857216,0.3302495,216.1921503990558,65280.19921135036,0.3347206382312327,0.4845130471700204,29.070782830201225,32353.96446431125,0.0,4.639949654113987e-06,0.2232298378636845,0.0218178759693252,0.2422565235850102,0.6318192201194437,0.0113529818458049,0.0006875258882886,0.0001425346134324,2.912857250609517e-05,1557475285033284.0,91.83460296060566,35.96055836095892,0.0348849393962414,0.0007119375386988,0.000581415656604,0.3300400697146141,0.0199869157885797,0.0041435927928817,0.0008467904054784,4.527702577460835e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.713208776495838,16.176982232155627,11.352981845804996,29.12857250609517,1557475285033284.0,,,,,,,,,,,,,,
57,57,-75.6041116917387,37.86195373535156,11087.1,adbb36,NKS2975,202.176666492,0.5502806761369574,2023-02-06 15:57:00,34610D,228.80376,19.028664,-0.26772976,215.35952792542443,65251.12842852016,0.3337430194123078,0.5113147877345703,30.678887264074216,34175.58139071255,26.410711848807917,4.648511218156496e-06,0.2232298378636845,0.0214528356622381,0.2556573938672851,0.6679655693077582,0.0116250538479404,0.000689106660312,0.0001440835644938,3.201866338663582e-05,1514055831829435.0,96.91460486721044,37.949783545659805,0.036814664716889,0.0007513196880997,0.0006135777452814,0.3566437164397585,0.0211410255446361,0.0044203234317132,0.0009822969643849,4.644954817620934e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7102148086303338,17.087790695356276,11.625053847940492,32.01866338663582,1514055831829435.0,,,,,,,,,,,,,,
58,58,-75.65675154976225,37.75595972093485,11094.72,adbb36,NKS2975,219.153333144,0.552589919385811,2023-02-06 15:58:00,34610D,228.9467,19.230629,-0.7514164,215.8563780042344,65220.44954125609,0.3323882403703208,0.5432612523592796,32.595675141556775,36080.20143419095,0.0,4.660577206001319e-06,0.2229617662994759,0.0211251255654828,0.2716306261796398,0.7125278525519637,0.0119453720800907,0.0006913751075306,0.0001459933554684,3.5373911986550224e-05,1463648053806894.2,102.96973777217784,40.32085015010573,0.0391148101698681,0.0007982614320381,0.0006519135028311,0.3893674677676595,0.0225358384060285,0.0047587519876763,0.0011530365435996,4.7708596483461336e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7116310908333802,18.04010071709548,11.945372080090724,35.373911986550226,1463648053806894.2,,,,,,,,,,,,,,
59,59,-75.69626828457444,37.64186096191406,11094.72,adbb36,NKS2975,219.153333144,0.5550579945915866,2023-02-06 15:59:00,34610D,229.11098,19.465288,-1.130607,218.47625181831236,65187.85386611453,0.3338920128226829,0.5452386239938594,32.714317439631564,35939.15527076711,26.446263453942255,4.689617514126392e-06,0.2229617662994759,0.0208511846072662,0.2726193119969297,0.7187955657502287,0.0119779655512688,0.0006930135827671,0.0001465355661235,3.54423369432155e-05,1462620067377848.8,103.34452879179612,40.46761067282425,0.0392571809275578,0.0008011669577052,0.0006542863487926,0.3918509673251816,0.0226714663366214,0.0047938110263612,0.0011594718615627,4.784861717777425e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7200099185335613,17.969577635383555,11.97796555126888,35.442336943215494,1462620067377848.8,,,,,,,,,,,,,,
60,60,-75.73574563731319,37.52934342723782,11102.34,adbb36,NKS2975,218.124444256,0.5574960179171541,2023-02-06 16:00:00,34610D,229.25568,19.720592,-1.5247381,220.57467690999468,65155.139548674895,0.3365228051284373,0.4738752229657547,28.43251337794528,31181.880909154148,0.0,4.714472137717944e-06,0.2226940166562265,0.0205847537324807,0.2369376114828773,0.6281838550214928,0.0112601942373659,0.0006953106885891,0.0001440213111024,2.7999414050852304e-05,1574439264622042.2,89.81830976092914,35.17101904851832,0.0341190160535343,0.0006963064500721,0.0005686502675589,0.3201556232921693,0.0197694304551387,0.0040948878546293,0.0007960937145754,4.476526545412854e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7266960657627383,15.590940454577074,11.260194237365935,27.999414050852305,1574439264622042.2,,,,,,,,,,,,,,
61,61,-75.77562697390289,37.41567993164063,11102.34,adbb36,NKS2975,216.581110924,0.5599385159497388,2023-02-06 16:01:00,34610D,229.4204,20.02872,-1.880922,218.61630101264495,65126.70703529695,0.3352143886665573,0.4587980944999587,27.52788566999752,30341.78829442037,26.48198937477593,4.756665195687043e-06,0.2226940166562265,0.0203727169319265,0.2293990472499793,0.6086764685097384,0.0110896045615421,0.0006969606917081,0.0001436679772745,2.6576744912467672e-05,1595812819514231.8,86.96059083152215,34.051994573786935,0.033033462803997,0.0006741523021223,0.0005505577133999,0.3052733664956146,0.0191858542378234,0.0039548756528539,0.000731601595431,4.392935284630416e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7199855102326852,15.170894147210186,11.089604561542124,26.57674491246767,1595812819514231.8,,,,,,,,,,,,,,
62,62,-75.8149556910738,37.30288696289063,11109.96,adbb36,NKS2975,216.06666648,0.5623625871681768,2023-02-06 16:02:00,34610D,229.56546,20.393053,-2.247932,215.58443108309424,65099.17914962695,0.3339015404747246,0.4580478200769105,27.48286920461463,30597.877907556885,-26.500530229706477,4.792981275416543e-06,0.2224265885473489,0.0201591516360745,0.2290239100384552,0.6080969750855338,0.0110665445615705,0.0006992725313049,0.0001441235228567,2.6798330957758547e-05,1592483808309458.5,86.81838381737761,33.9963092061083,0.0329794430455375,0.0006730498580721,0.0005496573840922,0.3041403967326818,0.019218015516234,0.0039609279279796,0.000736495024614,4.376602421423545e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7097760711873736,15.298938953778444,11.066544561570511,26.798330957758548,1592483808309458.5,,,,,,,,,,,,,,
