Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,fuel_flow_corrected
0,1,461f63,FIN43D,60.33805847167969,24.99399119410021,82.825555484,518.1600000000001,-0.2100595489953229,34610D,270.08453,-0.6988307,-9.352591,101.04026371280816,69696.73355775926,0.2549760436784047,0.9207030183309564,55.24218109985739,100208.35482173032,1018.1482363703084,2023-05-04 21:01:00,0.0021542532091211,0.9525308221487128,0.6968372381968352,0.4603515091654782,0.4877027569841,0.0154594490939166,0.0002711925310143,5.403882148222992e-05,1.3863660702408271e-05,1013094254242638.4,174.5100500944495,68.3345780205236,0.0662906173198288,0.0013528697412209,0.0011048436219971,0.8540136865501716,0.0149812669112236,0.0029852223627442,0.0007658588552294,5.59655362640968e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,30.497107287957288,4.508867601949598,0.3066915747116087,50.10417741086517,15.459449093916684,13.863660702408271,1013094254242638.4,28.0102930179376,750.958417792126,1066.43170434609,0.215425320912,0.0161188391684762,0.382779528001982,50.1045298762641,23.7473383784725,23.696290568471102,19.2431612820369,0.5240858973243293,0.8470446319582209,767626941122240.5,9.237265264937124,0.9207030183309564
1,2,461f63,FIN43D,60.37413024902344,25.075630977235992,118.32222212,845.82,-0.2103553570766212,34610D,267.34067,-0.49952975,-8.746495,126.49559489660588,69641.4913766594,0.2742441978329068,1.3702508098813793,82.21504859288275,128127.2697020128,2502.2892407036084,2023-05-04 21:02:00,0.0018950551319709,0.9156803740577508,0.744310552471869,0.6851254049406896,0.7343204030302902,0.0185881784858617,0.0002729739062216,5.790850074082201e-05,2.559477445914603e-05,1566805814603140.0,259.7173385049166,101.70001510939598,0.0986580583114593,0.0020134297614583,0.0016443009718576,1.528227997468303,0.0224425629646013,0.0047609502023476,0.0021042756258825,1.288150161832084e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,26.03316964144556,3.855641154486342,0.3859225089117658,64.0636348510064,18.588178485861768,25.59477445914603,1566805814603140.0,36.1364789823733,796.802962942313,1223.88967406294,0.189505513197,0.0183015919315783,0.555887893516331,64.0641051542917,30.3737453875353,30.31629433836704,12.907554465528325,0.6680576541582963,2.0886309987914835,1231136596206568.5,17.50023631557692,1.0426948111871217
2,3,461f63,FIN43D,60.429134045617054,25.12445722307477,130.668888776,1653.5400000000002,-0.210241646385678,34610D,261.49612,2.0787206,-6.4071717,148.60255904568504,69559.27632806652,0.2885879300625939,1.1052191689632924,66.31315013779755,92572.02024721607,1436.098199407674,2023-05-04 21:03:00,0.0011555097466908,0.8297478838491327,0.6875920416609302,0.5526095844816462,0.6083708406562408,0.0170954090455107,0.0002806051304799,5.7838087870844814e-05,2.051766695262228e-05,1327165045802254.2,209.48324128530248,82.02936672045557,0.079575780165357,0.0016239955135787,0.0013262630027559,1.1336504267020189,0.0186078101469562,0.0038354258046624,0.0013605911291065,8.800849493992184e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,26.13877514664864,3.8906126625487816,0.458406612439052,46.28601012360804,17.09540904551078,20.51766695262228,1327165045802254.2,30.1463427357451,767.134699034762,1130.92241764512,0.115550974669,0.0166135714391817,0.428434247680425,46.2867781204605,25.7882087092965,25.75844457552988,15.219773013933064,0.5718080505857116,1.3636287523425088,862325325064646.8,11.13444025679901,0.8968084285970083
3,4,461f63,FIN43D,60.486236572265625,25.02050991716056,151.76111098,2118.36,-0.2096878757302901,34610D,258.11966,4.025046,-6.3265367,168.86012279050243,69492.96317792872,0.2994981108363226,1.1232249788438609,67.39349873063165,85923.74501964415,1434.4225814738652,2023-05-04 21:04:00,0.0008776803371523,0.7833368200305779,0.6706536831924057,0.5616124894219304,0.631480981698423,0.017336563336928,0.0002850804112617,5.909667973091402e-05,2.1675682892356573e-05,1381823693413128.5,212.89606249006536,83.36575792979136,0.0808721984767579,0.0016504530301379,0.0013478699746126,1.1683716592407738,0.019212566334494,0.0039827320104298,0.0014608001074916,9.312593332799442e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,27.1256674842468,4.045042457653964,0.5242926535844976,42.96187250982207,17.336563336928023,21.675682892356573,1381823693413128.5,30.261796578277,770.615891936296,1120.96947687238,0.0877680337152,0.0163723347720902,0.423257534884145,42.9620132245931,25.8519961127151,25.829326220969055,15.748426089789769,0.5825124321036683,1.3071189175555125,821715179854754.6,10.75134645871378,0.8908528067250611
4,5,,,60.54089218520622,24.86228326150616,156.5968887536,2583.378890701468,-0.2090311261432897,34610D,254.98534,5.587601,-6.8151526,184.3142828815975,69425.56967919809,0.3101250211419544,1.1940129884614488,71.64077930768693,86649.55271628837,1567.6695215798177,2023-05-04 21:05:00,0.0006722167583041,0.7390320336720873,0.6495231604531612,0.5970064942307244,0.6869820737666257,0.0178997327486681,0.0002905687548912,6.101578487387917e-05,2.441965796568195e-05,1511340016496149.2,226.31322183298292,88.61964400360874,0.0859689351692243,0.001754468064678,0.0014328155861537,1.2823508035139095,0.0208165720428717,0.0043712183784348,0.0017494433270886,1.0827357658067654e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,26.58211905991852,3.969448913084464,0.5757826975542707,43.32477635814418,17.899732748668125,24.41965796568195,1511340016496149.2,31.5489239829653,780.278614421862,1144.81684977021,0.0672216758304,0.0166508271311866,0.447817767338389,43.3246192539113,26.8946259432144,26.876559069802127,14.83640735460446,0.6131479961911026,1.520927007254712,867590612132643.4,11.742344796556171,0.9204896496868736
5,6,,,60.58972609021037,24.6648793684984,161.4326665272,3092.041859706362,-0.2083675180257466,34610D,251.72313,6.433885,-7.552772,198.1226571470029,69353.92889989041,0.3169156817781831,1.1672386859768975,70.03432115861385,80528.33447685762,1567.1882446753068,2023-05-04 21:06:00,0.0005595831189813,0.6929154882889377,0.6930190033706422,0.5836193429884488,0.6898212937074606,0.0177636002230593,0.000297397799392,6.248921883032537e-05,2.4740402514368845e-05,1526479240973325.8,221.2384205400612,86.63245527320534,0.0840411853903366,0.0017151262324558,0.0014006864231722,1.2440616829549658,0.0208280529944873,0.0043763900205139,0.0017326772952846,1.06905937404283e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,25.455130647372737,3.804025335704175,0.6229164521997862,40.26416723842881,17.763600223059388,24.74040251436885,1526479240973325.8,30.7896671768798,779.324497231211,1143.0009280865,0.0559583118981,0.0164595692183933,0.433944529743913,40.2641380943577,26.3642701692939,26.34952541967588,14.49274711593332,0.6100598192258926,1.5728318056688262,819147617327699.1,11.05161523256999,0.89950939220547
6,7,,,60.63855999521452,24.467475475490644,166.2684443008,3600.7048287112566,-0.2077029740402565,34610D,248.61993,6.1255445,-8.267253,206.45383906274483,69283.8945787318,0.3203584785518051,1.104700312138322,66.2820187282993,73932.80680856896,1566.5480419506714,2023-05-04 21:07:00,0.0004623382602194,0.649157329138443,0.7277619237150814,0.5523501560691609,0.6699329300352233,0.0173421562633061,0.0003051103932569,6.382347100243427e-05,2.422578668848629e-05,1502189242781809.0,209.38489716269748,81.99085716690625,0.0795384224739591,0.0016232331117134,0.0013256403745659,1.149473126233553,0.0202233328000584,0.0042303485002884,0.001605734046994,9.956813552351362e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,24.39755660009038,3.648353566141466,0.6531489178861958,36.96640340428448,17.34215626330617,24.225786688486288,1502189242781809.0,29.3134073910376,774.318354228215,1131.19953001519,0.0462338260219,0.0161524224668,0.40762630611394,36.9668842934549,25.2362335712666,25.22457128686305,14.509724700261406,0.5940835522442774,1.5254846787395122,748130446170425.0,9.920997989005684,0.8608001686030043
7,8,,,60.68739390021867,24.270071582482885,171.1042220744,4109.367797716151,-0.2070374960883641,34610D,245.31146,5.0336337,-9.267928,209.3262932329279,69217.61256000349,0.3225745154824436,1.0501638572007963,63.009831432047775,69797.97069829107,1565.681974332865,2023-05-04 21:08:00,0.0003788285701686,0.6076641582646767,0.7793422819598272,0.5250819286003982,0.6488936034776918,0.0169268795546618,0.0003122607027298,6.500106602401529e-05,2.402931352674191e-05,1492915659453375.2,199.0480574938389,77.9431614814431,0.0756117977184573,0.0015430979126215,0.0012601966286409,1.0665598274098207,0.0196754942418622,0.0040957062130766,0.0015140829947478,9.406836404442162e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,23.778436977499663,3.5577575953439187,0.6666871403535972,34.89898534914553,16.926879554661873,24.02931352674191,1492915659453375.2,27.9920106031951,768.761097492882,1118.64525675362,0.0378828570169,0.0159300916059771,0.385170885096057,34.8984523291265,24.17882424176,24.16966808095944,14.757810261177925,0.5767866983158024,1.4367916795783815,696889597274395.2,9.05474495764398,0.8272367114355773
8,9,,,60.736227805222825,24.07266768947513,175.939999848,4618.030766721044,-0.2063710860749995,34610D,242.14302,4.5554647,-10.968544,209.4880763362564,69154.60272857144,0.3253674249146178,1.0283926349734935,61.703558098409616,68889.52292974327,1565.4258225198882,2023-05-04 21:09:00,0.0002605431508975,0.5683451722472721,0.696046268520874,0.5141963174867468,0.6474975525853361,0.0167353557529615,0.0003202715611153,6.66466633164838e-05,2.492487277549941e-05,1535186284332448.8,194.92154003287595,76.3273013677327,0.0740442697180915,0.0015111075452671,0.0012340711619681,1.032630996000418,0.0197618948785494,0.0041123362620138,0.0015379533353984,9.472645608718883e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,23.10560237632988,3.4598203500029663,0.6715533924779669,34.44476146487163,16.73535575296157,24.924872775499416,1535186284332448.8,27.2751927487339,766.756257880891,1118.86533406357,0.0260543150898,0.0159770489212959,0.376505125044463,34.4443298106652,23.5653734866278,23.55923528923281,14.711676779177946,0.5706531999911106,1.4277617051579472,684362678484686.9,8.823536000905184,0.8137758426329245
9,10,,,60.78506171022698,23.87526379646737,180.7757776216,5126.693735725938,-0.2057037459084431,34610D,239.02884,4.4992013,-12.598233,209.99825954015697,69092.89917047303,0.3277441619202776,1.0044428399233645,60.26657039540187,67612.02672857138,1565.5904508380574,2023-05-04 21:10:00,0.0001773260913948,0.5311121215722205,0.6164109851798929,0.5022214199616822,0.6453152309343559,0.016517172761209,0.0003288375302921,6.839385431089542e-05,2.577265328777041e-05,1575201740667375.2,190.3820958790745,74.54974757911212,0.0723198844744822,0.0014759160096833,0.001205331407908,0.9954333549464202,0.0198179101680046,0.0041218630354404,0.0015532294236437,9.493200659088994e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,22.4761723080287,3.367440234419406,0.6775600170238073,33.80601336428569,16.51717276120906,25.772653287770414,1575201740667375.2,26.4975381867494,764.69521690404,1117.91869952851,0.0177326091395,0.0160055834137664,0.36648574379296,33.8052028943328,22.8973686443536,22.893309063338304,14.727009564702346,0.5643966660402757,1.406270925485407,667015562873411.8,8.529912289785795,0.7978437308057236
