engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-22.4,-22.4,0.0,0.0,0.3,-86.5,-85.4
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.1,-69.7,-86.3
GTF2035,0,0,-27.8,-27.8,0.0,0.0,20.4,-87.2,-85.5
GTF2035,20,0,-28.1,-27.8,-2.0,-18.8,20.4,-89.7,-88.3
GTF2035,100,0,-29.5,-27.8,-10.0,-94.0,20.4,-95.0,-93.9
GTF2035_wi,0,15,-35.8,-35.8,-0.3,-0.3,-90.6,-89.9,-89.4
GTF2035_wi,20,15,-36.0,-35.7,-2.3,-19.1,-90.6,-91.8,-91.3
GTF2035_wi,100,15,-37.4,-35.8,-10.3,-94.0,-90.6,-95.9,-95.2
