Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.991632525057998,34610D,276.68442,1.2870411,1.6305294,156.08431131753758,75428.20154739513,0.2462786289009189,1.714327344053994,65.86806246967207,116.3972355007704,2745.643374527332,0.0030455741029823,62250.43576468452,0.3742216237865331,0.5489005205806006,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4680843304567515,58.19880829747234,16.37616519429549,101.63246623938244,1040409906730406.0,20.396300195703,800.538135663775,1577.82499357422,0.304557410298,0.023310367359984,0.857163672026997,58.1986177503852,36.771778787942,36.66012765255137,0.3045574102982299,1.0,1084742170691206.4,0.0297789711003833,6.829858111759448e-05,3.16,35.8,2023-05-05 03:01:00,0.0030455741029823,0.3742221514134993,0.0,0,622.5043576468452,0.0030455741029823,1.2870411,1.6305294,0.3742221514134993,0.0007176601,0.0,0.7837907609357656,0.0,9537.146941901805,-0.4305476864931945,-0.9025678310550171,3.833702987879064,240.50448657444431,0.3871799421315863,inf,0.0,231.83665031260415,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029779384,-2.5883887e-07,40777.547,0.3695194,-275.86078,0.0,0.0,1.0,-7.573628636149345e-13,5.8461617e-12,2.3088964e-16,0.0,0.0,0.0,7.479999999999999e-16,6.713327155028676e-14,5.088798607591513e-12,1048.7048007842525,9.537146941901804,1.5587266284362112e-11,0.0029779384,-2.5883887e-07,40777.547,0.3695194,-275.86078,0.0,0.0,0.0,-7.573628636149345e-13,5.8461617e-12,2.3088964e-16,0.0,0.0,0.0,7.479999999999999e-16,6.713327155028676e-14,5.088798607591513e-12,1048.7048007842525,9.537146941901804,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.991558332655109,34610D,272.5847,4.116404,-0.6299458,166.59660059430297,75362.33348492546,0.2550106333282141,1.835886891440002,62.3910190278546,120.9259517427,3121.1347313635365,0.0012256077464366,56095.64736871224,0.1895011410351502,0.519925158565455,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5033529501890645,60.46324659402857,16.47663151766101,93.66676845029843,916030360646466.0,21.019812528633,818.64,1637.74116024983,0.122560774644,0.0247086852519066,0.917943445720001,60.46297587135,37.1506389903595,37.105162615625,0.1225607746436599,1.0,1058087068176765.2,0.0347490603255958,6.662029688520373e-05,3.16,35.8,2023-05-05 03:02:00,0.0012256077464366,0.1895010642162664,0.0,1,560.9564736871223,0.0012256077464366,4.116404,-0.6299458,0.1895010642162664,0.0022755389,0.0,0.7169190780416892,0.0,9596.215333846398,-0.4245141795934674,-0.905421289413986,3.489679000512786,239.42867072344308,0.1884479501502159,inf,0.0,229.92224259716195,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012039682,-1.3732196e-07,48990.0,0.17893147,-275.56442,0.0,0.0,1.0,-7.171173247565407e-13,5.0217807e-12,2.2152273000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,5.693014431702895e-14,4.3046631988192306e-12,1048.1477109539017,9.596215333846398,1.647704826260216e-11,0.0012039682,-1.3732196e-07,48990.0,0.17893147,-275.56442,0.0,0.0,0.0,-7.171173247565407e-13,5.0217807e-12,2.2152273000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,5.693014431702895e-14,4.3046631988192306e-12,1048.1477109539017,9.596215333846398,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9914771056486316,34610D,266.0886,5.788586,-0.060783494,177.25524082459253,75299.9424658976,0.2661236170215882,1.391596566421782,60.11813139931513,89.9040218311216,1811.1609097761336,0.0007156476256347,49718.84686406126,0.170057704476653,0.5009844283276261,0.707338638373121,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5420547379224293,44.95251053821446,16.27917364128702,88.18730337789783,787288531429714.6,16.7023733956553,777.894873212994,1546.01380567645,0.0715647625635,0.0228161876409092,0.695798283210891,44.9520109155608,30.4958170120994,30.47400836037273,0.07156476256347,0.9317695688762406,1297934818629369.8,0.025964913767494,6.22747482997744e-05,3.16,35.8,2023-05-05 03:03:00,0.0007156476256347,0.1700577091897842,0.0,2,497.1884686406127,0.0007156476256347,5.788586,-0.060783494,0.1700577091897842,0.0042064292,0.0,0.6509344065198615,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350992,3.1384387244507392,238.22871921200783,0.1587530021194466,inf,0.0,228.70903839117463,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0007031461,-1.6603737e-07,58303.004,0.16059852,-275.39847,0.0,0.0,1.0,-6.715305764605401e-13,4.056423e-12,2.237362e-16,0.0,0.0,0.0,7.480000000000001e-16,4.4975338739098734e-14,3.384892501576748e-12,1047.595557362553,9.853913159025034,7.338315239881007e-12,0.0007031461,-1.6603737e-07,58303.004,0.16059852,-275.39847,0.0,0.0,0.0,-6.715305764605401e-13,4.056423e-12,2.237362e-16,0.0,0.0,0.0,7.480000000000001e-16,4.4975338739098734e-14,3.384892501576748e-12,1047.595557362553,9.853913159025034,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9913857135001432,34610D,262.6117,8.308897,1.2169873,188.50860623184127,75239.82433449829,0.2757468435916871,1.309298903469048,58.34472000135366,82.4137375720998,1693.0511832296263,0.0005059182032087,46295.246647158914,0.1520008712673103,0.4862060000112805,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5802716751373848,41.20684437252857,16.105932633399814,84.5091854083402,733190156823899.6,15.7750067928122,771.483517101278,1535.62564126342,0.0505918203209,0.022642249200916,0.654649451734524,41.2068687860499,28.912739451169,28.898119366542964,0.05059182032087,0.8993059233688657,1402377613161622.0,0.0247689770588845,6.0026097488275615e-05,3.16,35.8,2023-05-05 03:04:00,0.0005059182032087,0.1520009208933932,0.0,3,462.9524664715892,0.0005059182032087,8.308897,1.2169873,0.1520009208933932,0.006316017,0.0,0.6141363166739664,0.0,10648.381250946317,-0.028444387257436,-0.9995953765567092,2.9606222618119578,237.57520311519087,0.1371491169074647,inf,0.0,228.02867848911947,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00049769477,-2.4487676e-07,63766.24,0.14139715,-275.1946,0.0,0.0,1.0,-6.447708041294898e-13,3.6031833e-12,2.298134e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9437175530717115e-14,2.9584124703217103e-12,1047.0261093052704,10.648381250946317,5.756478009052317e-12,0.00049769477,-2.4487676e-07,63766.24,0.14139715,-275.1946,0.0,0.0,0.0,-6.447708041294898e-13,3.6031833e-12,2.298134e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9437175530717115e-14,2.9584124703217103e-12,1047.0261093052704,10.648381250946317,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9913684952905712,34610D,259.41656,10.92891,1.1854581,197.25143261079347,75181.47961449694,0.2844415981354852,1.401923698702048,56.71518387514035,86.9918887062084,1866.764555925953,0.0003543185259297,43271.52378881695,0.13276337822138,0.4726265322928362,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6109118121445682,43.49568289380747,15.923860729487618,81.1517883141047,682757845439977.4,16.4927114504171,786.781600466567,1574.36656605996,0.035431852593,0.0235116279383522,0.700961849351024,43.4959443531042,29.8134119504168,29.80285224773988,0.03543185259297,0.9789199282579572,1056816667960796.2,0.0272871131808437,6.08476096331028e-05,3.16,35.8,2023-05-05 03:05:00,0.0003543185259297,0.1327635612365466,0.0,4,432.7152378881695,0.0003543185259297,10.92891,1.1854581,0.1327635612365466,0.0073851524,0.0,0.581094736558515,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,2.800511304274603,236.95634268439608,0.1160915680318343,inf,0.0,227.3841304297128,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034858845,-2.807579e-07,68855.91,0.122732654,-274.68433,0.0,0.0,0.9999999999999998,-6.199206996432028e-13,3.2290483e-12,2.3257926e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4899237167975056e-14,2.60912753165072e-12,1046.9854205923448,11.699443548113244,5.988644421971234e-12,0.00034858845,-2.807579e-07,68855.91,0.122732654,-274.68433,0.0,0.0,0.0,-6.199206996432028e-13,3.2290483e-12,2.3257926e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4899237167975056e-14,2.60912753165072e-12,1046.9854205923448,11.699443548113244,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9914345672426944,34610D,256.04926,13.831261,0.3243748,208.0274057297441,75124.7644306218,0.2926428803501257,1.317388912956588,54.75106055236938,79.7467242362442,1721.4400995348717,0.0002195995911429,40127.88685142464,0.104224323288909,0.4562588379364115,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6485089866024777,39.87317208133677,15.69700919557171,77.30832083341056,634705296612220.0,15.5312347199603,780.490537266195,1565.48186527089,0.0219599591143,0.0233845397695247,0.658694456478294,39.8733621181221,28.1679461289514,28.1617618175704,0.02195995911429,0.945300427554622,1162169867312939.8,0.0259960280720329,5.862684189692271e-05,3.16,35.8,2023-05-05 03:06:00,0.0002195995911429,0.1042242601494078,0.0,5,401.2788685142464,0.0002195995911429,13.831261,0.3243748,0.1042242601494078,0.0078052366,0.0,0.5459655174089516,0.0,12108.452584480176,0.3185508831008655,-0.947905762655581,2.626862461052213,236.24872724622915,0.0881643092493796,inf,0.0,226.63512257422545,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002154126,-2.9647353e-07,74356.28,0.100720204,-274.27533,0.0,0.0,1.0,-5.931278201188094e-13,2.8631982e-12,2.3379068e-16,0.0,0.0,0.0,7.480000000000001e-16,3.0492704457599705e-14,2.2700702912104265e-12,1047.5327378447644,12.108452584480178,4.664569377276588e-12,0.0002154126,-2.9647353e-07,74356.28,0.100720204,-274.27533,0.0,0.0,0.0,-5.931278201188094e-13,2.8631982e-12,2.3379068e-16,0.0,0.0,0.0,7.480000000000001e-16,3.0492704457599705e-14,2.2700702912104265e-12,1047.5327378447644,12.108452584480178,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9914923927383702,34610D,252.39969,14.806696,0.6043733,216.27952878437912,75070.01337006943,0.298193113950974,1.39012976932722,53.44845054428825,82.474364558328,2007.026533846136,0.0003385732911534,37395.86563801814,0.2119472911896731,0.4454037545357354,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6790914167816319,41.23729865762021,15.470519106046524,74.68396174948344,589365027601895.4,15.964835247457,793.163149904505,1603.75357451037,0.0338573291153,0.0243274967269452,0.69506488466361,41.237182279164,28.5711634232286,28.5614932644538,0.03385732911534,1.0,943682302516185.6,0.0279612938236981,5.941703386213021e-05,3.16,35.8,2023-05-05 03:07:00,0.0003385732911534,0.2119471976637862,0.0,6,373.9586563801814,0.0003385732911534,14.806696,0.6043733,0.2119471976637862,0.008375329,0.0,0.5161515339246693,0.0,12362.382706523456,0.3153713420156264,-0.948968343326195,2.467631444075155,235.5625146998118,0.1729459993495153,inf,0.0,226.3395425604745,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00050236884,-2.0296058e-07,79620.96,0.4007777,-273.8894,0.0,0.0,1.0,-5.674631301126973e-13,2.5577873e-12,2.2658237000000004e-16,0.0,0.0,0.0,7.48e-16,2.6848795746827916e-14,1.990324105338117e-12,1048.0583532749956,12.362382706523457,4.641813210931485e-12,0.00050236884,-2.0296058e-07,79620.96,0.4007777,-273.8894,0.0,0.0,0.0,-5.674631301126973e-13,2.5577873e-12,2.2658237000000004e-16,0.0,0.0,0.0,7.48e-16,2.6848795746827916e-14,1.990324105338117e-12,1048.0583532749956,12.362382706523457,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9915461015533488,34610D,247.22359,16.762941,1.675098,223.54970111176632,75016.56491952515,0.3046619456895592,1.266333686028434,52.74277019234438,74.2632098043558,1764.264797225358,0.0007105634581769,34394.55476608665,0.6815083884347032,0.4395230849362032,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7092287857619695,37.13199628920178,15.231872385140845,73.00611676896092,533895068608945.1,14.719291338718,777.746492756178,1575.04622277091,0.0710563458177,0.0237952479799145,0.633166843014217,37.1316049021779,26.6089617367581,26.59006780622455,0.07105634581769,0.9310277278093532,1220406484993920.8,0.0249822216131262,5.839694852653485e-05,3.16,35.8,2023-05-05 03:08:00,0.0007105634581769,0.6815085285213061,0.0,7,343.9455476608665,0.0007105634581769,16.762941,1.675098,0.6815085285213061,0.009699983,0.0,0.4846656402690696,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685069,2.2914337674583853,234.75594999849173,0.5283532101547616,inf,0.0,227.3283828893987,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0007024347,-1.1780104e-07,85568.375,0.6385408,-273.8309,0.0,0.0,1.0,-5.38442559689032e-13,2.2440257e-12,2.20018e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3140600022116428e-14,1.7055832328179489e-12,1048.5895160976297,12.525288811002994,3.237452347462228e-12,0.0007024347,-1.1780104e-07,85568.375,0.6385408,-273.8309,0.0,0.0,0.0,-5.38442559689032e-13,2.2440257e-12,2.20018e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3140600022116428e-14,1.7055832328179489e-12,1048.5895160976297,12.525288811002994,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9915962198476944,34610D,243.50285,18.056505,2.8471181,228.354197521335,74963.8221493328,0.3079441559769432,1.210416170218442,51.531930155937445,70.239129942736,1550.3662636236056,0.000244725937786,31913.2970959831,0.318548077804676,0.4294327512994787,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7299854108850282,35.11927098810273,15.1663013936299,70.50636076806137,486782000830264.6,14.0353431292006,773.17364132505,1572.63318861015,0.0244725937786,0.0238293360471599,0.605208085109221,35.119564971368,25.3976058716648,25.391391939460725,0.0244725937786,0.9078249272826004,1300840663629933.0,0.0242536042873441,5.732936262268823e-05,3.16,35.8,2023-05-05 03:09:00,0.000244725937786,0.3185481227431558,0.0,8,319.1329709598311,0.000244725937786,18.056505,2.8471181,0.3185481227431558,0.0121518215,0.0,0.4565728423729032,0.0,12767.491119874136,0.3175628898267308,-0.9482372124130624,2.135353192173808,233.9942663038109,0.2380289309303077,inf,0.0,225.173736192325,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00039441916,-1.0215997e-07,90935.625,0.43836284,-273.938,0.0,0.0,1.0,-5.122362691664275e-13,2.0614099e-12,2.1881233000000002e-16,0.0,0.0,0.0,7.48e-16,2.1106070046562968e-14,1.5491736707511753e-12,1049.128693942378,12.767491119874135,2.728741287214477e-12,0.00039441916,-1.0215997e-07,90935.625,0.43836284,-273.938,0.0,0.0,0.0,-5.122362691664275e-13,2.0614099e-12,2.1881233000000002e-16,0.0,0.0,0.0,7.48e-16,2.1106070046562968e-14,1.5491736707511753e-12,1049.128693942378,12.767491119874135,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9916435979252056,34610D,239.6405,19.08693,2.9577677,233.24262138756205,74912.29021917685,0.3117550438936171,1.130270676753894,50.89297563635246,65.008399562511,1334.59634186741,0.0001588067219988,29850.23293677357,0.2905336263321216,0.4241081303029371,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7515969781142545,32.504206620661584,15.074528656715358,69.09455939434424,448776771137095.2,13.1972854934383,762.489968924163,1554.22739632333,0.0158806721999,0.0235047334313827,0.565135338376947,32.5041997812555,24.0434693729561,24.039651714669297,0.01588067219988,0.8545266932384128,1528904931747531.8,0.0225067763738787,5.65687602834945e-05,3.16,35.8,2023-05-05 03:10:00,0.0001588067219988,0.2905338698214907,0.0,9,298.5023293677357,0.0001588067219988,19.08693,2.9577677,0.2905338698214907,0.017013788,0.0,0.4339402713705366,0.0,12949.242679689742,0.3186547838849259,-0.94787083967556,2.008221864193043,233.33654375775515,0.2089495292751187,inf,0.0,224.4509742228164,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00015512883,-8.347492e-08,95443.56,0.28956547,-274.07324,0.0,0.0,1.0,-4.902124060594033e-13,1.9166988e-12,2.1737408000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,1.950969587089309e-14,1.426486291642725e-12,1049.6784385424223,12.94924267968974,2.177281634627119e-12,0.00015512883,-8.347492e-08,95443.56,0.28956547,-274.07324,0.0,0.0,0.0,-4.902124060594033e-13,1.9166988e-12,2.1737408000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,1.950969587089309e-14,1.426486291642725e-12,1049.6784385424223,12.94924267968974,0.0
