engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-15.8,0.0,0.0,1.6,-85.2,-15.8,-15.8,-16.8,-87.2
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,-87.2,0.0,0.0,0.0,-85.9
GTF2035,0,0,-22.4,0.0,0.0,18.8,-85.7,-22.4,-22.4,-9.7,-88.2
GTF2035,20,0,-22.8,-2.0,-18.8,18.8,-87.8,-24.3,-37.3,-10.2,-89.8
GTF2035,100,0,-24.3,-10.0,-94.0,18.8,-92.1,-31.9,-95.5,-11.9,-93.0
GTF2035_wi,0,15,-29.3,-0.3,-0.3,-90.9,-88.7,-29.3,-29.3,-93.6,-91.4
GTF2035_wi,20,15,-29.5,-2.2,-19.0,-90.9,-90.3,-30.9,-42.8,-93.6,-92.5
GTF2035_wi,100,15,-31.0,-10.2,-94.0,-90.9,-93.7,-37.9,-95.9,-93.8,-94.8
