,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
196,196,196,126.03020836105416,28.869140376907847,9806.94,885974.0,,164.91739512163934,-0.5032666658486717,34610D,231.36458,16.60172,-0.5371292,179.35085508815152,63237.96603845594,0.3370291702087458,0.3997115335268448,25.80938066882037,32.3215484146438,0.0,0.0002459527091621,27226.657274512538,1.028095597216294,0.2150781722401697,0.4656457555114314,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5881826620134117,16.160673691602153,10.702199383312967,20.5334125093338,1327908240093629.5,11.5338219929893,711.761568231218,1301.76713377066,0.0245952709162,0.0168051219210817,0.179108315002291,16.1607742073219,10.657959867438,10.655339157905074,0.02459527091621,0.4226041213504627,370891279319490.4,0.3997115335268448,0.012355298631897669,3.5791376009078683e-06,3.16,35.8,2023-05-04 18:16:00,0.0002459528099316645,1.028096681780155,1.0,272.26657274512536,196,0.0002459528099316645,16.60172,-0.5371292,1.028096681780155,0.51372445,2.5665666e-05,0.40995850481732726,0.0,10011.707972387352,-0.6592002689013674,-0.7519674231510064,1.9016892325049246,232.75637574562518,0.6813054808846165,0.9888386496237146,0.0,226.50492098060167,0.0,0.0,0.0,0 days,0.0002829878,7.8249127e-07,100678.87,0.9823665,-203.09744,0.5546685450974927,0.5546685450974927,1.0000000000000002,-4.671375212217728e-13,1.8082609e-12,2.7125455e-16,3.339536145110754e-13,3.069460245112487e-14,3.339536145110754e-13,7.480000000000001e-16,7.188643635724874e-14,1.341123346308866e-12,1324.4166680225776,3.973927136886829e-13,5.6687409454003955e-14,3.343446064808106e-12,0.0002829878,7.8249127e-07,100678.87,0.9823665,-203.09744,0.0,0.5546685450974927,0.0,-4.671375212217728e-13,1.8082609e-12,2.7125455e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8453858035476693e-14,1.341123346308866e-12,1324.4166680225776,3.973927136886829e-13,5.6687409454003955e-14,0.0
197,197,197,125.95294187551708,28.8097677703096,9806.94,885974.0,,164.9764297299672,-0.5022122807657892,34610D,231.40146,16.549223,-0.5810576,179.33909101324036,63212.15665778712,0.3371065147773769,0.3977501210096901,25.70188196270044,32.1724356315282,0.0,0.0002452171233531,27226.657274512538,1.0206862707577642,0.2141823496891702,0.46397788512453,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.58809723039523,16.08608122402399,10.682413026628463,20.4250067563227,1322791460911657.0,11.4951821211988,711.335438913455,1300.9046499183,0.0245217123353,0.016789613006126,0.178410670180745,16.0862178157641,10.6262526787038,10.623647578405103,0.02452171233531,0.4215940406494138,368225814730576.0,0.3977501210096901,0.012336617127691588,3.5389564372697543e-06,3.16,35.8,2023-05-04 18:17:00,0.00024521725551659854,1.0206876871938249,1.0,272.26657274512536,197,0.00024521725551659854,16.549223,-0.5810576,1.0206876871938249,0.44900724,2.2137061e-05,0.40989316698558814,0.0,10014.933820851926,-0.6589882591732289,-0.7521532252618726,1.9019099099008117,232.75760696209068,0.676641834444262,0.9894172905883835,0.0,226.46981326711514,0.0,0.0,0.0,0 days,0.00028361,7.914616e-07,100685.13,0.96934235,-200.15297,0.497732219243287,0.497732219243287,1.0000000000000002,-4.67103679777568e-13,1.8099721e-12,2.71946e-16,3.029658250372542e-13,2.000920209826159e-14,3.029658250372542e-13,7.480000000000001e-16,6.695176760336704e-14,1.3428684309369043e-12,1324.7370608354463,3.953585374825467e-13,5.640924036169108e-14,3.0341826877279043e-12,0.00028361,7.914616e-07,100685.13,0.96934235,-200.15297,0.0,0.497732219243287,0.0,-4.67103679777568e-13,1.8099721e-12,2.71946e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8477235597406383e-14,1.3428684309369043e-12,1324.7370608354463,3.953585374825467e-13,5.640924036169108e-14,0.0
198,198,198,125.87567538998002,28.75039516371135,9806.94,885974.0,,165.03546433829507,-0.5011496907671305,34610D,231.45836,16.43724,-0.68172675,179.19802977080096,63186.454775824415,0.3370663445796521,0.3961623513448004,25.612015660066103,32.065410218027,0.0,0.000244269024157,27226.657274512538,1.010117921888867,0.2134334638338842,0.4627295619703696,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.587562390347103,16.032612296405933,10.665440269440516,20.341970983061568,1318872151242380.5,11.4618325315428,711.031851307212,1300.37003737857,0.0244269024157,0.0167810545127946,0.177844471288796,16.0327051090135,10.5979318017947,10.59534368753154,0.0244269024157,0.420874428153016,366218426115575.7,0.3961623513448004,0.01232153034401755,3.5093587268462196e-06,3.16,35.8,2023-05-04 18:18:00,0.0002442690215019072,1.0101178936185677,1.0,272.26657274512536,198,0.0002442690215019072,16.43724,-0.68172675,1.0101178936185677,0.379096,1.8161556e-05,0.40979240190109745,0.0,10018.154386134443,-0.658776734440237,-0.7523384970611683,1.901793109289049,232.75695531691505,0.6700109160959085,0.9903153212835035,0.0,226.4182587336955,0.0,0.0,0.0,0 days,0.00028405912,7.927799e-07,100691.55,0.9539344,-197.29971,0.3618886843687611,0.3618886843687611,1.0,-4.670689726017174e-13,1.811656e-12,2.720476e-16,2.2319934571471998e-13,7.42951109638717e-15,2.2319934571471998e-13,7.480000000000001e-16,5.421157433709879e-14,1.3445870313525885e-12,1325.0574536483152,3.938020930769777e-13,5.618406159760067e-14,2.23604550425426e-12,0.00028405912,7.927799e-07,100691.55,0.9539344,-197.29971,0.0,0.3618886843687611,0.0,-4.670689726017174e-13,1.811656e-12,2.720476e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8499679022743587e-14,1.3445870313525885e-12,1325.0574536483152,3.938020930769777e-13,5.618406159760067e-14,0.0
199,199,199,125.79840890444297,28.6910225571131,9806.94,885974.0,,165.09449894662296,-0.500078905961449,34610D,231.5403,16.248995,-0.8013598,178.96015947501309,63160.84276016435,0.33689980190001684,0.3949500090705883,25.5382951768124,31.9939575650314,0.0,0.0002434838390396,27226.657274512538,0.9974459346879186,0.2128191264734366,0.4619228022955053,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5866786025637676,15.99693629189768,10.651073180515342,20.28207103604452,1316044858470688.5,11.4333079478843,710.861183695096,1300.16084562529,0.024348383904,0.0167790938759267,0.177398772463442,15.9969787825157,10.5726074229765,10.570033790570394,0.02434838390396,0.420469884146991,364826321540786.5,0.3949500090705883,0.012309948636970575,3.490225452888461e-06,3.16,35.8,2023-05-04 18:19:00,0.00024348383903962842,0.9974452840102097,0.0,272.26657274512536,199,0.00024348383903962842,16.248995,-0.8013598,0.9974452840102097,0.3203652,1.4802532e-05,0.40964738010829604,0.0,10021.369659500653,-0.658565694472753,-0.7525232395505274,1.9013141720116906,232.75428289566872,0.6621403661072168,0.9915566074671515,0.0,226.35620148617787,0.0,0.0,0.0,0 days,0.00028219822,7.710414e-07,100699.19,0.93238974,-195.1203,0.1902871126118253,0.1902871126118253,1.0000000000000002,-4.670269921776976e-13,1.8131194e-12,2.7037194e-16,1.1897443771566274e-13,8.114922023235077e-16,1.1897443771566274e-13,7.48e-16,3.755348409337269e-14,1.3460924702929388e-12,1325.37189511242,3.926670993577266e-13,5.601212624639809e-14,1.1922868203798927e-12,0.00028219822,7.710414e-07,100699.19,0.93238974,-195.1203,0.0,0.1902871126118253,0.0,-4.670269921776976e-13,1.8131194e-12,2.7037194e-16,0.0,0.0,0.0,7.48e-16,1.8517574058866657e-14,1.3460924702929388e-12,1325.37189511242,3.926670993577266e-13,5.601212624639809e-14,0.0
200,200,200,125.72114241890588,28.63164995051485,9806.94,885974.0,,165.15353355495083,-0.4989999365861754,34610D,231.64781,16.015163,-0.9749411,178.65307277073717,63135.30446498754,0.33671948341808344,0.3926556090282814,25.403274251343124,31.8457147431108,0.0,0.0002437915735798,27226.657274512538,0.9864661797465052,0.211693952094526,0.4601686175477146,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5855359863242181,15.92271666613905,10.624797457973097,20.16263481404497,1310407438340059.8,11.3822367454664,710.445633825918,1299.50016912077,0.024379157358,0.0167696304707583,0.176559294533501,15.9228573715554,10.5285143188678,10.525948181397236,0.02437915735798,0.4194848805678345,361981277664915.7,0.3926556090282814,0.012287146091673352,3.4489457691174018e-06,3.16,35.8,2023-05-04 18:20:00,0.00024379157357989087,0.9864670811959304,0.0,272.26657274512536,200,0.00024379157357989087,16.015163,-0.9749411,0.9864670811959304,0.26909712,1.12236585e-05,0.4094572587778356,0.0,10024.579632240675,-0.6583551390406611,-0.7527074537287058,1.9007977879255478,232.75140085745693,0.6555477983400919,0.993037943312141,0.0,226.30436014684742,0.0,0.0,0.0,0 days,0.00027929194,7.3577604e-07,100707.27,0.90948874,-193.41571,0.0861241645083261,0.0861241645083261,1.0,-4.669823762714781e-13,1.8144527e-12,2.6765357e-16,5.475478115082812e-14,-1.3477804095216982e-15,5.475478115082812e-14,7.480000000000001e-16,2.7293532265255686e-14,1.3474702856290191e-12,1325.686296700989,3.900616692274431e-13,5.5686732596878094e-14,5.488936638923872e-13,0.00027929194,7.3577604e-07,100707.27,0.90948874,-193.41571,0.0,0.0861241645083261,0.0,-4.669823762714781e-13,1.8144527e-12,2.6765357e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8532767281123188e-14,1.3474702856290191e-12,1325.686296700989,3.900616692274431e-13,5.5686732596878094e-14,0.0
201,201,201,125.6438759333688,28.572277343916603,9806.94,885974.0,,165.2125681632787,-0.4979127930073772,34610D,231.78813,15.732085,-1.2229135,178.19859008235576,63109.9011907362,0.33631123707629773,0.3925311664739906,25.382784975847965,31.8781198176758,0.0,0.0002443906589211,27226.657274512538,0.9731209461080595,0.2115232081320663,0.4606771708188878,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.583869642679379,15.939070742745924,10.619299537165286,20.172818741294545,1310888122302800.5,11.3707958810155,710.667956743598,1300.20484952534,0.0244390658921,0.0167856798755718,0.176499083817436,15.9390599088379,10.5148605910384,10.51229148519556,0.02443906589211,0.4200118663423132,362428568148124.06,0.3925311664739906,0.012286618462137928,3.460751682089637e-06,3.16,35.8,2023-05-04 18:21:00,0.0002443906589211106,0.9731206073324385,0.0,272.26657274512536,201,0.0002443906589211106,15.732085,-1.2229135,0.9731206073324385,0.22274399,7.6071515e-06,0.40920938136257834,0.0,10007.812605184352,-0.6626020309539655,-0.7489716607293496,1.899629556012848,232.74487817395837,0.6475747219819347,0.9947714016190816,0.0,226.23968879856747,0.0,0.0,0.0,0 days,0.0002758726,6.936536e-07,100715.75,0.88739485,-192.50516,0.03230069772426003,0.03230069772426003,0.9999999999999999,-4.66935461236935e-13,1.8155886e-12,2.6440663e-16,2.0535672479469194e-14,-5.054823794828347e-16,2.0535672479469194e-14,7.480000000000002e-16,2.1830604384571997e-14,1.348653089332188e-12,1326.000698289558,3.902635754680702e-13,5.5669084054274544e-14,2.055171618959692e-13,0.0002758726,6.936536e-07,100715.75,0.88739485,-192.50516,0.0,0.03230069772426003,0.0,-4.66935461236935e-13,1.8155886e-12,2.6440663e-16,0.0,0.0,0.0,7.480000000000002e-16,1.8544896787856923e-14,1.348653089332188e-12,1326.000698289558,3.902635754680702e-13,5.5669084054274544e-14,0.0
202,202,202,125.5671649811302,28.51262213279974,9806.94,885974.0,,165.27160277160655,-0.4968148911317032,34610D,231.93332,15.4331665,-1.4741714,177.7588528937902,63084.51840576035,0.33588604011017953,0.3929395943850357,25.391417792088205,31.9497854857874,0.0,0.0002448886293589,27226.657274512538,0.9590361349322936,0.2115951482674017,0.4617568399397734,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5822464954191104,15.974889202001242,10.619322788715651,20.213720549356747,1312818698071932.8,11.3696422856583,711.048985885464,1301.21984791357,0.0244888629359,0.0168071623529181,0.176631822399347,15.9748927428937,10.5093185090034,10.506745526492397,0.0244888629358899,0.4209150433045475,363663651134069.9,0.3929395943850357,0.012291826606041124,3.4854559931190092e-06,3.16,35.8,2023-05-04 18:22:00,0.0002448886293589898,0.9590370777540693,0.0,272.26657274512536,202,0.0002448886293589898,15.4331665,-1.4741714,0.9590370777540693,0.17817551,4.0304235e-06,0.4089532167456099,0.0,10000.61452732419,-0.664732149969621,-0.7470817684810446,1.8984141391437743,232.73808826952987,0.6391179261840316,0.9962892956103744,0.0,226.1722282494074,0.0,0.0,0.0,0 days,0.00027230408,6.487466e-07,100724.5,0.8660055,-191.96004,0.002758675343967466,0.002758675343967466,1.0000000000000002,-4.668869167373988e-13,1.8165387e-12,2.6094504e-16,1.7538708861497424e-15,-4.317125868281061e-17,1.7538708861497424e-15,7.480000000000001e-16,1.8835037442997342e-14,1.3496517731977506e-12,1326.31659638156,3.9112465924146563e-13,5.5727007627361276e-14,1.753978666308006e-14,0.00027230408,6.487466e-07,100724.5,0.8660055,-191.96004,0.0,0.002758675343967466,0.0,-4.668869167373988e-13,1.8165387e-12,2.6094504e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8554418101213385e-14,1.3496517731977506e-12,1326.31659638156,3.9112465924146563e-13,5.5727007627361276e-14,0.0
203,203,203,125.4907459192706,28.452818434562,9806.94,885974.0,,165.33063737993442,-0.4957074007065056,34610D,232.06891,15.120568,-1.6778611,177.37070863639812,63059.12698796826,0.33555848936302185,0.3921276258758004,25.33477249366255,31.9223759677194,0.0,0.0002456314779203,27226.657274512538,0.9471531197867336,0.2111231041138545,0.46159634174451,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5808053752903729,15.961188504020388,10.607291017314049,20.18254725624808,1311347310689054.5,11.3455801322791,711.084395405202,1301.51563940906,0.024563147792,0.0168154683745886,0.176325015433883,15.9611879838597,10.4858818979044,10.483306867744986,0.02456314779203,0.4209989766811772,363084657995223.5,0.3921276258758004,0.01228437320796565,3.481100657536897e-06,3.16,35.8,2023-05-04 18:23:00,0.000245631477920397,0.9471542500485198,0.0,272.26657274512536,203,0.000245631477920397,15.120568,-1.6778611,0.9471542500485198,0.15369919,2.2532079e-06,0.4087142792392522,0.0,10003.771064185285,-0.6645227269354954,-0.7472680545736001,1.8974794905645356,232.73286425464443,0.6320444103124147,0.9974527891277368,0.0,226.11700249211566,0.0,0.0,0.0,0 days,0.0002707321,6.032497e-07,100733.46,0.8570097,-191.99843,0.0,0.0,1.0,-4.668370878095078e-13,1.8170558e-12,2.57438e-16,0.0,0.0,0.0,7.479999999999999e-16,1.855828236517147e-14,1.3502187976278358e-12,1326.6285149755172,3.9024364765745914e-13,5.561185360380672e-14,0.0,0.0002707321,6.032497e-07,100733.46,0.8570097,-191.99843,0.0,0.0,0.0,-4.668370878095078e-13,1.8170558e-12,2.57438e-16,0.0,0.0,0.0,7.479999999999999e-16,1.855828236517147e-14,1.3502187976278358e-12,1326.6285149755172,3.9024364765745914e-13,5.561185360380672e-14,0.0
204,204,204,125.414326857411,28.39301473632425,9806.94,885974.0,,165.3896719882623,-0.494591680858665,34610D,232.20876,14.775325,-1.9042671,176.9426562126364,63033.7922154746,0.33513532907415,0.3927004590441123,25.35276045448348,32.0059349080852,0.0,0.0002478976570984,27226.657274512538,0.94075435891867,0.2112730037873623,0.4628134196697657,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5792291890656899,16.002956679620738,10.60875757262095,20.232329924992225,1313697065346697.0,11.347965317272,711.499603324495,1302.58967159137,0.0247897657098,0.0168379174777282,0.176517611056989,16.0029674540426,10.4833398364419,10.480741685133502,0.02478976570984,0.4219831697153531,364534961805091.8,0.3927004590441123,0.012290841652567917,3.509010323731329e-06,3.16,35.8,2023-05-04 18:24:00,0.0002478976570984446,0.940753379746079,0.0,272.26657274512536,204,0.0002478976570984446,14.775325,-1.9042671,0.940753379746079,0.1425141,1.5861515e-06,0.4084681270615669,0.0,10006.922305864087,-0.66431378857551,-0.7474538047989673,1.8962755251256993,232.72613159432967,0.6286403666980562,0.9984234210338674,0.0,226.08671761664334,0.0,0.0,0.0,0 days,0.00027084746,5.6960766e-07,100742.53,0.85964847,-193.22058,0.0,0.0,1.0,-4.667865738259228e-13,1.8173424e-12,2.5484476e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8560070014458724e-14,1.3505557892148497e-12,1326.9391586114416,3.9111710685152085e-13,5.569309326200325e-14,0.0,0.00027084746,5.6960766e-07,100742.53,0.85964847,-193.22058,0.0,0.0,0.0,-4.667865738259228e-13,1.8173424e-12,2.5484476e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8560070014458724e-14,1.3505557892148497e-12,1326.9391586114416,3.9111710685152085e-13,5.569309326200325e-14,0.0
205,205,205,125.33790779555142,28.33321103808651,9806.94,885974.0,,165.44870659659017,-0.4934677426284607,34610D,232.34,14.418975,-2.0919652,176.57693514945433,63008.43945502012,0.3347730618758948,0.3929853625039914,25.35655761900829,32.0607991403984,0.0,0.0002504627316331,27226.657274512538,0.9363699541664492,0.2113046468250691,0.4637315980789586,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.577868727077654,16.030404718556774,10.607735236954309,20.263858337127484,1315185214438174.0,11.3455534615751,711.826109149613,1303.45431147278,0.0250462731633,0.0168562172143497,0.176607968437324,16.0303995701992,10.4773192105627,10.47469568966724,0.02504627316331,0.4227571066846823,365525746360827.4,0.3929853625039914,0.01229436320581747,3.5295250698497465e-06,3.16,35.8,2023-05-04 18:25:00,0.0002504627316331514,0.9363701845479888,0.0,272.26657274512536,205,0.0002504627316331514,14.418975,-2.0919652,0.9363701845479888,0.1341916,1.023724e-06,0.4082373990035676,0.0,10010.068243642141,-0.6641053346777503,-0.7476390201511376,1.8952470496883664,232.72037728953944,0.6265226566843543,0.9991155940546197,0.0,226.06648968808747,0.0,0.0,0.0,0 days,0.0002710085,5.3822214e-07,100751.53,0.86478853,-194.66191,0.0,0.0,1.0,-4.667364273750643e-13,1.8175128e-12,2.5242545e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8560518889301585e-14,1.3507764181146869e-12,1327.2498022473658,3.9157696334670584e-13,5.573349849860607e-14,0.0,0.0002710085,5.3822214e-07,100751.53,0.86478853,-194.66191,0.0,0.0,0.0,-4.667364273750643e-13,1.8175128e-12,2.5242545e-16,0.0,0.0,0.0,7.480000000000001e-16,1.8560518889301585e-14,1.3507764181146869e-12,1327.2498022473658,3.9157696334670584e-13,5.573349849860607e-14,0.0
206,206,206,125.26148873369182,28.273407339848767,9806.94,885974.0,,165.50774120491803,-0.4923355971869475,34610D,232.46219,14.049928,-2.240475,176.24985777879738,62983.08289740111,0.33441235772951533,0.3939543132013893,25.39886642761474,32.1647989457604,0.0,0.0002533280259139,27226.657274512538,0.9339925032101122,0.2116572202301228,0.465303081020484,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5766466907604251,16.082378148870717,10.613973409619808,20.33393087636665,1318492656156422.0,11.3570871903739,712.324145908806,1304.63757017044,0.0253328025914,0.0168798801515107,0.176946937735293,16.0823994728802,10.4827129189929,10.480058026581563,0.02533280259139,0.423937634045519,367471513400060.0,0.3939543132013893,0.01230494385967475,3.565036760832858e-06,3.16,35.8,2023-05-04 18:26:00,0.0002533280259139797,0.9339927960767793,0.0,272.26657274512536,206,0.0002533280259139797,14.049928,-2.240475,0.9339927960767793,0.12878169,5.684822e-07,0.4080228156006312,0.0,10013.20886881367,-0.6638973650298161,-0.7478237016212225,1.894224632565278,232.7146541408724,0.6256863675715862,0.9995799273703936,0.0,226.05528617388373,0.0,0.0,0.0,0 days,0.00027119133,5.093065e-07,100760.47,0.87241703,-196.30594,0.0,0.0,1.0,-4.66686725025291e-13,1.8175622e-12,2.5019654e-16,0.0,0.0,0.0,7.48e-16,1.8559576510318328e-14,1.350875381940033e-12,1327.5604458832897,3.9290905162365704e-13,5.58709158616716e-14,0.0,0.00027119133,5.093065e-07,100760.47,0.87241703,-196.30594,0.0,0.0,0.0,-4.66686725025291e-13,1.8175622e-12,2.5019654e-16,0.0,0.0,0.0,7.48e-16,1.8559576510318328e-14,1.350875381940033e-12,1327.5604458832897,3.9290905162365704e-13,5.58709158616716e-14,0.0
207,207,207,125.18506967183222,28.213603641611023,9806.94,885974.0,,165.5667758132459,-0.491195255835761,34610D,232.55399,13.767383,-2.3571353,176.0104544649187,62957.68403097349,0.33417737742058423,0.3939720503155082,25.39192616443246,32.1873656418772,0.0,0.000259736047126,27226.657274512538,0.947667823258967,0.2115993847036038,0.4657780912631463,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5757497707643093,16.09369250709388,10.610600534222412,20.34522235216928,1319025616693255.0,11.3519756370088,712.504505278813,1305.13895842243,0.0259736047126,0.0168908242880753,0.176944895846235,16.0936828209386,10.475799927133,10.473079690812874,0.0259736047125999,0.4243651510252323,367900554153311.7,0.3939720503155082,0.012304506144503092,3.5752297312454444e-06,3.16,35.8,2023-05-04 18:27:00,0.00025973604712606704,0.9476669989497988,0.0,272.26657274512536,207,0.00025973604712606704,13.767383,-2.3571353,0.9476669989497988,0.13955735,5.0611766e-07,0.40786174980050394,0.0,10016.34417269096,-0.6636898794197128,-0.748007850196672,1.893566591808075,232.71096920277373,0.635422509136851,0.9998150079885554,0.0,226.1204297684356,0.0,0.0,0.0,0 days,0.00027296474,5.010124e-07,100768.52,0.8892126,-198.94676,0.13614050251816784,0.13614050251816784,1.0,-4.666420748836753e-13,1.8176375e-12,2.4955721e-16,8.628061154497805e-14,9.266872271641807e-15,8.628061154497805e-14,7.48e-16,3.236539511206938e-14,1.3509953889783181e-12,1327.8674095340682,3.92947669362233e-13,5.587343135338563e-14,8.642163006647533e-13,0.00027296474,5.010124e-07,100768.52,0.8892126,-198.94676,0.0,0.13614050251816784,0.0,-4.666420748836753e-13,1.8176375e-12,2.4955721e-16,0.0,0.0,0.0,7.48e-16,1.8560497264872895e-14,1.3509953889783181e-12,1327.8674095340682,3.92947669362233e-13,5.587343135338563e-14,0.0
208,208,208,125.10865060997264,28.15379994337328,9806.94,885974.0,,165.62581042157376,-0.4900467300069797,34610D,232.62448,13.565469,-2.4513764,175.78785753535968,62932.29210480906,0.33396952845822797,0.3939951521724207,25.386318921123745,32.2099675484322,0.0,0.0002674350950907,27226.657274512538,0.9679675198803276,0.2115526576760312,0.4661243678723705,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.574934507910858,16.104992114358545,10.607262857473875,20.355011626422588,1319487672933949.5,11.3479093016769,712.638012457425,1305.53511408884,0.0267435095091,0.0168997601255432,0.176945546564218,16.1049837742161,10.4702992971346,10.467499920298057,0.02674350950907,0.4246830051617307,368153722726298.9,0.3939951521724207,0.012304336360141613,3.582165600711149e-06,3.16,35.8,2023-05-04 18:28:00,0.0002674350950907699,0.9679674092019334,0.0,272.26657274512536,208,0.0002674350950907699,13.565469,-2.4513764,0.9679674092019334,0.16154826,6.624803e-07,0.40773815930502627,0.0,10019.47414661831,-0.6634828776340986,-0.7481914668628451,1.8929882321935654,232.7077295321868,0.6494861197196977,0.9999327080815079,0.0,226.21878517863223,0.0,0.0,0.0,0 days,0.00027415672,5.066697e-07,100776.13,0.90654,-201.53123,0.3034713842163457,0.3034713842163457,0.9999999999999999,-4.666000013798253e-13,1.8176903e-12,2.499933e-16,1.918747344609763e-13,2.0566092086280123e-14,1.918747344609763e-13,7.479999999999999e-16,4.9262125183577076e-14,1.3510903364934656e-12,1328.1720065012887,3.9299290619686363e-13,5.587670767721444e-14,1.9224839413210053e-12,0.00027415672,5.066697e-07,100776.13,0.90654,-201.53123,0.0,0.3034713842163457,0.0,-4.666000013798253e-13,1.8176903e-12,2.499933e-16,0.0,0.0,0.0,7.479999999999999e-16,1.856216766982086e-14,1.3510903364934656e-12,1328.1720065012887,3.9299290619686363e-13,5.587670767721444e-14,0.0
209,209,209,125.03223154811305,28.093996245135536,9806.94,885974.0,,165.68484502990165,-0.4888900312629951,34610D,232.6844,13.391501,-2.5353725,175.58376686989092,62906.90578588794,0.33376865622903934,0.394295652274676,25.396611469202583,32.2525914616226,0.0,0.0002749011397947,27226.657274512538,0.988237129943502,0.2116384289100215,0.4666904382301538,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5741930173841426,16.126304013441118,10.60699604928984,20.37990249975456,1320662528501560.2,11.349735117553,712.824482786929,1306.02749824703,0.0274901139795,0.0169102796911499,0.177047080079772,16.1262957308113,10.4697901698475,10.46691280358766,0.0274901139794699,0.425130420579156,368486897032137.3,0.394295652274676,0.012309640102555187,3.5916969033904823e-06,3.16,35.8,2023-05-04 18:29:00,0.0002749011397947653,0.9882375306253008,0.0,272.26657274512536,209,0.0002749011397947653,13.391501,-2.5353725,0.9882375306253008,0.19023752,9.041471e-07,0.4076331601280055,0.0,10022.598781955454,-0.6632763594598339,-0.7483745526016429,1.8924296704029264,232.70459992704014,0.6634794298776366,0.9999900008236192,0.0,226.31960094776775,0.0,0.0,0.0,0 days,0.0002738757,5.2106157e-07,100783.52,0.9204684,-204.00478,0.4339237715506137,0.4339237715506137,1.0,-4.665592388048504e-13,1.8177074e-12,2.5110268e-16,2.738555090981475e-13,3.117877431043329e-14,2.738555090981475e-13,7.480000000000001e-16,6.238091098470284e-14,1.3511482199713719e-12,1328.4766034685092,3.9347902606952595e-13,5.591932484211638e-14,2.744743891918884e-12,0.0002738757,5.2106157e-07,100783.52,0.9204684,-204.00478,0.0,0.4339237715506137,0.0,-4.665592388048504e-13,1.8177074e-12,2.5110268e-16,0.0,0.0,0.0,7.480000000000001e-16,1.856402952899925e-14,1.3511482199713719e-12,1328.4766034685092,3.9347902606952595e-13,5.591932484211638e-14,0.0
