,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,-0.5161360514426931,34610D,276.79285,20.893473,-3.8737943,159.51233092112733,68966.54029289274,0.3645859694246558,0.9148151104597748,67.78375185915527,89.9747105807958,1763.7816224990522,0.0027841228375754,73058.20758235783,0.3980143490440171,0.5648645988262939,0.8798489412537782,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.077423181781736,3.544578973516894,0.4782709720499853,44.98780651169835,17.12299465632683,28.5619137862283,1565988516203789.8,29.1232535544345,825.486994206379,1220.93681569983,0.278412283758,0.0185532549176164,0.443943505850921,44.9873552903979,23.9280658742739,23.861632159237544,15.133133661836794,0.7680281384327714,911348758548292.6,0.9148151104597748,0.001600217188702373,1.4431934935621773e-05,3.16,35.8,2023-05-04 15:00:00,0.002784122837575402,0.3980147450975143,0.0,730.5820758235783,0,0.002784122837575402,20.893473,-3.8737943,0.3980147450975143,0.12757464,0.0,0.9195102914561463,0.0,8181.733683333497,-0.47086366415065145,-0.8822059905615143,5.335823008790949,244.38057258647194,0.4122266873445556,inf,0.0,235.52213856899533,0.0,0.0,0.0,0 days,0.0027293365,1.2176443e-07,26530.059,0.4052532,-223.20856,0.0,0.0,1.0,-8.720304261602486e-13,6.6485923e-12,2.203235e-16,0.0,0.0,0.0,7.48e-16,7.606362513923872e-14,5.7765616645680456e-12,1213.6694713050874,5.073795099740376e-13,1.2973981081749363e-13,0.0,0.0027293365,1.2176443e-07,26530.059,0.4052532,-223.20856,0.0,0.0,0.0,-8.720304261602486e-13,6.6485923e-12,2.203235e-16,0.0,0.0,0.0,7.48e-16,7.606362513923872e-14,5.7765616645680456e-12,1213.6694713050874,5.073795099740376e-13,1.2973981081749363e-13,0.0
1,1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,-0.5163785727941468,34610D,273.41742,23.82667,-2.4256516,173.83660902467773,68898.75654103358,0.39360506096398,0.961447665431348,74.60565302432555,93.6756079261352,2124.169560766838,0.00225191231905,68339.94069049528,0.3960461122019104,0.6217137752027129,0.9972855803779844,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.2233329623849,3.726699210132239,0.5244274026202267,46.83795507386432,19.76962882819036,36.16549242133086,1451755697799525.0,30.9036940713532,842.109976586072,1245.63749567271,0.225191231905,0.0190981189828594,0.479218173524396,46.8378039630676,25.0924278958831,25.036048908924755,15.110524072119096,0.8274543247876985,948068508642603.0,0.961447665431348,0.0017571759863905824,1.544026426956691e-05,3.16,35.8,2023-05-04 15:01:00,0.0022519123190500603,0.39604602045286547,0.0,683.3994069049528,1,0.0022519123190500603,23.82667,-2.4256516,0.39604602045286547,0.120603986,0.0,0.8707447515746641,0.0,9587.418296793368,-0.4794178129158185,-0.877586782409018,5.22768364126612,244.13627336184882,0.3970342529013173,inf,0.0,235.21427934984075,0.0,0.0,0.0,0 days,0.002203723,1.6295014e-07,31819.443,0.37931868,-224.29405,0.0,0.0,1.0000000000000002,-8.431692329840373e-13,5.967493e-12,2.2349825e-16,0.0,0.0,0.0,7.480000000000001e-16,6.75877068232402e-14,5.124323737538678e-12,1214.0410026760362,5.194320205872e-13,1.3635327706960616e-13,0.0,0.002203723,1.6295014e-07,31819.443,0.37931868,-224.29405,0.0,0.0,0.0,-8.431692329840373e-13,5.967493e-12,2.2349825e-16,0.0,0.0,0.0,7.480000000000001e-16,6.75877068232402e-14,5.124323737538678e-12,1214.0410026760362,5.194320205872e-13,1.3635327706960616e-13,0.0
2,2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,-0.5167381870726524,34610D,269.7392,26.242931,-3.6206615,186.71515768779912,68824.15088800926,0.418777134695035,0.9945559248754964,71.92590792731994,95.987356890095,2512.8477015842227,0.0011892917373908,62994.42896063308,0.2619376165589404,0.5993825660609995,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.815593672981684,3.841636778696136,0.5671067043985448,47.993480303808354,19.852779271998955,36.28235538999999,1450000000000000.0,31.9865696793769,857.460455036668,1270.28552814908,0.118929173739,0.0197193334601421,0.50591331067465,47.9936784450475,25.6557003662031,25.62522449843832,15.110551116135165,0.8779129544291302,919773701369502.4,0.9945559248754964,0.0019248295184517727,1.6475946320161668e-05,3.16,35.8,2023-05-04 15:02:00,0.0011892917373908397,0.2619374211009395,0.0,629.9442896063307,2,0.0011892917373908397,26.242931,-3.6206615,0.2619374211009395,0.113817036,1.2376572e-09,0.8135804930641373,0.0,9904.532106848184,-0.4803242924734069,-0.8770909725107887,5.022873633833421,243.66103834971713,0.25338385717314665,inf,0.0,234.05535960603362,0.0,0.0,0.0,0 days,0.0011576604,2.4176245e-07,38196.9,0.24931017,-225.54108,0.0,0.0,1.0000000000000002,-8.083509095574287e-13,5.2572113e-12,2.2957335e-16,0.0,0.0,0.0,7.48e-16,5.881276048168172e-14,4.448860547707497e-12,1214.4825591321387,5.110007320501167e-13,1.410487169105828e-13,0.0,0.0011576604,2.4176245e-07,38196.9,0.24931017,-225.54108,0.0,0.0,0.0,-8.083509095574287e-13,5.2572113e-12,2.2957335e-16,0.0,0.0,0.0,7.48e-16,5.881276048168172e-14,4.448860547707497e-12,1214.4825591321387,5.110007320501167e-13,1.410487169105828e-13,0.0
3,3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,-0.5171189678384379,34610D,265.2603,26.90182,-7.545258,196.912775653878,68752.22498008194,0.3963046356320752,0.8525167656472475,63.824887146727576,73.8311487621762,1309.6690743242534,0.0014361603141154,57124.037489563314,0.4214324925768711,0.5318740595560632,0.9260074362888032,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.23308369321081,3.3030322815210256,0.6031078352829355,36.91518549437812,17.6536248105361,33.59290137848858,1490405173201639.5,26.8097385034765,827.559233289009,1212.22468523699,0.143616031412,0.0182058996092181,0.401961183656294,36.9155743810881,22.0786224402101,22.04695947196955,15.12542014694272,0.7754899455188644,767695311119109.0,0.8525167656472475,0.0016143793319259143,1.2203938099946448e-05,3.16,35.8,2023-05-04 15:03:00,0.0014361603141154037,0.42143304176898677,0.0,571.2403748956332,3,0.0014361603141154037,26.90182,-7.545258,0.42143304176898677,0.107313864,2.1566441e-08,0.750220777486204,0.0,10425.443968691361,-0.4806838213428572,-0.8768939866935046,4.386177744231336,242.0652481192032,0.3902458965940943,inf,0.0,233.28227689891574,0.0,0.0,0.0,0 days,0.0014187375,3.0876456e-07,45733.066,0.42828533,-227.71501,0.0,0.0,0.9999999999999999,-7.671667747887405e-13,4.4894544e-12,2.347381e-16,0.0,0.0,0.0,7.479999999999999e-16,4.937247576841044e-14,3.722287512426301e-12,1214.9371265665318,3.073758078806053e-13,1.2090460971750516e-13,0.0,0.0014187375,3.0876456e-07,45733.066,0.42828533,-227.71501,0.0,0.0,0.0,-7.671667747887405e-13,4.4894544e-12,2.347381e-16,0.0,0.0,0.0,7.479999999999999e-16,4.937247576841044e-14,3.722287512426301e-12,1214.9371265665318,3.073758078806053e-13,1.2090460971750516e-13,0.0
4,4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,-0.5175397217855142,34610D,262.9615,26.855165,-8.811441,207.7184597680489,68688.4000929352,0.3918238923715231,0.7812969748879193,57.36639139044459,63.4181257049996,1310.6965099060546,0.0016343611197208,54249.21360051817,0.5577569573159871,0.4780532615870382,0.8554858202146784,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.65979309284757,3.065203401354708,0.6389785017555011,31.708983378006725,15.83145052596838,29.203197286147528,1556354155186763.5,24.587653813701,815.230118649354,1185.43059002185,0.163436111972,0.0174774379311396,0.358360006509924,31.7090628524998,20.5041498600566,20.470693354743883,15.137053996997832,0.7318467238397487,664637885003046.4,0.7812969748879193,0.001500251784008291,1.0314145263594945e-05,3.16,35.8,2023-05-04 15:04:00,0.0016343611197208797,0.5577565394219558,0.0,542.4921360051817,4,0.0016343611197208797,26.855165,-8.811441,0.5577565394219558,0.102833636,9.159594e-09,0.7186935171535938,0.0,11784.876773848331,-0.4816600386620713,-0.8763581500482848,4.135456078330453,241.37990662832772,0.5049875646267833,inf,0.0,233.3117221727169,0.0,0.0,0.0,0 days,0.0016485238,2.7005115e-07,49644.52,0.5482906,-229.99968,0.0,0.0,1.0,-7.458281269085037e-13,4.1264674e-12,2.3175396e-16,0.0,0.0,0.0,7.48e-16,4.492806685006913e-14,3.380639454221027e-12,1215.4170206912313,2.3775540606423546e-13,1.1080416201618462e-13,0.0,0.0016485238,2.7005115e-07,49644.52,0.5482906,-229.99968,0.0,0.0,0.0,-7.458281269085037e-13,4.1264674e-12,2.3175396e-16,0.0,0.0,0.0,7.48e-16,4.492806685006913e-14,3.380639454221027e-12,1215.4170206912313,2.3775540606423546e-13,1.1080416201618462e-13,0.0
5,5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,-0.5180696454191921,34610D,260.4812,26.772827,-9.477871,209.4141190708588,68631.03370154476,0.3912936804543893,0.7558184693485476,55.15599528367236,60.770920366432,1952.9782330452103,0.0012762476376307,51492.67974234382,0.5165164036998183,0.459633294030603,0.8376848614939987,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.96978507410997,2.9699813700916686,0.6472543475235131,30.38587141178133,15.523788389649589,29.00308832232115,1559360504173583.5,23.6910505923786,811.26563744574,1178.78046317825,0.127624763763,0.0173393860703553,0.343503189892674,30.385460183216,19.8105739441347,19.785322972431374,15.138657811997888,0.7181455435796452,641857321267007.4,0.7558184693485476,0.0014677263124946505,9.87699566513948e-06,3.16,35.8,2023-05-04 15:05:00,0.001276247637630765,0.5165165769168447,0.0,514.9267974234381,5,0.001276247637630765,26.772827,-9.477871,0.5165165769168447,0.100208625,1.7936119e-09,0.6886706246501367,0.0,11776.905178293267,-0.6955962148912547,-0.7184329515194577,3.9206946683172705,240.76294442195493,0.45640486401326286,inf,0.0,232.45407878095372,0.0,0.0,0.0,0 days,0.0012622015,2.6960805e-07,53615.637,0.48844445,-232.768,0.0,0.0,1.0,-7.241603985226695e-13,3.7812275e-12,2.3171979e-16,0.0,0.0,0.0,7.48e-16,4.0721591648554256e-14,3.0570670662103646e-12,1215.960755912362,2.0347862633996145e-13,1.071907799777865e-13,0.0,0.0012622015,2.6960805e-07,53615.637,0.48844445,-232.768,0.0,0.0,0.0,-7.241603985226695e-13,3.7812275e-12,2.3171979e-16,0.0,0.0,0.0,7.48e-16,4.0721591648554256e-14,3.0570670662103646e-12,1215.960755912362,2.0347862633996145e-13,1.071907799777865e-13,0.0
6,6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,-0.5188857240893362,34610D,256.43777,25.977953,-11.896204,200.21633950723697,68575.87770626109,0.3908278268917893,0.7593820177611353,55.41146562416973,63.7863436640942,1514.9470296503898,0.0008373352079846,47596.28928252322,0.4545247180523076,0.4617622135347477,0.8527848978653059,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.5906877644418,2.922199192052469,0.6236855864356111,31.89340935418389,15.61366793148066,32.7232748486001,1503470059386898.5,23.3735121578551,811.767125237476,1188.91309903119,0.0837335207985,0.017738194709855,0.344916018534947,31.8931718320471,19.4448208612412,19.428552650067115,15.124479193854937,0.7198747377330788,663052901264971.8,0.7593820177611353,0.0014806142014842376,1.0214279475932337e-05,3.16,35.8,2023-05-04 15:06:00,0.0008373352079846057,0.45452512903666864,0.0,475.96289282523225,6,0.0008373352079846057,25.977953,-11.896204,0.45452512903666864,0.10242821,5.573147e-11,0.6465968025181628,0.0,12351.486589520808,-0.9280124073797156,-0.372549287677892,3.6198794744255554,239.84643000433738,0.38596228104899316,inf,0.0,231.22720763041258,0.0,0.0,0.0,0 days,0.0008169145,2.43419e-07,59517.234,0.42197075,-235.18434,0.0,0.0,0.9999999999999999,-6.919272637318103e-13,3.2913028e-12,2.2970104e-16,0.0,0.0,0.0,7.48e-16,3.4769582849145705e-14,2.599375522708841e-12,1216.7443803912029,1.7535675284645048e-13,1.0769616526449844e-13,0.0,0.0008169145,2.43419e-07,59517.234,0.42197075,-235.18434,0.0,0.0,0.0,-6.919272637318103e-13,3.2913028e-12,2.2970104e-16,0.0,0.0,0.0,7.48e-16,3.4769582849145705e-14,2.599375522708841e-12,1216.7443803912029,1.7535675284645048e-13,1.0769616526449844e-13,0.0
7,7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,-0.520040743865111,34610D,253.21094,24.925848,-14.074659,201.03479365181613,68520.46624063692,0.3749141800112396,0.6337068512626967,44.85405620854246,50.8546277208056,769.6379219367504,0.0005422742713156,44739.09919617161,0.3756175417950081,0.3737838017378538,0.7010356300781293,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.002254685482306,2.541118317552053,0.6302128216157624,25.426544751011217,14.180133092619789,24.652434154578668,1522327111962233.8,19.7573901259754,782.985438879025,1136.77888302849,0.0542274271316,0.0164951610541173,0.277858490956628,25.4273138604028,16.8448486222736,16.8357190449964,15.14784065957189,0.6219583801657544,520444315962442.5,0.6337068512626967,0.0012879519260737358,7.427195616811687e-06,3.16,35.8,2023-05-04 15:07:00,0.0005422742713156294,0.3756175575456562,0.0,447.3909919617161,7,0.0005422742713156294,24.925848,-14.074659,0.3756175575456562,0.10530819,1.4365195e-10,0.6155271571386111,0.0,12963.734149278178,-0.9351760437679651,-0.35418323952792735,3.315111927938397,238.846361865997,0.30896433266702533,inf,0.0,229.92950200962258,0.0,0.0,0.0,0 days,0.0005315455,2.0444588e-07,64027.89,0.37078738,-236.06808,0.0,0.0,1.0,-6.673370673206988e-13,2.9372338e-12,2.2669688e-16,0.0,0.0,0.0,7.48e-16,3.048335463784802e-14,2.269896751407687e-12,1217.8330982973544,1.1115919911362395e-13,8.987281261155665e-14,0.0,0.0005315455,2.0444588e-07,64027.89,0.37078738,-236.06808,0.0,0.0,0.0,-6.673370673206988e-13,2.9372338e-12,2.2669688e-16,0.0,0.0,0.0,7.48e-16,3.048335463784802e-14,2.269896751407687e-12,1217.8330982973544,1.1115919911362395e-13,8.987281261155665e-14,0.0
8,8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,-0.52127242928564,34610D,251.46817,24.814825,-15.080225,202.16132462701268,68475.61218442838,0.4202670236160692,0.9325434699831846,63.5384902660666,83.4214556760746,2663.997612053356,0.0004937330761152,43340.512388800154,0.3920552885944042,0.5294874188838883,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.07756365320997,3.300734124565865,0.6359365215086201,41.71047307462268,18.66351277588301,36.28235539,1450000000000000.0,27.6838296791069,864.081738950208,1296.35823391937,0.0493733076115,0.0206297535426266,0.452454657286452,41.7107278380373,21.9321406991877,21.92131741970557,15.106561985508954,0.8985392184171239,775334624365273.0,0.9325434699831846,0.0019235280639982413,1.4760439540515519e-05,3.16,35.8,2023-05-04 15:08:00,0.0004937330761152776,0.39205570023397335,0.0,433.4051238880015,8,0.0004937330761152776,24.814825,-15.080225,0.39205570023397335,0.10760465,7.486717e-10,0.6004176756000379,0.0,12877.115418230198,-0.9398759916806336,-0.3415159150937853,3.4625692588515946,239.33995511737214,0.3169811251793193,inf,0.0,230.41882834740946,0.0,0.0,0.0,0 days,0.00048299733,1.866697e-07,66439.695,0.397015,-236.88417,0.0,0.0,1.0,-6.54249122910511e-13,2.7827335e-12,2.2532662e-16,0.0,0.0,0.0,7.480000000000001e-16,2.864362343461737e-14,2.128484370317261e-12,1218.9833320716245,2.2908113604065753e-13,1.3225406094779125e-13,0.0,0.00048299733,1.866697e-07,66439.695,0.397015,-236.88417,0.0,0.0,0.0,-6.54249122910511e-13,2.7827335e-12,2.2532662e-16,0.0,0.0,0.0,7.480000000000001e-16,2.864362343461737e-14,2.128484370317261e-12,1218.9833320716245,2.2908113604065753e-13,1.3225406094779125e-13,0.0
9,9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,-0.522482414806489,34610D,245.6387,26.475786,-18.505022,204.01964015825544,68412.07369416232,0.4132026286418955,0.9063352291249616,61.91195146838818,78.9880511116238,2427.8603778261468,0.0004458572898947,38763.39764052093,0.5658864582547842,0.5159329289032348,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.84060357668143,3.1167986014717446,0.6493529184248923,39.49480040608567,18.343190696326097,36.28235538999999,1450000000000000.0,26.1938242546943,864.713994731882,1302.95673956184,0.0445857289895,0.0208905401138576,0.43219032812494,39.4940255558119,20.6883271456562,20.6791072149559,15.116796386215327,0.9005021305912859,737018359710038.8,0.9063352291249616,0.0018958209439824728,1.411101178134207e-05,3.16,35.8,2023-05-04 15:09:00,0.00044585728989473113,0.5658864418295494,0.0,387.6339764052093,9,0.00044585728989473113,26.475786,-18.505022,0.5658864418295494,0.10895843,4.2286039e-10,0.5497528567124883,0.0,11709.442181463151,-0.9150288307110056,-0.4033884467453792,3.0594839676601127,237.9426952943745,0.43188564143968505,inf,0.0,229.72286262408304,0.0,0.0,0.0,0 days,0.00042882617,2.0262264e-07,74451.71,0.55833393,-237.52242,0.0,0.0,1.0,-6.103545099029376e-13,2.3081743e-12,2.2655633e-16,0.0,0.0,0.0,7.48e-16,2.3046212935076953e-14,1.697819739052432e-12,1220.1247950577167,1.7503665567163386e-13,1.2853718726268536e-13,0.0,0.00042882617,2.0262264e-07,74451.71,0.55833393,-237.52242,0.0,0.0,0.0,-6.103545099029376e-13,2.3081743e-12,2.2655633e-16,0.0,0.0,0.0,7.48e-16,2.3046212935076953e-14,1.697819739052432e-12,1220.1247950577167,1.7503665567163386e-13,1.2853718726268536e-13,0.0
