Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,a35da8,FFT4000,37.64968096199682,-122.33503258746605,94.657777696,632.46,0.4564304745373953,34610D,278.93488,-0.84630114,-7.6942167,113.35983345469135,67777.29306530915,0.2007824200987064,1.43602513804547,65.31810514968682,109.4485384969242,1844.732459580622,0.0033015611457981,93954.21408487008,0.511906776307824,0.5443175429140568,0.468946828280378,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3385828974147196,54.723962507806334,15.962446932953693,94.73892781003497,2120790105634702.8,19.7969286143409,715.904421157125,1361.20366173317,0.33015611458,0.0185455250032054,0.718012569022735,54.7242692484621,38.7162169255729,38.58881359793551,0.33015611457981,0.6535996766004122,1103201819845807.0,0.0190335574119327,3.4928963187916525e-05,3.16,35.8,2023-02-06 18:01:00,0.0033015611457981,0.5119065135397813,0.0,939.5421408487008,0,0.0033015611457981,-0.84630114,-7.6942167,0.5119065135397813,0.0,0.0,1.1734264894532225,639.0149844130934,6873.929756898064,0.6070791771393887,0.7946413484609033,5.458002922426152,244.65136192456777,0.5412181354611919,inf,0.0,236.56170710261685,0.0,0.0,0.0,0 days,0.0032331448,-8.139854e-08,7501.419,0.52578133,-255.67752,0.0,0.0,1.0,-8.342940388317876e-13,8.016703e-12,2.283467e-16,0.0,0.0,0.0,7.479999999999999e-16,9.434765534064923e-14,7.182408357905343e-12,797.1391213511553,6.873929756898064,1.1778862515479436e-11,0.0032331448,-8.139854e-08,7501.419,0.52578133,-255.67752,0.0,0.0,0.0,-8.342940388317876e-13,8.016703e-12,2.283467e-16,0.0,0.0,0.0,7.479999999999999e-16,9.434765534064923e-14,7.182408357905343e-12,797.1391213511553,6.873929756898064,0.0
1,1,2,a35da8,FFT4000,37.68706240896451,-122.27317478345788,134.784444328,1203.96,0.4583866318870071,34610D,276.31808,-0.24216081,-9.75984,132.16334562398248,67711.97496015947,0.2266335708826253,2.01537432850384,94.39600564284028,148.7134944614944,3428.7964557522746,0.0020062806327987,87673.12586169648,0.3575658068040136,0.7866333803570024,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3966099227754231,74.35719249398186,22.011849537936698,174.45388073154214,1675865696190856.0,25.44700377112,773.862935758681,1497.12683838868,0.20062806328,0.0213344618560173,1.00768716425192,74.3567472307472,47.2328372307973,47.13826464337955,0.20062806327987,0.9113357220258972,1241166925620897.8,0.0281422960425809,5.630922617489616e-05,3.16,35.8,2023-02-06 18:02:00,0.0020062806327987,0.3575662017123788,0.0,876.7312586169647,1,0.0020062806327987,-0.24216081,-9.75984,0.3575662017123788,0.0,0.0,1.105349546129098,641.7535036723979,8343.905703079294,0.5494398083303564,0.8355333009652584,5.257503836886007,244.2040849128525,0.368643679526765,inf,0.0,235.1230087991169,0.0,0.0,0.0,0 days,0.0019907174,5.049137e-07,13029.759,0.36338416,-256.0862,0.0,0.0,1.0,-8.119913037713054e-13,7.3249965e-12,2.4985794e-16,0.0,0.0,0.0,7.48e-16,8.566692668862662e-14,6.513005289016066e-12,796.4204392621704,8.343905703079294,2.2163989248137372e-11,0.0019907174,5.049137e-07,13029.759,0.36338416,-256.0862,0.0,0.0,0.0,-8.119913037713054e-13,7.3249965e-12,2.4985794e-16,0.0,0.0,0.0,7.48e-16,8.566692668862662e-14,6.513005289016066e-12,796.4204392621704,8.343905703079294,0.0
2,2,3,a35da8,FFT4000,37.72793527376854,-122.1945389457371,140.443333212,2255.52,0.4604071430436214,34610D,274.09158,-3.1174858,-16.547848,156.94825841916472,67617.57895451662,0.2512391043723954,1.79243021282044,84.37172127055953,123.4680047889778,3089.56358416291,0.0005174561056362,77005.1164429154,0.0970312363275501,0.7030976772546628,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4728962484819189,61.734431110577454,21.47841416230226,147.36838453467848,1452683544277160.5,22.6765603417606,771.481584258818,1493.48985572655,0.0517456105636,0.0212473608403467,0.89621510641022,61.7340023944889,42.1800671219548,42.1582520770146,0.05174561056362,0.8992962593143459,1110173929071972.2,0.0276115397080162,4.825979593264056e-05,3.16,35.8,2023-02-06 18:03:00,0.0005174561056362,0.0970313781417126,0.0,770.051164429154,2,0.0005174561056362,-3.1174858,-16.547848,0.0970313781417126,0.0,0.0,0.9787377430742716,644.5821186397894,8800.317831566796,0.5458182071071531,0.8379036250013081,4.763407562157007,243.0336695037634,0.0979100216425925,inf,0.0,232.81507211541427,0.0,0.0,0.0,0 days,0.0005083129,8.592167e-07,23284.717,0.09250943,-256.28827,0.0,0.0,1.0000000000000002,-7.70850767904599e-13,6.482212e-12,2.7716877e-16,0.0,0.0,0.0,7.48e-16,7.527286183870112e-14,5.711361004706051e-12,795.6346324450736,8.800317831566796,1.6959917800067376e-11,0.0005083129,8.592167e-07,23284.717,0.09250943,-256.28827,0.0,0.0,0.0,-7.70850767904599e-13,6.482212e-12,2.7716877e-16,0.0,0.0,0.0,7.48e-16,7.527286183870112e-14,5.711361004706051e-12,795.6346324450736,8.800317831566796,0.0
3,3,4,a35da8,FFT4000,37.77085643703654,-122.11112644361413,151.246666536,3192.78,0.4624152180632624,34610D,269.3562,-4.301133,-18.407696,176.47577775691556,67533.20723324607,0.2653458477519184,1.380012433126146,71.68416909757418,89.2876986512712,2266.290982551343,0.0007557903761879,68406.5121293734,0.1867131739839812,0.5973680758131182,0.6407621197348923,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5363877036154218,44.64433138887436,19.20741911898932,112.09378896446076,1333936002291049.2,18.2619062323703,739.455787764937,1420.62382473951,0.0755790376188,0.0197592533773063,0.690006216563073,44.6438493256356,34.9206624049648,34.89428963667349,0.07557903761879,0.7477228570674577,999391249436365.0,0.0218518581173997,3.430430698599672e-05,3.16,35.8,2023-02-06 18:04:00,0.0007557903761879,0.1867132912834451,0.0,684.065121293734,3,0.0007557903761879,-4.301133,-18.407696,0.1867132912834451,0.0,0.0,0.8847344122157047,647.3933213334576,9892.240424891224,0.5446328920346316,0.8386745572115523,4.313651504970662,241.87064380429317,0.1799443817448966,inf,0.0,232.102573845738,0.0,0.0,0.0,0 days,0.0007372965,3.9230503e-07,32528.896,0.18188557,-255.93953,0.0,0.0,1.0000000000000002,-7.337846762882653e-13,5.468697e-12,2.4117768000000003e-16,0.0,0.0,0.0,7.48e-16,6.254303699838061e-14,4.734912255654722e-12,794.8081827500054,9.892240424891224,8.567114215797635e-12,0.0007372965,3.9230503e-07,32528.896,0.18188557,-255.93953,0.0,0.0,0.0,-7.337846762882653e-13,5.468697e-12,2.4117768000000003e-16,0.0,0.0,0.0,7.48e-16,6.254303699838061e-14,4.734912255654722e-12,794.8081827500054,9.892240424891224,0.0
4,4,5,a35da8,FFT4000,37.81915283203125,-122.01690673828124,175.425555404,3878.58,0.4644140089952354,34610D,264.81982,-2.6963704,-18.38518,184.46802494095192,67461.52306414848,0.2745233717670108,1.40792765600109,76.70864751967125,90.1612668155206,2768.49149706912,0.0008179309678583,62621.53768428498,0.2734567120982277,0.6392387293305937,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5654615483663911,48.73053387804283,20.34166602647195,126.61848921565856,1141009322075154.0,18.2213539364948,745.490669645509,1445.4280313356248,0.0776148176727,0.0203994813082242,0.703963828000545,45.0806334077603,34.5214376863686,34.49322460977897,0.08179309678583,0.7746457387025317,1035791398005881.8,0.0224853954108517,3.621879544477714e-05,3.16,35.8,2023-02-06 18:05:00,0.0008179309678583,0.2734569903236075,0.0,626.2153768428498,4,0.0008179309678583,-2.6963704,-18.38518,0.2734569903236075,0.0,0.0,0.8237884343760422,650.1915247157664,11075.049151884848,0.2702733522962196,0.9627836283602684,3.999024915611931,240.991360294844,0.252131912267221,inf,0.0,231.6220902707501,0.0,0.0,0.0,0 days,0.0007989115,3.1907277e-07,39309.875,0.26535344,-255.42809,0.0,0.0,1.0,-7.065557868018284e-13,4.694394e-12,2.355327e-16,0.0,0.0,0.0,7.480000000000001e-16,5.282543455835487e-14,3.98783860476702e-12,793.8767290802992,11.075049151884846,7.574774224796554e-12,0.0007989115,3.1907277e-07,39309.875,0.26535344,-255.42809,0.0,0.0,0.0,-7.065557868018284e-13,4.694394e-12,2.355327e-16,0.0,0.0,0.0,7.480000000000001e-16,5.282543455835487e-14,3.98783860476702e-12,793.8767290802992,11.075049151884846,0.0
5,5,6,a35da8,FFT4000,37.84593200683594,-121.895823377244,188.286666504,4716.780000000001,0.4668491457680469,34610D,259.1098,-0.6915293,-19.842598,193.00233746467345,67384.81441662881,0.2843687183930314,1.435842878876034,74.08389854421013,91.03483497977,2491.290765648141,0.0007965059772664,56095.64736871224,0.3979143904748928,0.6173658212017511,0.7067137809187282,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5981056154797223,45.51780329908125,19.943807760302068,119.20253551927816,988485526415504.0,18.1808016406193,751.525551526081,1470.23223793174,0.0796505977266,0.0210397092391421,0.717921439438017,45.517417489885,34.1222129677724,34.09505605183188,0.07965059772664,0.8023556107793952,1071382085571098.4,0.0231764535751288,3.812278437348398e-05,3.16,35.8,2023-02-06 18:06:00,0.0007965059772664,0.3979148007169816,0.0,560.9564736871223,5,0.0007965059772664,-0.6915293,-19.842598,0.3979148007169816,0.0,0.0,0.7542021637632789,653.600621976692,11555.26906799532,0.2328721522021101,0.9725073576733276,3.631496552601919,239.8830550782973,0.3468979883223086,inf,0.0,231.0616675917051,0.0,0.0,0.0,0 days,0.0007794093,4.273444e-07,47566.258,0.3874237,-255.22711,0.0,0.0,1.0,-6.735854470478265e-13,3.8465403e-12,2.4387863000000003e-16,0.0,0.0,0.0,7.48e-16,4.2240288889762933e-14,3.172954635329388e-12,793.3602607052527,11.55526906799532,6.335326671829683e-12,0.0007794093,4.273444e-07,47566.258,0.3874237,-255.22711,0.0,0.0,0.0,-6.735854470478265e-13,3.8465403e-12,2.4387863000000003e-16,0.0,0.0,0.0,7.48e-16,4.2240288889762933e-14,3.172954635329388e-12,793.3602607052527,11.55526906799532,0.0
6,6,7,a35da8,FFT4000,37.87001037597656,-121.76807809383313,198.06111094,5471.16,0.4693377455604804,34610D,254.32602,1.489522,-20.95941,202.03376539734583,67310.7305180846,0.2923822875490223,1.425000583206718,71.28089987300855,88.7408496271632,2537.630527711988,0.0005129691336606,50703.89705154055,0.3620049666186911,0.5940074989417379,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6319544589952204,44.37057678375044,19.63895954569545,112.0311361411516,872531483260778.1,17.7411374934459,753.978849108633,1487.47960003128,0.0512969133661,0.0215316004620418,0.712500291603359,44.3704248135816,33.0909117907622,33.073945877398735,0.05129691336606,0.8138071709043552,1080533875077841.8,0.0234185033529992,3.870998678149102e-05,3.16,35.8,2023-02-06 18:07:00,0.0005129691336606,0.3620047883473638,0.0,507.0389705154056,6,0.0005129691336606,1.489522,-20.95941,0.3620047883473638,0.0,0.0,0.6945331731911059,657.0845671632975,11894.554073287172,0.2292633503819623,0.9733644313265396,3.3188091572204224,238.85897319107417,0.3010627990622415,inf,0.0,229.9037822446329,0.0,0.0,0.0,0 days,0.0004957359,2.3958674e-07,54992.094,0.34073365,-255.11276,0.0,0.0,1.0,-6.4395767314853e-13,3.2282007e-12,2.2940564e-16,0.0,0.0,0.0,7.48e-16,3.4572565670240065e-14,2.5842430794891884e-12,792.8958805936724,11.894554073287171,5.1743856141884336e-12,0.0004957359,2.3958674e-07,54992.094,0.34073365,-255.11276,0.0,0.0,0.0,-6.4395767314853e-13,3.2282007e-12,2.2940564e-16,0.0,0.0,0.0,7.48e-16,3.4572565670240065e-14,2.5842430794891884e-12,792.8958805936724,11.894554073287171,0.0
7,7,8,a35da8,FFT4000,37.8944091796875,-121.63641747007978,204.234444268,6240.780000000001,0.4718213333104555,34610D,248.34833,2.6338634,-22.079641,209.89700161189697,67239.4496182116,0.2993113642858158,1.32395980084393,69.64824345903844,81.2406163234716,2274.074456988575,0.0003158707557959,45643.61268941082,0.3591881906359698,0.5804020288253203,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6644049039534898,40.620802814499925,19.43127504653545,107.42314336949308,761671858353947.0,16.5111768187123,744.273240757313,1475.24812159196,0.0315870755796,0.0213920070315955,0.661979900421965,40.6203081617358,30.9451983371282,30.935426740502805,0.03158707557959,0.7691401198154549,1029480164470597.2,0.0219052490595258,3.586672811834204e-05,3.16,35.8,2023-02-06 18:08:00,0.0003158707557959,0.3591882133081279,0.0,456.4361268941082,7,0.0003158707557959,2.6338634,-22.079641,0.3591882133081279,7.662208e-05,0.0,0.6402671443267453,660.5614936938007,12650.034778877194,0.2264116328710657,0.9740317102131004,3.0166211092366506,237.78467325710892,0.2815846340021298,inf,0.0,228.83211993707803,0.0,0.0,0.0,0 days,0.0003070415,7.256284e-08,62566.68,0.34397766,-255.2503,0.0,0.0,0.9999999999999998,-6.137621454941134e-13,2.6267163e-12,2.1653088000000003e-16,0.0,0.0,0.0,7.48e-16,2.713293475383744e-14,2.012954143722744e-12,792.4253205186301,12.650034778877194,3.502741809321587e-12,0.0003070415,7.256284e-08,62566.68,0.34397766,-255.2503,0.0,0.0,0.0,-6.137621454941134e-13,2.6267163e-12,2.1653088000000003e-16,0.0,0.0,0.0,7.48e-16,2.713293475383744e-14,2.012954143722744e-12,792.4253205186301,12.650034778877194,0.0
8,8,9,a35da8,FFT4000,37.9200439453125,-121.49616647273936,209.893333152,6934.200000000001,0.4743210651757975,34610D,242.11467,3.3075268,-23.76972,216.28612284979985,67169.80137475255,0.3052629219125566,1.249617799972662,69.10463430607298,75.8934058438484,1986.049020924972,0.000272367925011,41442.16772350145,0.5321529191967642,0.5758719525506082,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6933863726169085,37.94684942799666,19.305824312294423,105.21012193477011,668909281723629.5,15.5962131063401,734.831000381319,1463.9587633971,0.0272367925011,0.0212815621321084,0.624808899986331,37.9467029219242,29.3591652768598,29.351170959328968,0.0272367925011,0.7277972890430313,1003658232462676.8,0.0205466960369954,3.394291924500592e-05,3.16,35.8,2023-02-06 18:09:00,0.000272367925011,0.5321536426524855,0.0,414.42167723501456,8,0.000272367925011,3.3075268,-23.76972,0.5321536426524855,0.00025323674,0.0,0.5962986254292929,664.06102070841,12759.689666409362,0.2255969394897871,0.9742207249349816,2.7623043182450884,236.8040487541253,0.3922125721690243,inf,0.0,228.4664489339472,0.0,0.0,0.0,0 days,0.00026645098,5.1641436e-08,69383.11,0.5522046,-255.42133,0.0,0.0,1.0,-5.866021117221019e-13,2.151653e-12,2.149182e-16,0.0,0.0,0.0,7.480000000000001e-16,2.1308580956064423e-14,1.5650509817839017e-12,791.9309234416622,12.75968966640936,2.4110095945649977e-12,0.00026645098,5.1641436e-08,69383.11,0.5522046,-255.42133,0.0,0.0,0.0,-5.866021117221019e-13,2.151653e-12,2.149182e-16,0.0,0.0,0.0,7.480000000000001e-16,2.1308580956064423e-14,1.5650509817839017e-12,791.9309234416622,12.75968966640936,0.0
9,9,10,a35da8,FFT4000,37.94581604003906,-121.35457140334108,218.6388887,7543.8,0.4767969313976441,34610D,236.71478,3.4941237,-25.242666,223.00136859344937,67100.69674044648,0.3115500438370556,1.195842269842328,68.48088013669397,71.8911825771112,1851.2250154022329,0.0002353519240516,38012.54249929331,0.7530632901163251,0.5706740011391164,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7230228822637772,35.94548634269695,19.18774031771031,103.12010330791888,598474659214011.6,14.9300370780769,728.208755660941,1456.3429587168,0.0235351924052,0.0212127021960639,0.597921134921164,35.9455912885556,28.1869386273715,28.180306338054475,0.02353519240516,0.7008368608077812,979153269810295.4,0.0196510251092723,3.239861793988933e-05,3.16,35.8,2023-02-06 18:10:00,0.0002353519240516,0.7530642800436972,0.0,380.1254249929332,9,0.0002353519240516,3.4941237,-25.242666,0.7530642800436972,0.0016745272,2.6481277e-09,0.5594277330208532,667.5271335693199,13320.675217992795,0.2239060627738361,0.9746107300112796,2.5567614819816247,235.9512884997861,0.5261394496827886,inf,0.0,228.4240884538138,0.0,0.0,0.0,0 days,0.00021789338,7.258812e-08,75322.51,0.7055158,-255.43387,0.0385377540329348,0.0385377540329348,1.0,-5.629495790234991e-13,1.8325842e-12,2.1653283000000002e-16,2.8882759517871553e-14,1.3950818585325358e-14,1.3950818585325358e-14,7.479999999999999e-16,1.970191304869956e-14,1.2696345570331705e-12,791.4338778089251,13.320675217992797,1.7901486529203753e-12,0.00021789338,7.258812e-08,75322.51,0.7055158,-255.43387,0.0,0.0385377540329348,0.0,-5.629495790234991e-13,1.8325842e-12,2.1653283000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,1.7469782075047504e-14,1.2696345570331705e-12,791.4338778089251,13.320675217992797,0.0
