,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
83,83,84,a35da8,FFT4000,37.27363586425781,-109.66278076171876,228.413333136,10881.36,-0.7897474586484109,34610D,221.25546,31.049555,-4.927913,200.3926882596806,64874.07733510074,0.33566741548154166,0.449116643567186,27.474331005964974,32.3718785035312,-7.57930325002728,9.06839973237315e-05,23058.32221844504,1.0814945296461935,0.2289527583830414,0.5044516381381723,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6720352938622978,16.186009587252823,11.002212498215938,24.9262510525205,1535251339359258.5,9.30021598637716,723.529150518708,1533.23285161105,0.00906839973237,0.0239702569537193,0.224558321783593,16.1859392517656,9.36820669954269,9.3673572301447,0.0090683997323731,0.547481962850348,498401481168306.3,5.627092641032231,487749112068166.5,0.011440806683608733,6.506995683499856e-06,3.16,35.8,2023-11-06 09:24:00,9.068403933181981e-05,1.0814958195899662,1.0,83,230.58322218445042,9.068403933181981e-05,31.049555,-4.927913,1.0814958195899662,0.013384878,5.793227e-07,0.36305812113668556,0.0,13807.83568622948,-0.29979530801211707,0.9540035499377976,1.6070287154976985,230.98715392969567,0.6489403347456651,0.0,1.0,224.59881579087335,28.117254249628648,74.98206407333417,1.08618683542327,221.5526,9.39812397812059e-05,10843.868967963333,1.0,0.002864359938973564,0.0069761323,149.96412814666834,0.36471221510844504,7.951142001319812e-06,757895008509.5396,3093952570.2434363,0 days 00:06:00,1.9221098342648603e-13,2.902385849739939e-15,0.0,0.0,0.0,0.0,0.0,0.0,243.28578,243.28578,243.28578,0.0,0.0,0.0,2.1868076,2.1868076,2.1868076,2.186807632446289,2.186807632446289,2.186807632446289,1.0,10828.419243371443,1.050070784923225,,804903761135.1602,,2.684086775835657e-06,616.7116808803629,110.21731967628875,0.05227585715984815,0.010434174,0.1,0.0,2.1868076,2.186807632446289,243.28578,0.0,0.0,13807.83568622948,13807.83568622948,8.642534e-05,2.676418e-07,110674.414,0.99438757,-244.04446,0.9999999999999999,0.9999999999999999,0.9999999999999999,-4.217405220602801e-13,1.8254927e-12,2.3156822e-16,4.285671627209964e-13,2.8386237771876276e-13,4.285671627209964e-13,7.479999999999999e-16,8.779909307838046e-14,1.4037522167814247e-12,821.1600181840287,4.327703537656891e-13,6.369408168401317e-14,5.917584963365091e-12,8.642534e-05,2.676418e-07,110674.414,0.99438757,-244.04446,0.9999999999999999,0.9999999999999999,0.9999999999999999,-4.217405220602801e-13,1.8254927e-12,2.3156822e-16,4.285671627209964e-13,2.8386237771876276e-13,4.285671627209964e-13,7.479999999999999e-16,8.779909307838046e-14,1.4037522167814247e-12,821.1600181840287,4.327703537656891e-13,6.369408168401317e-14,5.917584963365091e-12
84,84,85,,,37.23631643741689,-109.51398788182756,228.413333136,10879.090212765956,-0.7868144863206037,34610D,221.33867,30.586462,-5.015758,200.00935974975448,64846.60300409477,0.3356698865604534,0.451811141137208,27.65588580341277,32.6287500373098,-12.99770600888026,8.795129096285235e-05,23066.54723688144,1.0383722003486446,0.2304657150284397,0.5081371029942583,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6706236858653205,16.31426906658607,11.033750822460998,25.140044658195688,1545342452057361.2,9.34375290875156,724.400008555994,1535.47566472111,0.00879512909629,0.0240214493417811,0.225905570568604,16.3143750186549,9.40432724746882,9.403500197486885,0.0087951290962852,0.5503679015329425,502026125921036.2,5.613784126991937,487139595479709.7,0.011479389619846875,6.581941885639378e-06,3.16,35.8,2023-11-06 09:25:00,8.795137027846732e-05,1.0383746114411327,1.0,84,230.66547236881442,8.795137027846732e-05,30.586462,-5.015758,1.0383746114411327,0.008075097,3.3789894e-07,0.36305108911939726,0.0,13719.381788315488,-0.30154235613683694,0.9534527819747788,1.6076041414362388,230.99088014318906,0.6235725647727269,0.0,1.0,224.42448057385838,28.117254249628648,74.90728853281806,1.0423347975402937,221.63527,9.109362394172041e-05,10841.636568499547,1.0,0.002876636202325926,0.007085672,149.81457706563612,0.3647039376222781,4.3792518773524804e-06,609407987819.7369,0.0,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.669,244.669,244.669,0.0,0.0,0.0,0.7041642,0.7041642,0.7041642,0.7041642069816589,0.7041642069816589,0.7041642069816589,0.0,10827.645866378078,1.01529983440632,,657468758910.9427,,1.8627049772830514e-06,531.345300074582,104.97766769946274,0.022171759984412225,0.006260038,0.08333333333333333,0.0,0.7041642,0.7041642069816589,244.669,0.0,0.0,13719.381788315488,0.0,8.541835e-05,2.7475602e-07,110670.47,0.9712069,-245.3427,0.9927644410659877,0.9927644410659877,0.9999999999999999,-4.2173804561216436e-13,1.8257665e-12,2.3211662e-16,4.2697623901277244e-13,2.888031937000433e-13,4.2697623901277244e-13,7.48e-16,8.754868535749691e-14,1.4040285004269362e-12,821.866238443461,4.369209873360561e-13,6.407621748499174e-14,5.857850037555271e-12,8.541835e-05,2.7475602e-07,110670.47,0.9712069,-245.3427,0.9878853565226229,0.9927644410659877,0.9882901970959241,-4.2173804561216436e-13,1.8257665e-12,2.3211662e-16,4.2422389589068603e-13,2.872734554841475e-13,4.2422389589068603e-13,7.48e-16,8.710831045796308e-14,1.4040285004269362e-12,821.866238443461,4.369209873360561e-13,6.407621748499174e-14,5.8200895914509234e-12
85,85,86,,,37.19902135970744,-109.36630656569184,228.413333136,10875.199148936172,-0.7838566765241239,34610D,221.45341,30.031015,-5.004007,199.9472798625576,64818.94711829136,0.33506640950779215,0.44756809776063,27.35365620363327,32.2742347292412,-13.002808300557026,8.610188266082214e-05,23080.65279553356,1.002623287911513,0.2279471350302772,0.5032155797152035,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6702418161836563,16.13655785781757,10.980342732247244,24.813748734578954,1529941201268081.0,9.26895512264001,723.432738877751,1533.03945888958,0.00861018826608,0.0239663132853714,0.223784048880315,16.1371173646206,9.33744152534753,9.336637623270445,0.0086101882660822,0.5471624640661866,496178197687569.8,5.6164670851916485,487328859224940.0,0.011427832210036187,6.474923527745742e-06,3.16,35.8,2023-11-06 09:26:00,8.610196043807662e-05,1.0026256198768424,1.0,85,230.80652795533567,8.610196043807662e-05,30.031015,-5.004007,1.0026256198768424,0.0044458453,1.8910238e-07,0.36308488062928124,0.0,13725.54226958903,-0.3014072840102145,0.9534954898401912,1.6071247398796997,230.98777582490877,0.6027796488222175,0.0,1.0,224.28200189401136,28.117254249628648,74.83254262959596,1.0049519388879349,221.75043,8.904727176638986e-05,10837.782877621374,1.0,0.002853091165011392,0.007242153,149.66508525919193,0.36473506799009203,1.2735576563024256e-06,280818454444.0068,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13725.54226958903,0.0,8.4430976e-05,2.905625e-07,110653.555,0.95009875,-246.32,0.9171301427909972,0.9171301427909972,1.0,-4.2178840874125606e-13,1.8258828e-12,2.3333502e-16,3.8870393307307567e-13,2.713634883540778e-13,3.8870393307307567e-13,7.480000000000001e-16,8.142719152720347e-14,1.4040944010094348e-12,822.5705200226291,4.308940885048765e-13,6.347446567889076e-14,5.335172263750006e-12,8.4430976e-05,2.905625e-07,110653.555,0.95009875,-246.32,0.8966068590587895,0.9171301427909972,0.9526385760025975,-4.2178840874125606e-13,1.8258828e-12,2.3333502e-16,3.770872549656737e-13,2.6503745067630446e-13,3.770872549656737e-13,7.480000000000001e-16,7.956852303001916e-14,1.4040944010094348e-12,822.5705200226291,4.308940885048765e-13,6.347446567889076e-14,5.175727057354651e-12
86,86,87,,,37.16172628199801,-109.21862524955614,228.413333136,10871.308085106384,-0.7808656493113995,34610D,221.56401,29.453278,-4.9718537,199.5677880242253,64791.59346208772,0.3355216699995691,0.454716965094596,27.845508325041827,32.8967297829034,-13.007458021294664,8.552520248175327e-05,23094.76533799572,0.982801505981875,0.2320459027086819,0.5127255168791248,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6688027184340463,16.448362748998644,11.066933319314495,25.358184807877304,1555638722740791.2,9.38828811878774,725.570374169961,1538.37822065846,0.00855252024818,0.0240865938256478,0.227358482547298,16.4483648914517,9.4392127086563,9.438405487115908,0.0085525202481753,0.5542579493517662,505697993699100.56,5.605962905871702,486879829244760.3,0.011525907567839529,6.666997138016444e-06,3.16,35.8,2023-11-06 09:27:00,8.552520248175325e-05,0.9828014546958417,0.0,86,230.94765337995727,8.552520248175325e-05,29.453278,-4.9718537,0.9828014546958417,0.0018170505,8.708878e-08,0.36312553194650155,0.0,13731.697743853603,-0.3012724441902747,0.9535381032615413,1.609208385511555,231.00126230785042,0.5915002382067208,0.004339471393891837,1.0,224.22107674295066,28.117254249628648,74.88698130953644,0.9831386184520131,221.86256,8.82896497132896e-05,10833.864594451616,0.0,0.002804926652389952,0.0073900633,149.77396261907288,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13731.697743853603,0.0,8.358188e-05,2.9659608e-07,110636.375,0.93083084,-246.66971,0.86915162564094,0.86915162564094,0.9999999999999998,-4.218399722851964e-13,1.8259964e-12,2.338001e-16,3.653079804057486e-13,2.5898698955767455e-13,3.653079804057486e-13,7.48e-16,7.768510927346134e-14,1.4041563306165693e-12,823.2748016017966,4.4155316571058627e-13,6.448832376328769e-14,5.0162987703493346e-12,8.358188e-05,2.9659608e-07,110636.375,0.93083084,-246.66971,0.8226584934961865,0.86915162564094,0.8966819285672145,-4.218399722851964e-13,1.8259964e-12,2.338001e-16,3.389298920981872e-13,2.4505712335893473e-13,3.389298920981872e-13,7.48e-16,7.34646151442515e-14,1.4041563306165693e-12,823.2748016017966,4.4155316571058627e-13,6.448832376328769e-14,4.654082834649222e-12
87,87,88,a35da8,FFT4000,37.12443120428856,-109.07094393342044,228.413333136,10867.417021276597,-0.7778415166966421,34610D,221.66338,28.879366,-4.8926,199.76870621829423,64763.747953762686,0.33696551862005236,0.468055983883012,28.79445050386815,33.9732618044948,-4.337096394817147,8.501519349246825e-05,23108.884866912922,0.9654510541093,0.2399537541989012,0.530852654165497,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6693259967451051,16.98683473292465,11.23518405772749,26.39469652524109,1598547834348278.0,9.61430473061251,729.376857512643,1547.60699285194,0.00850151934925,0.024291963833167,0.234027991941506,16.9866309022474,9.63396757663437,9.633148612641124,0.0085015193492468,0.5670582800571539,523289195080005.94,5.619941706597245,487615870785201.06,0.011705711502675294,7.0198548283908985e-06,3.16,35.8,2023-11-06 09:28:00,8.501519349246825e-05,0.965451403404916,0.0,87,231.08884866912925,8.501519349246825e-05,28.879366,-4.8926,0.965451403404916,0.00065265375,2.8671614e-08,0.3631846513705214,0.0,13729.604468643296,-0.3023897537000802,0.9531843666663888,1.6136979177747837,231.03026848059176,0.5816226410900123,0.025971794503617633,1.0,224.18497703328057,28.117254249628648,74.89756948933635,0.9645772065065535,221.96375,8.767054972232839e-05,10829.968236531928,0.0,0.002737845118386417,0.007536631,149.7951389786727,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13729.604468643296,0.0,8.2817074e-05,2.914487e-07,110617.29,0.9133277,-246.15512,0.8701045617252429,0.8701045617252429,1.0,-4.218995064502672e-13,1.8260476e-12,2.3340334e-16,3.6819841993571053e-13,2.568302571366037e-13,3.6819841993571053e-13,7.48e-16,7.814707426758923e-14,1.4041479801928423e-12,823.9790831809644,4.615935675801484e-13,6.638007407907587e-14,5.0552186716967326e-12,8.2817074e-05,2.914487e-07,110617.29,0.9133277,-246.15512,0.772499433882333,0.8701045617252429,0.7908461546223362,-4.218995064502672e-13,1.8260476e-12,2.3340334e-16,3.128091437170641e-13,2.282920431781217e-13,3.128091437170641e-13,7.48e-16,6.928479007260579e-14,1.4041479801928423e-12,823.9790831809644,4.615935675801484e-13,6.638007407907587e-14,4.294745817410287e-12
88,88,89,a35da8,FFT4000,37.08700406349311,-108.92341282056724,229.442222024,10866.12,-0.7747861723589657,34610D,221.72893,28.337355,-4.798902,200.8558610224156,64734.95350325882,0.3376242704505741,0.46852827413891,28.82838642578683,33.8895960877578,25.485479675539903,8.442780444470331e-05,23113.59292955482,0.9511443731705856,0.2402365535482236,0.5324736643590327,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6728690287173256,16.94510711649839,11.246289605273873,26.377552008576213,1598805406019828.2,9.62433890854709,729.825296368582,1548.07179822967,0.00844278044447,0.0242952313540863,0.234264137069455,16.9447980438789,9.64239169634634,9.64157767911151,0.0084427804444703,0.5685763932708979,523033109963840.0,5.6668413572068,489905652249327.5,0.011720914539832495,7.0302923228203024e-06,3.16,35.8,2023-11-06 09:29:00,8.44278044447033e-05,0.951143823272263,0.0,88,231.13592929554818,8.44278044447033e-05,28.337355,-4.798902,0.951143823272263,0.00018435967,6.225242e-09,0.3631512537806818,0.0,13824.966357627152,-0.3059511621344566,0.9520472080672131,1.6156310604415443,231.0427361964593,0.5733704675760981,0.04180545967889671,1.0,224.14459582648507,28.117254249628648,74.80018297168019,0.9490760836836641,222.03099,8.697131672849904e-05,10828.71990851416,0.0,0.002658903072534713,0.0076891673,149.60036594336037,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13824.966357627152,0.0,8.206203e-05,3.0307518e-07,110622.69,0.89841825,-245.88708,0.7979664496755724,0.7979664496755724,0.9999999999999998,-4.2185898497939453e-13,1.826463e-12,2.3429956e-16,3.3483538955169613e-13,2.347861702126618e-13,3.3483538955169613e-13,7.48e-16,7.28158147220017e-14,1.404604065294206e-12,824.6858586441639,4.628097238317139e-13,6.644705466099954e-14,4.629087995895181e-12,8.206203e-05,3.0307518e-07,110622.69,0.89841825,-245.88708,0.7156800086827132,0.7979664496755724,0.7545628281780726,-4.2185898497939453e-13,1.826463e-12,2.3429956e-16,2.8806733074852077e-13,2.108756544211973e-13,2.8806733074852077e-13,7.48e-16,6.533292531349365e-14,1.404604065294206e-12,824.6858586441639,4.628097238317139e-13,6.644705466099954e-14,3.982521156329753e-12
89,89,90,a35da8,FFT4000,37.04887390136719,-108.77510882438496,229.442222024,10873.74,-0.771694556613121,34610D,221.70915,27.853931,-4.729599,201.46183360199703,64706.12511683303,0.33709782471891603,0.459692732402438,28.201581307117955,33.0987996608412,0.0,8.345172941088159e-05,23085.9441803996,0.9413480635083892,0.2350131775593163,0.521632914269992,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6749291269323747,16.549372011956763,11.138560172906368,25.68471944724561,1571051240974410.0,9.47394442639234,727.669385877552,1542.4710106515,0.00834517294109,0.0241662302514221,0.229846366201219,16.5493998304206,9.51105587466185,9.51026222683187,0.0083451729410881,0.5612908739331769,510752822217905.9,5.678128302495301,490335536963900.3,0.01161110116192599,6.799353856232664e-06,3.16,35.8,2023-11-06 09:30:00,8.345172941088159e-05,0.9413491615700242,0.0,89,230.85944180399602,8.345172941088159e-05,27.853931,-4.729599,0.9413491615700242,3.1456428e-05,1.0911433e-09,0.3627492081604342,0.0,13686.209603283489,-0.3072225801524816,0.951637686435574,1.6124155429304274,231.02199055845853,0.5673563303792074,0.04156105459095069,1.0,224.08771488041157,28.117254249628648,74.80788055514253,0.938169484190032,222.0133,8.58849899921239e-05,10836.33605972243,0.0,0.002579527298446749,0.007864376,149.61576111028506,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13686.209603283489,0.0,8.102952e-05,3.3890237e-07,110714.29,0.888455,-246.30348,0.710070689970389,0.710070689970389,1.0,-4.21465327292507e-13,1.8282255e-12,2.3706123e-16,2.8826798121823406e-13,2.1123223352349052e-13,2.8826798121823406e-13,7.48e-16,6.539582009477211e-14,1.4067601442599278e-12,825.4059099872715,4.5051821276815496e-13,6.519399106349969e-14,3.94529601286814e-12,8.102952e-05,3.3890237e-07,110714.29,0.888455,-246.30348,0.6983007943503555,0.710070689970389,0.765622327840159,-4.21465327292507e-13,1.8282255e-12,2.3706123e-16,2.8156751476943757e-13,2.078070118754316e-13,2.8156751476943757e-13,7.48e-16,6.432374546296467e-14,1.4067601442599278e-12,825.4059099872715,4.5051821276815496e-13,6.519399106349969e-14,3.853592024610142e-12
90,90,91,a35da8,FFT4000,37.01097106933594,-108.62842965633313,229.956666468,10873.74,-0.7685825219220039,34610D,221.75298,27.419632,-4.560704,201.7377037334448,64677.92353552591,0.33678682128236515,0.455561728772958,27.909722786259533,32.7262833939738,-25.49548579171387,8.373267854628558e-05,23085.9441803996,0.9393553595249848,0.2325810232188294,0.5167421479419028,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6757865932192277,16.362564753654915,11.088150472618889,25.364136476744147,1555919643028783.2,9.40322685564962,726.70745682452,1539.9084360047,0.00837326785463,0.0241066325858515,0.227780864386479,16.3631416969869,9.44888771068615,9.448096596250982,0.0083732678546285,0.5580647828951377,504940992345487.6,5.688961503426172,490859825016587.6,0.011560563700058408,6.6924454273509006e-06,3.16,35.8,2023-11-06 09:31:00,8.373267854628558e-05,0.9393547476211735,0.0,90,230.85944180399602,8.373267854628558e-05,27.419632,-4.560704,0.9393547476211735,0.0,0.0,0.3626775099230816,0.0,13650.92098351648,-0.3098873928999467,0.9507732662005564,1.6116598164359242,231.01710949805985,0.566396883071354,0.055512689634225613,1.0,224.07720697002557,28.117254249628648,74.81230486816104,0.9348199116798066,222.05911,8.606869322711131e-05,10836.333847565918,0.0,0.0025038811797060134,0.008070052,149.62460973632207,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13650.92098351648,0.0,8.089111e-05,3.6177664e-07,110728.57,0.8842507,-246.63548,0.7403660334567956,0.7403660334567956,0.9999999999999999,-4.21388029069451e-13,1.8287069e-12,2.3882446e-16,2.993733509743005e-13,2.2140709651534001e-13,2.993733509743005e-13,7.48e-16,6.718170472335367e-14,1.407318778352881e-12,826.1216684207532,4.447029152192679e-13,6.460812882396393e-14,4.086721958720723e-12,8.089111e-05,3.6177664e-07,110728.57,0.8842507,-246.63548,0.7403660334567956,0.7403660334567956,0.765622327840159,-4.21388029069451e-13,1.8287069e-12,2.3882446e-16,2.993733509743005e-13,2.2140709651534001e-13,2.993733509743005e-13,7.48e-16,6.718170472335367e-14,1.407318778352881e-12,826.1216684207532,4.447029152192679e-13,6.460812882396393e-14,4.086721958720723e-12
91,91,92,a35da8,FFT4000,36.97283935546875,-108.48233486743683,229.956666468,10866.12,-0.7654437574104367,34610D,221.8592,26.997004,-4.3429027,202.06334924870023,64650.01381273965,0.33648866427718394,0.452065943607666,27.661752195211523,32.3941150592044,-25.502320435030512,8.441831794714928e-05,23113.59292955482,0.9356754471673652,0.2305146016267626,0.5125989271089302,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6767153616505694,16.19647411812832,11.046251737498936,25.060377370316864,1541582135756981.2,9.34426371588122,725.912196324823,1537.65065310541,0.00844183179471,0.0240527380386029,0.226032971803833,16.1970575296022,9.39739049421592,9.396597249281708,0.0084418317947149,0.5554023340979222,499875003431253.1,5.715444190837552,492257833657664.0,0.0115185249086865,6.600837004314816e-06,3.16,35.8,2023-11-06 09:32:00,8.441831794714928e-05,0.9356758253431676,0.0,91,231.13592929554818,8.441831794714928e-05,26.997004,-4.3429027,0.9356758253431676,0.00015957264,7.1369257e-09,0.36293802073093673,0.0,13940.567616755108,-0.3106543439624788,0.9505229500528863,1.6128658788035466,231.02489820852986,0.5647647340947259,0.08365900735833554,1.0,224.07439891104704,28.117254249628648,74.74549140005415,0.9296880163086094,222.16696,8.665143203097722e-05,10828.747254299973,0.0,0.0024311228552772947,0.008315408,149.4909828001083,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13940.567616755108,0.0,8.115184e-05,3.7803093e-07,110665.97,0.88001525,-246.6672,0.6941281525857337,0.6941281525857337,0.9999999999999998,-4.216254637765831e-13,1.8279308e-12,2.4007738e-16,2.817287494406291e-13,2.0721747801436874e-13,2.817287494406291e-13,7.48e-16,6.434664698144878e-14,1.4063053606069665e-12,826.840039889996,4.393691288863341e-13,6.411235377519409e-14,3.927458681160948e-12,8.115184e-05,3.7803093e-07,110665.97,0.88001525,-246.6672,0.6941281525857337,0.6941281525857337,0.7545628281780725,-4.216254637765831e-13,1.8279308e-12,2.4007738e-16,2.817287494406291e-13,2.0721747801436874e-13,2.817287494406291e-13,7.48e-16,6.434664698144878e-14,1.4063053606069665e-12,826.840039889996,4.393691288863341e-13,6.411235377519409e-14,3.927458681160948e-12
92,92,93,a35da8,FFT4000,36.93380064883475,-108.33325593367866,230.985555356,10858.5,-0.7622510957654036,34610D,221.97295,26.566923,-4.191349,202.1014593826027,64622.35206054444,0.33774624812568504,0.464458320768082,28.527218578309533,33.4002156000828,25.508078998400897,8.425102821302789e-05,23141.26848577999,0.9217553212596532,0.2377268214859128,0.5290274037665488,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6766695441053354,16.700142307157314,11.200282745834617,25.968419005525693,1584441932459149.0,9.55526698316119,729.441180611356,1546.16787541821,0.0084251028213,0.0242417448827431,0.232229160384041,16.7001078000414,9.57972132399419,9.57891429061604,0.0084251028213027,0.5672755471705901,516110946428049.2,5.729608867725836,493059733094290.6,0.011685916536762611,6.92552450761217e-06,3.16,35.8,2023-11-06 09:33:00,8.42510282130279e-05,0.9217543921014333,0.0,92,231.41268485779997,8.42510282130279e-05,26.566923,-4.191349,0.9217543921014333,0.00027323223,1.0466368e-08,0.36318638213183335,0.0,13776.012113144501,-0.3119044039015824,0.95011348944576,1.617863256729392,231.05711621121287,0.5569809673391871,0.10708388923943699,1.0,224.05675109369616,28.117254249628648,74.6534338035159,0.9145012694107023,222.28154,8.635799792075308e-05,10821.173283098242,0.0,0.002385933234302229,0.008559578,149.3068676070318,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13776.012113144501,0.0,8.092574e-05,3.8335793e-07,110601.84,0.869665,-246.25903,0.4908374326887111,0.4908374326887111,1.0,-4.218689742608465e-13,1.8271526e-12,2.40488e-16,2.0162582853178882e-13,1.4528494891094152e-13,2.0162582853178882e-13,7.48e-16,5.151730847930973e-14,1.405283685258454e-12,827.5747915751102,4.576408489075372e-13,6.586985061798601e-14,2.777599856176719e-12,8.092574e-05,3.8335793e-07,110601.84,0.869665,-246.25903,0.4908374326887111,0.4908374326887111,0.7434926056880012,-4.218689742608465e-13,1.8271526e-12,2.40488e-16,2.0162582853178882e-13,1.4528494891094152e-13,2.0162582853178882e-13,7.48e-16,5.151730847930973e-14,1.405283685258454e-12,827.5747915751102,4.576408489075372e-13,6.586985061798601e-14,2.777599856176719e-12
