,index,longitude,latitude,altitude,groundspeed,time,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,EI_nvpm_number_p3t3_meem,EI_nvpm_mass_p3t3_meem,EI_mass_meem,EI_number_meem
24,24,-3.52703857421875,39.1510837360964,11247.12,245.389999788,2024-06-07 09:47:00,34610D,218.89119,11.764091,20.99093,227.00018715699008,54227.507518527294,0.3132428248463298,0.5833986391256029,35.00391834753617,34721.60454165648,604.0286837343859,7.396529775109028e-05,0.2176674270226199,1.1241989704005526,0.2916993195628014,0.7564802559679256,0.013769052888008,1.937731055501701e-07,3.978221449702086e-07,1.400098262e-05,823000000000000.0,110.57737805986676,43.05481956746949,0.0420047020170434,0.0008572388166743,0.0007000783669507,0.4819708030147419,6.782817964626663e-06,1.3925333879378878e-05,0.0004900892524157,2.8808224800022268e+16,climb,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7653661835821226,17.36080227082824,13.769052888008078,14.000982620000002,823000000000000.0,13.1933329612927,760.885586749787,1412.38494363624,0.00739652977511,0.0189724907910813,0.247299851295225,17.3611796744146,13.0346539112027,13.033689870450637,0.007396529775109028,-240890862497784.44,-1.8228346294927016,384386359852835.0,3.2080588875913056,2.8762967513902664,340355939556680.4
25,25,-3.509534752887248,39.284271240234375,11430.0,250.019999784,2024-06-07 09:48:00,34610D,217.31819,12.12505,21.36169,227.41532166309403,54192.50360017976,0.3159817036031958,0.5327178817118683,31.9630729027121,31924.12100442169,300.40486888414495,6.429706253289975e-05,0.2114799020422646,1.1635163372746204,0.2663589408559341,0.6926396716834304,0.0130504182004477,1.94864204048155e-07,7.242559424671263e-07,1.3510258907490144e-05,831282584230910.5,100.97134729966751,39.31457967033588,0.0383556874832545,0.0007827691323113,0.0006392614580542,0.4171314683517909,6.228458760120145e-06,2.314944548929922e-05,0.0004318293903946,2.6570345842527504e+16,climb,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7695358690053072,15.962060502210845,13.050418200447709,13.510258907490142,831282584230910.5,12.3702557989766,745.102487625223,1374.36005548861,0.00642970625329,0.0181858889368535,0.225672690680548,15.9617672221851,12.4092196682905,12.408421843215313,0.006429706253289975,-399194162157167.0,-2.758087001531652,333212342798850.5,2.745282206515621,2.81033089173337,332252209616696.8
26,26,-3.48419189453125,39.418433237884,11521.44,255.164444224,2024-06-07 09:49:00,34610D,216.56657,12.406407,21.41865,228.7659587220936,54160.54052727704,0.3177645008706231,0.4645521188474073,27.87312713084444,27830.940413631597,-24.99491068498659,5.882039384027395e-05,0.2084524140765676,1.1574010556336192,0.2322760594237036,0.6058741794712887,0.0120600652833593,1.9550332611781709e-07,1.7889698736560715e-06,9.709637053339308e-06,895430637064634.2,88.05120860633757,34.28394637093866,0.0334477525570133,0.000682607195041,0.0005574625426168,0.3361517328493579,5.449289063384856e-06,4.986418472166639e-05,0.000270637947982,2.4958451983755576e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7754483855526749,13.915470206815796,12.060065283359323,9.709637053339309,895430637064634.2,11.2116271484351,723.04211060884,1317.03950896324,0.00588203938403,0.0169723268700214,0.195463333120135,13.9155409221487,11.516590189256,11.515912818728571,0.005882039384027395,-506653031902951.3,-3.082620088468555,247415944994706.88,1.9873036896413923,1.9064367851235615,231156058825105.97
27,27,-3.458125902258814,39.55517578125,11513.82,254.135555336,2024-06-07 09:50:00,34610D,216.6452,12.595234,21.18456,229.77638751454828,54132.6674001462,0.3184687471875357,0.4776921865641721,28.66153119385033,28555.45062572565,0.0,5.869630595995537e-05,0.2087030407451307,1.1444952953129872,0.238846093282086,0.6237587140502169,0.0122648441844775,1.9549789591327586e-07,1.470751872633495e-06,1.043506129336654e-05,883186705870767.1,90.54177704137318,35.25368336843591,0.0343938374326203,0.0007019150496453,0.000573230623877,0.3515292141811169,5.603269042050461e-06,4.215400067589871e-05,0.0002990848347695,2.5313483320308908e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7787320615236615,14.277725312862826,12.264844184477544,10.43506129336654,883186705870767.1,11.4592709608269,727.595560839844,1327.90360298402,0.005869630596,0.0171904576261424,0.201428231521997,14.2776294527529,11.7174444044861,11.716756674151496,0.0058696305959955375,-496444110683040.7,-3.100819236367995,264305658841331.72,2.1361570611852327,1.9229912677830914,233034921285838.56
28,28,-3.432451331097127,39.68962097167969,11513.82,253.106666448,2024-06-07 09:51:00,34610D,216.6666,12.682876,20.846222,231.18169170515333,54104.00586895235,0.3188408511545135,0.4622652053722527,27.735912322335164,27497.371800652483,-50.02095873736081,5.784232599756696e-05,0.2087030407451307,1.124689355790361,0.2311326026861263,0.6047330859227692,0.0120453543892126,1.9556163210515626e-07,1.812358049810261e-06,9.44961646095967e-06,899819343791563.2,87.61774702625678,34.11517215647225,0.0332830947868021,0.0006792468323837,0.0005547182464467,0.3340888932306562,5.424080281681379e-06,5.026740396621575e-05,0.0002620937336408,2.495731042534396e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7834561075885156,13.748685900326242,12.045354389212616,9.449616460959671,899819343791563.2,11.1806148669723,722.313029072142,1313.45821498484,0.00578423259976,0.0168797516977484,0.194151003705515,13.7485335532962,11.5020059051825,11.50134064088774,0.005784232599756696,-504411640085100.2,-3.056114747520283,243190839371603.4,1.9513129747142073,1.9425133569222537,235215753466023.03
29,29,-3.406494140625,39.82529979641154,11498.58,252.592222004,2024-06-07 09:52:00,34610D,216.81503,12.696164,20.393412,231.93251328512648,54076.269956630014,0.3193990131759828,0.4717376929582689,28.30426157749613,28018.957519586696,25.01680403638321,5.8155578096662095e-05,0.2092051984455095,1.111694788566037,0.2358688464791344,0.6176887691179188,0.0121949947585417,1.9552421314403854e-07,1.5710411141645e-06,9.943783248368008e-06,891478646294199.6,89.41316232331029,34.81424174032025,0.0339651138929953,0.0006931655896529,0.0005660852315499,0.3451703215819596,5.534168473562975e-06,4.446715864431297e-05,0.0002814514421317,2.523264479546318e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7857315241429567,14.009478759793348,12.194994758541734,9.943783248368009,891478646294199.6,11.3623785600538,725.592565516277,1321.09410382426,0.00581555780967,0.0170306401340066,0.198431508494038,14.0085897750501,11.6514415742842,11.650764017367502,0.00581555780966621,-494876733436818.2,-3.055553347769282,253293137908826.72,2.041737195979835,1.9583266781344502,237041455015038.78
30,30,-3.380543101917624,39.95983576370498,11506.2,253.106666448,2024-06-07 09:53:00,34610D,216.7762,12.636277,19.890356,232.22055204512503,54047.96569505252,0.3197168772760341,0.4798326124845117,28.7899567490707,28492.734386759737,25.01174888020984,5.735613950977853e-05,0.2089539687473447,1.100673088432907,0.2399163062422558,0.628822429139443,0.012317893203195,1.956483181258884e-07,1.3939114872482835e-06,1.0444251423764538e-05,883031592051780.9,90.94747337031434,35.41164680135696,0.0345479480988848,0.0007050601652833,0.0005757991349814,0.3546316125596567,5.63270661687275e-06,4.01306514299109e-05,0.0003006895467666,2.5422441343233816e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7867777722717615,14.246367193379868,12.317893203195023,10.444251423764536,883031592051780.9,11.5108678745772,728.482441718643,1328.41347657063,0.00573561395098,0.0171824817008198,0.202196897822674,14.2463285129318,11.7676189821303,11.766944075644291,0.005735613950977853,-492025261392745.5,-3.0889668067574916,266742435740231.47,2.1582955023958075,1.9595288987237367,237146127662224.34
31,31,-3.354450572620749,40.09488380561441,11513.82,253.621110892,2024-06-07 09:54:00,34610D,216.72743,12.579393,19.42844,233.0168781303936,54019.17573830345,0.3199796195824845,0.4714275718496468,28.285654310978806,27920.89757408754,25.00582742768074,5.6691577632680745e-05,0.2087030407451307,1.0935700623161126,0.2357137859248234,0.6185650743983325,0.0121985156675576,1.9574288003412817e-07,1.55785932318049e-06,9.932058796541296e-06,891676535161887.1,89.35438196838204,34.79135480250393,0.0339427851731745,0.0006927099014933,0.0005657130862195,0.3450429972795944,5.536715438480745e-06,4.4065070280618746e-05,0.0002809347817152,2.522165423080048e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7895645964058936,13.96044878704377,12.198515667557643,9.932058796541297,891676535161887.1,11.3574226376753,725.658741841942,1320.86091552479,0.00566915776327,0.0170215076592683,0.198257986350386,13.9605003012907,11.6474985835014,11.646838305863408,0.005669157763268075,-493251093469019.94,-3.0466777613592098,252780312842845.03,2.037784884006921,1.9680362303877554,238066886848301.7
32,32,-3.32794189453125,40.23133850097656,11521.44,254.135555336,2024-06-07 09:55:00,34610D,216.67358,12.527433,18.991657,233.0972357089556,53990.89008399247,0.3197435902432877,0.4615575015493271,27.693450092959623,27306.748839798853,0.0,5.6110847410743854e-05,0.2084524140765676,1.0887160325201235,0.2307787507746635,0.605841254859707,0.0120504804562001,1.9582230819088517e-07,1.7925444017551091e-06,9.35896717792861e-06,901349349990644.8,87.48360884365945,34.06294361434034,0.0332321401115515,0.000678206941052,0.0005538690018591,0.3337193791099646,5.422995318972437e-06,4.964173892941929e-05,0.0002591820904636,2.4961473240287524e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7899349870917493,13.653374419899428,12.050480456200162,9.35896717792861,901349349990644.8,11.1776479211368,722.403265328424,1312.28017839252,0.00561108474107,0.016840395355335,0.193742485437896,13.652939050773,11.5046280891808,11.503982590969024,0.005611084741074385,-500501024830371.4,-3.033998613227574,241684236350228.66,1.9394788821763698,1.9664016750430753,237854759869524.12
33,33,-3.301513671875,40.366607666015625,11521.44,254.64999978,2024-06-07 09:56:00,34610D,216.66005,12.628166,18.765268,232.8200235801725,53963.19663389951,0.3200086375525948,0.4757743954260676,28.54646372556406,28204.726718976737,0.0,5.5904224140552654e-05,0.2084524140765676,1.0866295702793634,0.2378871977130338,0.6241738435417038,0.0122613096354406,1.957819532356395e-07,1.4663069038423336e-06,1.0224676741110486e-05,886737640399752.4,90.17827890905686,35.112150382443794,0.0342557564706768,0.0006990970708301,0.0005709292745112,0.3500170307360163,5.588882426161261e-06,4.185787684107932e-05,0.0002918783636957,2.53132238857638e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7890201960298422,14.102363359488368,12.261309635440677,10.224676741110486,886737640399752.4,11.4352546930117,727.180673921469,1325.03721460836,0.00559042241406,0.0171115172769345,0.200322019708309,14.1017289803426,11.7068531367662,11.706198710809637,0.005590422414055265,-492473975400919.1,-3.0686754629420574,260015465572531.84,2.100351568900951,1.9625626029181147,237425905461635.3
34,34,-3.274924538352252,40.50249519994704,11521.44,254.135555336,2024-06-07 09:57:00,34610D,216.64197,12.767213,18.597733,233.5879904702601,53934.65017017395,0.3200398106024727,0.463081720735589,27.78490324413534,27364.69366356393,-25.00111562067275,5.57076360097172e-05,0.2084524140765676,1.0853766510607707,0.2315408603677945,0.6078356940573443,0.0120764028818719,1.9572802203016678e-07,1.7524756792384505e-06,9.424818087237378e-06,900237898293635.2,87.77250934822354,34.175430990286465,0.0333418838929624,0.0006804466100604,0.0005556980648827,0.3355416856100093,5.438284154274173e-06,4.86923671853407e-05,0.0002618676586474,2.5013022900792404e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7916558090283384,13.682346831781963,12.076402881871951,9.424818087237378,900237898293635.1,11.2077422811915,722.819048091209,1313.18370620945,0.00557076360097,0.0168574638708015,0.19438614803059,13.6830018158993,11.5311620728005,11.53051973480411,0.005570763600971721,-499889405130238.4,-3.037560889954546,243152729722951.16,1.9524361870288827,1.9736427115495432,238663636715915.47
35,35,-3.248207785866498,40.63814842094809,11513.82,253.106666448,2024-06-07 09:58:00,34610D,216.67737,13.109794,18.59076,233.65372934315133,53906.86526692981,0.3199635140603244,0.4611052695091281,27.66631617054769,27233.739827328747,-25.00518298770879,5.588112739695296e-05,0.2087030407451307,1.0850235384638154,0.230552634754564,0.6049203790561043,0.0120469723115786,1.9559370927014197e-07,1.8088805692526448e-06,9.274778257692625e-06,902770316219477.6,87.39789278276015,34.02956888977366,0.0331995794046572,0.0006775424368297,0.0005533263234109,0.3332953448699693,5.411357401637932e-06,5.004506174370396e-05,0.000256598947689,2.4976328997913388e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7918139900025206,13.616869913664374,12.046972311578674,9.274778257692624,902770316219477.6,11.1802403866159,722.169481978064,1311.01851545422,0.0055881127397,0.0168072016235124,0.193507672935766,13.6170143465496,11.5133784475494,11.512735102932425,0.0055881127396952964,-500244424653680.0,-3.028360220376057,240582649884510.56,1.929981108519393,1.977514770696165,239125709647181.56
36,36,-3.221678300337373,40.77245162705243,11506.2,252.592222004,2024-06-07 09:59:00,34610D,216.71245,13.492777,18.609238,233.57499119015668,53879.19895075926,0.3200099338436031,0.4641095565138275,27.84657339082965,27424.397058683597,0.0,5.622908389648059e-05,0.2089539687473447,1.0880835793091832,0.2320547782569137,0.6084410184097065,0.012091562104528,1.9545855188989373e-07,1.7383754777321148e-06,9.431417394156756e-06,900126513182152.0,87.96732534163087,34.25128527072047,0.0334158880689955,0.0006819568993672,0.0005569314678165,0.3367085715535143,5.442850910067212e-06,4.840780032148589e-05,0.0002626326566459,2.506543901035839e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7914830673630604,13.712198529341796,12.091562104528023,9.431417394156757,900126513182152.0,11.2314879382424,722.96074160996,1313.33077150951,0.00562290838965,0.0168582551902192,0.194794174538034,13.7122941264431,11.5548241701223,11.554174489475576,0.005622908389648059,-500106389111193.5,-3.0413619246285895,243867398353437.5,1.9585728949777421,1.979325727288935,239357590955830.72
37,37,-3.19549560546875,40.905120849609375,11506.2,253.36388867,2024-06-07 10:00:00,34610D,216.70164,13.960676,18.629236,233.4093664580924,53851.35237736843,0.3194675662330234,0.4533005226492372,27.198031358954232,26759.26444015731,-25.008656976956463,5.667079918326084e-05,0.2089539687473447,1.0981838181330004,0.2266502613246186,0.5940561795260736,0.0119263140745514,1.9542639469388613e-07,2.041844549837024e-06,8.783772432912155e-06,911057662027186.4,85.91858106293641,33.4535785715137,0.032637637630745,0.0006660742373621,0.000543960627179,0.3243722641963882,5.315213211251682e-06,5.553415209657716e-05,0.0002389013180802,2.4778974861630944e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7909415497052952,13.379632220078657,11.926314074551474,8.783772432912155,911057662027186.4,11.055187478769,719.72827096314,1303.74842476442,0.00566707991833,0.016645714838351,0.19008801028466,13.3796811983399,11.4196363526969,11.4189892294514,0.005667079918326084,-501551664161092.6,-2.993855943229209,231529197639794.84,1.8504624080796825,1.9770377422584553,239102006620190.78
38,38,-3.168182373046875,41.04245460639566,11498.58,254.135555336,2024-06-07 10:01:00,34610D,216.7484,14.474306,18.663183,232.85720570364103,53824.15434600948,0.319550863706566,0.4616860235331808,27.70116141199085,27326.027419047656,25.006982489488376,5.779666872289654e-05,0.2092051984455095,1.114507392466974,0.2308430117665904,0.6044407463938039,0.0120492585233721,1.953260093285255e-07,1.816076321070168e-06,9.288455028459715e-06,902539475518289.8,87.50796890047907,34.07242853674874,0.033241393694389,0.0006783957896814,0.0005540232282398,0.3337784552507387,5.410757312369515e-06,5.0307423306459226e-05,0.0002573009920113,2.5001391692025704e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.788985372791115,13.663013709523828,12.049258523372162,9.288455028459715,902539475518289.8,11.189964920595,722.107586477877,1311.23610427936,0.00577966687229,0.0168157144580639,0.193755505254007,13.6629834378741,11.5222880203638,11.521622108987614,0.005779666872289655,-502009081287637.2,-3.037959168582737,241173338073240.6,1.9345444804805323,1.9719897506583084,238567738124944.12
39,39,-3.140869140625,41.179229736328125,11506.2,255.164444224,2024-06-07 10:02:00,34610D,216.67262,15.01082,18.648233,232.3768647327208,53796.453184597485,0.319909490479803,0.4914852436815811,29.489114620894867,29182.613114429863,24.99761698071577,5.833528006988816e-05,0.2089539687473447,1.134741224673128,0.2457426218407905,0.6430699646904705,0.0124881177580592,1.9534002070405322e-07,1.1968726405489449e-06,1.1114600676588482e-05,871717233260670.5,93.15611308740688,36.27161098370068,0.0353869375450738,0.000722182398879,0.0005897822924178,0.3682635359666418,5.760404260589802e-06,3.529471448376094e-05,0.0003277597333173,2.570616940863326e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.787495457637527,14.591306557214931,12.488117758059248,11.11460067658848,871717233260670.5,11.7208122412462,732.124182639724,1338.00244649945,0.00583352800699,0.0173859150806419,0.207491512548373,14.5910573603726,11.9344602562451,11.933764096774228,0.005833528006988816,-477005293190691.0,-3.0581858220038836,279959439071695.53,2.2753829775611627,1.9625362521754872,237482075250049.4
40,40,-3.113750110973001,41.31436622748941,11513.82,255.164444224,2024-06-07 10:03:00,34610D,216.58607,15.556299,18.604252,234.0384363337012,53766.96406997659,0.3201937907619702,0.4617311029992623,27.70386617995574,27245.47014542312,-24.994132426878394,5.821885694013142e-05,0.2087030407451307,1.1440149366688643,0.2308655514996311,0.6050542425806291,0.0120563584677624,1.953219045774487e-07,1.803678231414411e-06,9.28148845879946e-06,902657059402134.4,87.51651326248017,34.07575540134556,0.0332446394159468,0.0006784620288968,0.0005540773235991,0.3340077416084662,5.411171906427722e-06,4.996886035480408e-05,0.0002571331142133,2.500709038006909e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.793284815628371,13.622735072711562,12.056358467762417,9.28148845879946,902657059402134.4,11.1963270545172,722.145193599223,1310.88228311413,0.00582188569401,0.0168036326840374,0.193754892508954,13.623637889936,11.5305360544456,11.529864798896332,0.005821885694013143,-501163159937215.0,-3.033497377485127,240923342987846.34,1.9326455417164832,1.9837359648365902,239820658498730.8
41,41,-3.086455589116952,41.44987979177701,11506.2,254.64999978,2024-06-07 10:04:00,34610D,216.61221,16.12247,18.543467,233.97533254413875,53739.26020379664,0.3200964388307238,0.4608034294925262,27.648205769551573,27189.7948053468,-24.99709931582027,5.835850356111421e-05,0.2089539687473447,1.1442114454909245,0.2304017147462631,0.6033400582823171,0.0120415449178211,1.951603669814599e-07,1.836937582173352e-06,9.198985928446568e-06,904049562229063.4,87.34068202601341,34.00729309654844,0.0331778469234618,0.0006770989168053,0.000552964115391,0.3329271116712182,5.395833984364602e-06,5.0788028257751386e-05,0.0002543354558209,2.4995348322382164e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7930230981668119,13.5948974026734,12.04154491782119,9.198985928446568,904049562229063.4,11.1844668149076,721.760075370185,1309.6658600964,0.00583585035611,0.0167759572760231,0.193329706225176,13.5949482024849,11.5242130773361,11.52354058075208,0.005835850356111422,-501732665147007.3,-3.0302116093474365,239606508303710.78,1.9209941526621679,1.9858463012301488,240085983257384.12
42,42,-3.0593730128088623,41.583764027741,11498.58,254.135555336,2024-06-07 10:05:00,34610D,216.63751,16.664974,18.47144,233.8687375213691,53711.61199802708,0.3185642139366665,0.4361988068000757,26.171928408004543,25626.467679177204,0.0,5.800842581742111e-05,0.2092051984455095,1.1349475436336347,0.2180994034000378,0.5706182908582523,0.0116644732012695,1.9499645917393864e-07,2.671476927192168e-06,7.858597843034362e-06,913933568040771.6,82.67712184088634,32.191471941845585,0.0314063140896054,0.0006409451855021,0.00052343856816,0.305281757540715,5.103433369314702e-06,6.991770288210938e-05,0.0002056746601351,2.3919403912435224e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.792615489987622,12.813233839588602,11.66447320126958,7.858597843034362,913933568040771.6,10.7674698094244,714.600077828452,1288.313883461,0.00580084258174,0.0163027078258768,0.182532485622936,12.8125576686381,11.1964519988027,11.195802547921133,0.005800842581742111,-500029062652615.9,-2.8978455285181193,213559756577247.25,1.6917948740342204,1.987339592863688,240282427957743.56
43,43,-3.0324181845021485,41.716391353283896,11498.58,253.106666448,2024-06-07 10:06:00,34610D,216.60146,17.186499,18.385866,231.72113217231453,53685.44006961908,0.3171317398443655,0.4288477820365208,25.730866922191247,25313.762133798336,0.0,5.697175252419933e-05,0.2092051984455095,1.1199419799604295,0.2144238910182604,0.5593722590362158,0.0115343845847822,1.948893501597681e-07,3.052868943281574e-06,7.727828190382131e-06,899334102224585.5,81.28380860720215,31.648966314295237,0.0308770403066294,0.0006301436797271,0.0005146173384438,0.2967897147804072,5.014671933513325e-06,7.85529645104688e-05,0.0001988437187642,2.3140646102929148e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7854023327172688,12.656881066899167,11.53438458478229,7.727828190382131,899334102224585.5,10.6266404638259,712.155719661287,1282.8699078706,0.00569717525242,0.0161991917220743,0.179408608697448,12.6574820710605,11.0751580557548,11.074527120536365,0.005697175252419932,-499583711632499.4,-2.8547647494145143,206642435471765.12,1.6293750710763895,1.9569494087764603,236887601206464.03
44,44,-2.9749852960759995,41.85017395019531,11498.58,256.707777556,2024-06-07 10:07:00,34610D,216.5752,17.72841,18.28114,229.5048609229567,53659.70920269689,0.318041327532552,0.4629491750032202,27.77695050019321,27669.699452583045,0.0,5.6614938798079176e-05,0.2092051984455095,1.1167644317606191,0.2314745875016101,0.6021675229179635,0.0120391756696003,1.9481137956447348e-07,1.8578232268593492e-06,9.48161839767142e-06,899279205360078.8,87.74738663011036,34.16564911523765,0.0333323406002318,0.0006802518489843,0.0005555390100038,0.3344115866376191,5.411266047036731e-06,5.1604663810581375e-05,0.0002633704448938,2.497923397314e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7779375926502452,13.834849726291525,12.039175669600342,9.48161839767142,899279205360078.9,11.1932703964635,721.863385132401,1313.47900247184,0.00566149387981,0.0168925127521825,0.194513861484674,13.8343386920338,11.5147973743304,11.514145501687508,0.005661493879807918,-510124020567358.7,-3.0827260105189938,244044866119068.44,1.9568760332013502,1.9259647411615077,233426279707557.12
45,45,-2.883286909623564,41.97084045410156,11498.58,255.678888668,2024-06-07 10:08:00,34610D,216.55627,18.256893,18.098116,230.1645804168724,53631.9322521967,0.3182133877242419,0.4583719760048348,27.50231856029009,27332.38134372799,0.0,5.667998981522364e-05,0.2092051984455095,1.120822762469399,0.2291859880024174,0.5964379003278818,0.0119745156119003,1.9475526278333575e-07,1.9807542788056813e-06,9.174189798275536e-06,904468078863794.0,86.8798243319564,33.82785182915681,0.0330027822723481,0.0006735261688234,0.0005500463712058,0.3293269429636497,5.356221278360309e-06,5.447533516537151e-05,0.0002523114903647,2.487496923252565e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7802078591167257,13.666190671863994,11.974515611900324,9.174189798275536,904468078863794.0,11.1167729519929,720.328533747056,1308.87024354618,0.00566799898152,0.0167896378139104,0.192382801632199,13.6655615479388,11.458424759634,11.457775333044818,0.005667998981522364,-510818971965886.25,-3.059740721960509,238171992513826.22,1.9053794747609585,1.9353383964420139,234473427352500.3
46,46,-2.7914636785333755,42.09063720703125,11498.58,254.64999978,2024-06-07 10:09:00,34610D,216.53125,18.765537,17.949497,230.3939195679449,53604.429933636406,0.3117720884206147,0.3858879105651779,23.15327463391068,22521.994592338604,-24.98780247688073,5.665529599798878e-05,0.2092051984455095,1.124016851544533,0.1929439552825889,0.5020294169870321,0.0108410002179546,1.9468100152664032e-07,6.316128870801623e-06,6.7852859270258366e-06,794106220410322.9,73.14119456852383,28.47852779971013,0.0277839295606928,0.0005670189706263,0.0004630654926782,0.2510046553525903,4.507502694351087e-06,0.0001462390663688,0.000157101588538,1.838615940965701e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7810303531122837,11.260997296169302,10.841000217954685,6.7852859270258365,794106220410322.9,9.81349381523417,699.13776091453,1246.33039399166,0.0056655295998,0.0154216217068022,0.160253725525502,11.2609027181792,10.3914963401558,10.390907640207757,0.005665529599798878,-430725096106391.3,-2.283388847366736,160603071756423.78,1.2279771153265753,1.938745086485166,234853992736414.88
47,47,-2.700209506722331,42.20933299953654,11490.96,254.64999978,2024-06-07 10:10:00,34610D,216.55734,19.247213,17.792755,225.55216144157728,53581.27665900249,0.3161581339078734,0.4909158435498153,29.45495061298892,29678.631599602544,-24.99017950956414,5.688955163826852e-05,0.2094567302023603,1.1261619397208933,0.2454579217749076,0.6349541442089972,0.0124231913172582,1.945198652868479e-07,1.298233163745776e-06,1.1289300352323507e-05,868768598942619.2,93.048188986432,36.22958925397637,0.0353459407355867,0.0007213457292976,0.0005890990122597,0.3659244867055545,5.729573025269362e-06,3.823939372227619e-05,0.0003325257843328,2.5589536175970428e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7645708639069654,14.839315799801271,12.423191317258247,11.28930035232351,868768598942619.2,11.6782833656102,731.23893309511,1339.75957806291,0.00568895516383,0.0174653105192282,0.207480809169559,14.8399422743183,11.8795946365302,11.878918850162869,0.005688955163826852,-490579887463022.4,-3.129210222440411,282215327672181.0,2.2912886927470604,1.8746862880881965,227727377524699.72
48,48,-2.608691128817497,42.3277587890625,11483.34,254.64999978,2024-06-07 10:11:00,34610D,216.57245,19.761076,17.667065,229.1671627288822,53551.82170838951,0.3180129011169069,0.4695266541597446,28.17159924958468,28101.665529330498,24.984479913418824,5.6604201760964864e-05,0.2097085643810686,1.11964146167528,0.2347633270798723,0.6090118411314556,0.0121332275222847,1.9432630213614117e-07,1.717429551323285e-06,9.823751862407114e-06,893504572572530.9,88.99408202943799,34.65106707698915,0.0338059190995016,0.0006899167163163,0.0005634319849916,0.3418124233618371,5.474482707433079e-06,4.8382737059273605e-05,0.000276750800595,2.5171452746184788e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.7767978208364956,14.050832764665248,12.133227522284749,9.823751862407114,893504572572530.9,11.3223845680092,723.7716177643,1318.41418152882,0.0056604201761,0.0169957048943932,0.197547981026232,14.0509937384486,11.6234061637186,11.62274826733066,0.0056604201760964866,-508173750468886.56,-3.104898827743571,251428915352940.34,2.0216303266588778,1.927518323021363,233659209730224.84
49,49,-2.5154321843927505,42.44769287109375,11490.96,255.164444224,2024-06-07 10:12:00,34610D,216.45856,20.295238,17.566435,230.0598380592411,53523.65010913992,0.3181286094151073,0.4572377254138248,27.43426352482949,27269.892827657277,-24.978539092475263,5.525525483916462e-05,0.2094567302023603,1.108073267853909,0.2286188627069124,0.5931959868253225,0.011953377690116,1.9422718647351746e-07,2.0492074519358078e-06,9.061944508067705e-06,906362589047364.4,86.66483847493635,33.744144135540274,0.0329211162297953,0.0006718595148937,0.0005486852704965,0.3279321135624624,5.328479817400675e-06,5.62184972534513e-05,0.0002486077736817,2.486539011697213e+16,cruise,0,GTF1921,0,43031,1.237,3.16,3.16,0,0.780028795391845,13.634946413828636,11.953377690116092,9.061944508067702,906362589047364.4,11.1046022519317,719.543674625246,1306.86049963135,0.00552552548392,0.0167479162172191,0.191856632489871,13.6344356697072,11.4555524401667,11.454919495670804,0.005525525483916462,-514029746528485.9,-3.0650774545002,236570763909800.9,1.8901930119977595,1.9377381998095131,234771179697421.47
