engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,12.4,0.0,0.0,-0.2,581.5,12.4,12.4,16.1,672.6
GTF2000,0,0,12.4,0.0,0.0,-0.2,-9.5,12.4,12.4,16.1,13.1
GTF2035,0,0,-8.1,0.0,0.0,20.3,0.3,-8.1,-8.1,11.1,-12.5
GTF2035,20,0,-8.6,-2.0,-18.8,20.3,-19.7,-10.4,-25.8,10.6,-27.8
GTF2035,100,0,-10.3,-10.0,-94.0,20.3,-60.1,-19.3,-94.6,8.5,-58.6
GTF2035_wi,0,15,-17.9,-0.2,-0.2,-90.7,-27.4,-17.9,-17.9,-92.3,-40.4
GTF2035_wi,20,15,-18.3,-2.2,-19.0,-90.7,-40.8,-20.0,-33.7,-92.3,-50.2
GTF2035_wi,100,15,-19.8,-10.2,-94.0,-90.7,-68.7,-27.8,-95.2,-92.5,-70.4
