engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-12.5,0.0,0.0,0.6,-85.8,-12.5,-12.5,-15.4,-87.5
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-86.6,0.0,0.0,0.2,-85.1
GTF2035,0,0,-19.6,0.0,0.0,20.7,-85.9,-19.6,-19.6,-6.0,-89.1
GTF2035,20,0,-20.0,-2.0,-18.8,20.7,-88.6,-21.6,-35.0,-6.5,-90.9
GTF2035,100,0,-21.5,-10.0,-94.0,20.7,-94.1,-29.4,-95.3,-8.3,-94.6
GTF2035_wi,0,15,-28.3,-0.3,-0.3,-90.6,-89.5,-28.3,-28.3,-93.4,-92.4
GTF2035_wi,20,15,-28.6,-2.3,-19.0,-90.6,-91.4,-30.1,-42.1,-93.4,-93.6
GTF2035_wi,100,15,-29.8,-10.3,-94.0,-90.6,-95.4,-36.8,-95.8,-93.5,-96.1
